4	www.climaton.com									
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Feels Like (°F °C)	(Wind Speed) (mph)	Wind	Dew Point (°F °C)	Humidity (%)	Pressure (inches)	Visibility (miles)
Tue Feb  2 22:22:27 2010	Seattle, Washington 98101  	mostly cloudy	50 10	50 10	3	S	41 5	71	29.87	10
Tue Feb  2 22:22:27 2010	Houston, Texas 77001  	mostly cloudy	55 13	53 12	9	NE	50 10	82	30.1	7
Tue Feb  2 22:22:27 2010	Milwaukee, Wisconsin 53201  	mostly cloudy	34 1	34 1	0		27 -3	75	29.95	5
Tue Feb  2 22:22:28 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	36 2	34 1	3	E	16 -9	44	30.2	10
Tue Feb  2 22:22:28 2010	Detroit, Michigan 48201  	light snow	28 -2	20 -7	8	E	25 -4	86	30.02	1.5
Tue Feb  2 23:06:37 2010	Charlotte, North Carolina 28201  	light rain	37 3	32 0	6	N	36 2	93	29.95	1.7
Tue Feb  2 23:06:37 2010	San Jose, California 95101  	mostly cloudy	57 14	57 14	0		46 8	67	29.83	8
Tue Feb  2 23:06:38 2010	Memphis, Tennessee 37501  	mostly cloudy	45 7	40 4	10	NW	34 1	66	30.14	10
Tue Feb  2 23:06:38 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	8	W	48 9	63	29.82	10
Tue Feb  2 23:06:38 2010	Denver, Colorado 80214  	clear sky	48 9	48 9	0		16-Mar	15	29.87	10
Tue Feb  2 23:06:39 2010	New York, New York 10001  	mostly cloudy	34 1	29 -2	5	S	16 -9	47	30.22	10
Tue Feb  2 23:06:39 2010	El Paso, Texas 79901  	mostly cloudy	63 17	62 17	20-Oct	E	30 -1	29	29.92	10
Tue Feb  2 23:06:39 2010	Los Angeles, California 90001  	clear sky	64 18	64 18	6	N	50 10	60	29.8	4
Tue Feb  2 23:06:40 2010	Las Vegas, Nevada 89101  	mostly cloudy	57 14	56 13	5	E	30 -1	36	29.82	10
Tue Feb  2 23:06:40 2010	Baltimore, Maryland 21201  	normal	37 3	37 3			25 -4	60	30.13	
Tue Feb  2 23:06:41 2010	Washington, Washington D. C. 20001  	mostly cloudy	39 4	33 1	8	E	21 -6	48	30.12	10
Tue Feb  2 23:06:41 2010	Austin, Texas 73301  	mostly cloudy	54 12	50 10	12	N	46 8	77	30.1	4
Tue Feb  2 23:06:41 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	3	N	46 8	77	29.84	10
Tue Feb  2 23:06:42 2010	Nashville, Tennessee 37201  	mostly cloudy	46 8	42 6	7	W	32 0	57	30.06	10
Tue Feb  2 23:06:42 2010	Oklahoma City, Oklahoma 73101  	clear sky	36 2	32 0	5	SW	32 0	87	30.18	5
Tue Feb  2 23:06:42 2010	Fort Worth, Texas 76101  	clear sky	50 10	50 10	3	N	36 2	58	30.17	10
Tue Feb  2 23:06:43 2010	Portland, Oregon 97201  	mostly cloudy	28 -2	22 -6	5	SW	11-Dec	50	30.22	10
Tue Feb  2 23:06:43 2010	Chicago, Illinois 60601  	mostly cloudy	32 0	25 -4	8	W	25 -4	74	29.97	6
Tue Feb  2 23:06:43 2010	Phoenix, Arizona 85001  	mostly cloudy	72 22	76 24	6	E	36 2	27	29.78	10
Tue Feb  2 23:06:44 2010	Indianapolis, Indiana 46201  	mostly cloudy	37 3	29 -2	12	W	25 -4	60	29.97	10
Tue Feb  2 23:06:44 2010	San Antonio, Texas 78201  	mostly cloudy	54 12	51 11	9	NE	48 9	82	30.09	6
Tue Feb  2 23:06:45 2010	Columbus, Ohio 43085  	mostly cloudy	41 5	38 3	5	S	21 -6	45	29.95	10
Tue Feb  2 23:06:45 2010	Jacksonville, Florida 32099  	mostly cloudy	61 16	59 15	12	NW	54 12	77	29.93	10
Tue Feb  2 23:06:45 2010	Dallas, Texas 75201  	clear sky	50 10	50 10	0		36 2	58	30.18	10
Tue Feb  2 23:06:46 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	29 -2	3	W	27 -3	80	29.95	4
Tue Feb  2 23:06:46 2010	Houston, Texas 77001  	mostly cloudy	57 14	55 13	10	NE	50 10	77	30.11	10
Tue Feb  2 23:06:46 2010	Seattle, Washington 98101  	mostly cloudy	52 11	52 11	0		39 4	62	29.84	10
Tue Feb  2 23:06:47 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	36 2	31 -1	6	E	18 -8	47	30.18	10
Tue Feb  2 23:06:47 2010	Detroit, Michigan 48201  	light snow	28 -2	20 -7	8	E	27 -3	93	30.02	1.2
Tue Feb  2 23:51:58 2010	Charlotte, North Carolina 28201  	light snow	36 2	30 -1	7	N	36 2	100	29.97	1
Tue Feb  2 23:51:58 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	9	NW	50 10	68	29.81	10
Tue Feb  2 23:51:58 2010	San Jose, California 95101  	mostly cloudy	57 14	57 14	0		48 9	72	29.82	8
Tue Feb  2 23:51:59 2010	Memphis, Tennessee 37501  	mostly cloudy	43 6	38 3	8	NW	34 1	70	30.15	10
Tue Feb  2 23:51:59 2010	Denver, Colorado 80214  	clear sky	48 9	44 7	8	N	13-Sep	20	29.87	10
Tue Feb  2 23:52:00 2010	El Paso, Texas 79901  	mostly cloudy	63 17	62 17	13-17	E	30 -1	29	29.9	10
Tue Feb  2 23:52:00 2010	Los Angeles, California 90001  	clear sky	64 18	64 18	5	W	50 10	60	29.79	5
Tue Feb  2 23:52:01 2010	New York, New York 10001  	mostly cloudy	34 1	29 -2	6	N	18 -8	51	30.2	10
Tue Feb  2 23:52:01 2010	Baltimore, Maryland 21201  	normal	37 3	37 3			23 -5	56	30.13	
Tue Feb  2 23:52:02 2010	Washington, Washington D. C. 20001  	mostly cloudy	37 3	32 0	7	E	27 -3	65	30.12	10
Tue Feb  2 23:52:02 2010	Las Vegas, Nevada 89101  	mostly cloudy	57 14	56 13	7	NE	30 -1	36	29.81	10
Tue Feb  2 23:52:03 2010	Austin, Texas 73301  	mostly cloudy	54 12	50 10	14	NE	46 8	77	30.12	6
Tue Feb  2 23:52:03 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	0		46 8	77	29.83	10
Tue Feb  2 23:52:04 2010	Nashville, Tennessee 37201  	mostly cloudy	45 7	42 6	6	W	30 -1	57	30.07	10
Tue Feb  2 23:52:04 2010	Oklahoma City, Oklahoma 73101  	clear sky	36 2	34 1	3	SW	32 0	87	30.18	6
Tue Feb  2 23:52:04 2010	Fort Worth, Texas 76101  	clear sky	50 10	47 8	8	NE	36 2	58	30.16	10
Tue Feb  2 23:52:05 2010	Portland, Oregon 97201  	mostly cloudy	28 -2	21 -6	6	SW	11-Dec	50	30.23	10
Tue Feb  2 23:52:05 2010	Chicago, Illinois 60601  	light snow	30 -1	23 -5	7	W	27 -3	86	29.99	5
Tue Feb  2 23:52:05 2010	Phoenix, Arizona 85001  	mostly cloudy	72 22	76 24	0		36 2	27	29.75	10
Tue Feb  2 23:52:06 2010	Indianapolis, Indiana 46201  	mostly cloudy	37 3	30 -1	9	W	25 -4	60	29.98	10
Tue Feb  2 23:52:06 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	49 9	9	NE	48 9	87	30.1	6
Tue Feb  2 23:52:07 2010	Columbus, Ohio 43085  	mostly cloudy	39 4	37 3	3	S	21 -6	48	29.96	10
Tue Feb  2 23:52:07 2010	Jacksonville, Florida 32099  	mostly cloudy	59 15	58 14	8	NW	54 12	82	29.95	10
Tue Feb  2 23:52:08 2010	Dallas, Texas 75201  	mostly cloudy	52 11	49 9	10	N	36 2	54	30.16	10
Tue Feb  2 23:52:08 2010	Seattle, Washington 98101  	clear sky	54 12	53 12	5	NE	39 4	58	29.82	10
Tue Feb  2 23:52:08 2010	Houston, Texas 77001  	mostly cloudy	57 14	55 13	9	NE	50 10	77	30.11	10
Tue Feb  2 23:52:09 2010	Detroit, Michigan 48201  	light snow	27 -3	19 -7	7	SE	25 -4	93	30.01	2
Tue Feb  2 23:52:09 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	27 -3	5	W	27 -3	80	29.96	4
Tue Feb  2 23:52:10 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	36 2	31 -1	6	E	18 -8	47	30.17	10
Wed Feb  3 00:36:27 2010	Charlotte, North Carolina 28201  	light snow	36 2	30 -1	7	N	36 2	100	29.97	1
Wed Feb  3 00:36:27 2010	San Jose, California 95101  	mostly cloudy	57 14	57 14	0		48 9	72	29.82	8
Wed Feb  3 00:36:28 2010	Memphis, Tennessee 37501  	mostly cloudy	43 6	38 3	8	NW	34 1	70	30.15	10
Wed Feb  3 00:36:28 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	9	NW	50 10	68	29.81	10
Wed Feb  3 00:36:28 2010	Denver, Colorado 80214  	clear sky	48 9	44 7	8	N	13-Sep	20	29.87	10
Wed Feb  3 00:36:29 2010	New York, New York 10001  	mostly cloudy	34 1	29 -2	6	N	18 -8	51	30.2	10
Wed Feb  3 00:36:29 2010	El Paso, Texas 79901  	mostly cloudy	63 17	62 17	13-17	E	30 -1	29	29.9	10
Wed Feb  3 00:36:29 2010	Los Angeles, California 90001  	clear sky	64 18	64 18	5	W	50 10	60	29.79	5
Wed Feb  3 00:36:30 2010	Washington, Washington D. C. 20001  	mostly cloudy	37 3	32 0	7	E	27 -3	65	30.12	10
Wed Feb  3 00:36:30 2010	Las Vegas, Nevada 89101  	mostly cloudy	57 14	56 13	7	NE	30 -1	36	29.81	10
Wed Feb  3 00:36:30 2010	Baltimore, Maryland 21201  	normal	37 3	37 3			23 -5	56	30.13	
Wed Feb  3 00:36:31 2010	Nashville, Tennessee 37201  	mostly cloudy	45 7	42 6	6	W	30 -1	57	30.07	10
Wed Feb  3 00:36:31 2010	Oklahoma City, Oklahoma 73101  	clear sky	36 2	34 1	3	SW	32 0	87	30.18	6
Wed Feb  3 00:36:31 2010	Austin, Texas 73301  	mostly cloudy	54 12	50 10	14	NE	46 8	77	30.12	6
Wed Feb  3 00:36:31 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	0		46 8	77	29.83	10
Wed Feb  3 00:36:32 2010	Portland, Oregon 97201  	mostly cloudy	28 -2	21 -6	6	SW	11-Dec	50	30.23	10
Wed Feb  3 00:36:32 2010	Fort Worth, Texas 76101  	clear sky	50 10	47 8	8	NE	36 2	58	30.16	10
Wed Feb  3 00:36:32 2010	Phoenix, Arizona 85001  	mostly cloudy	72 22	76 24	0		36 2	27	29.75	10
Wed Feb  3 00:36:33 2010	Indianapolis, Indiana 46201  	mostly cloudy	37 3	30 -1	9	W	25 -4	60	29.98	10
Wed Feb  3 00:36:33 2010	Chicago, Illinois 60601  	light snow	30 -1	23 -5	7	W	27 -3	86	29.99	5
Wed Feb  3 00:36:33 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	49 9	9	NE	48 9	87	30.1	6
Wed Feb  3 00:36:34 2010	Columbus, Ohio 43085  	mostly cloudy	39 4	37 3	3	S	21 -6	48	29.96	10
Wed Feb  3 00:36:34 2010	Jacksonville, Florida 32099  	mostly cloudy	59 15	58 14	8	NW	54 12	82	29.95	10
Wed Feb  3 00:36:35 2010	Dallas, Texas 75201  	mostly cloudy	52 11	49 9	10	N	36 2	54	30.16	10
Wed Feb  3 00:36:35 2010	Seattle, Washington 98101  	clear sky	54 12	53 12	5	NE	39 4	58	29.82	10
Wed Feb  3 00:36:35 2010	Houston, Texas 77001  	mostly cloudy	57 14	55 13	9	NE	50 10	77	30.11	10
Wed Feb  3 00:36:36 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	36 2	31 -1	6	E	18 -8	47	30.17	10
Wed Feb  3 00:36:36 2010	Detroit, Michigan 48201  	light snow	27 -3	19 -7	7	SE	25 -4	93	30.01	2
Wed Feb  3 00:36:36 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	27 -3	5	W	27 -3	80	29.96	4
Wed Feb  3 01:23:37 2010	Charlotte, North Carolina 28201  	light rain	36 2	30 -1	8	N	34 1	93	29.99	3
Wed Feb  3 01:23:37 2010	San Jose, California 95101  	mostly cloudy	59 15	59 15	5	NW	46 8	63	29.82	9
Wed Feb  3 01:23:38 2010	Denver, Colorado 80214  	clear sky	46 8	42 6	8	N	12-Oct	23	29.87	10
Wed Feb  3 01:23:38 2010	Memphis, Tennessee 37501  	mostly cloudy	41 5	36 2	8	NW	32 0	70	30.17	10
Wed Feb  3 01:23:38 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	7	NW	50 10	68	29.8	10
Wed Feb  3 01:23:39 2010	New York, New York 10001  	mostly cloudy	34 1	32 0	3	N	19 -7	55	30.19	10
Wed Feb  3 01:23:39 2010	El Paso, Texas 79901  	mostly cloudy	63 17	62 17	17-Sep	SE	32 0	32	29.88	10
Wed Feb  3 01:23:39 2010	Los Angeles, California 90001  	clear sky	64 18	64 18	3	N	50 10	60	29.79	6
Wed Feb  3 01:23:40 2010	Washington, Washington D. C. 20001  	light snow	36 2	30 -1	8	NE	27 -3	69	30.12	5
Wed Feb  3 01:23:40 2010	Baltimore, Maryland 21201  	normal	36 2	36 2			21 -6	55	30.13	
Wed Feb  3 01:23:40 2010	Las Vegas, Nevada 89101  	mostly cloudy	59 15	59 15	0		30 -1	33	29.8	10
Wed Feb  3 01:23:41 2010	Oklahoma City, Oklahoma 73101  	clear sky	36 2	31 -1	6	SW	30 -1	80	30.2	6
Wed Feb  3 01:23:41 2010	Austin, Texas 73301  	mostly cloudy	54 12	51 11	9	NE	46 8	77	30.14	6
Wed Feb  3 01:23:41 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	3	NE	48 9	82	29.83	9
Wed Feb  3 01:23:42 2010	Nashville, Tennessee 37201  	mostly cloudy	45 7	42 6	5	W	30 -1	57	30.08	10
Wed Feb  3 01:23:42 2010	Fort Worth, Texas 76101  	clear sky	48 9	44 7	9	NE	34 1	57	30.15	10
Wed Feb  3 01:23:42 2010	Phoenix, Arizona 85001  	mostly cloudy	72 22	76 24	3	SE	37 3	29	29.74	10
Wed Feb  3 01:23:43 2010	Chicago, Illinois 60601  	light snow	30 -1	24 -4	6	W	27 -3	86	29.99	3
Wed Feb  3 01:23:43 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	48 9	13	NE	48 9	87	30.12	3
Wed Feb  3 01:23:43 2010	Portland, Oregon 97201  	mostly cloudy	28 -2	28 -2	0		11-Dec	50	30.22	10
Wed Feb  3 01:23:44 2010	Indianapolis, Indiana 46201  	mostly cloudy	36 2	29 -2	9	W	27 -3	69	30.01	10
Wed Feb  3 01:23:44 2010	Jacksonville, Florida 32099  	mostly cloudy	57 14	54 12	14	NW	52 11	82	29.98	10
Wed Feb  3 01:23:45 2010	Dallas, Texas 75201  	mostly cloudy	50 10	46 8	10	NE	36 2	58	30.16	10
Wed Feb  3 01:23:45 2010	Houston, Texas 77001  	mostly cloudy	57 14	55 13	9	NE	48 9	72	30.13	10
Wed Feb  3 01:23:45 2010	Columbus, Ohio 43085  	mostly cloudy	37 3	37 3	0		23 -5	56	29.97	10
Wed Feb  3 01:23:46 2010	Detroit, Michigan 48201  	light snow	27 -3	19 -7	7	SE	25 -4	93	30.01	2.5
Wed Feb  3 01:23:46 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	29 -2	3	W	27 -3	80	29.97	4
Wed Feb  3 01:23:46 2010	Seattle, Washington 98101  	mostly cloudy	55 13	54 12	5	NE	36 2	47	29.8	10
Wed Feb  3 01:23:47 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	34 1	27 -3	8	E	19 -7	55	30.16	10
Wed Feb  3 02:08:58 2010	Charlotte, North Carolina 28201  	light rain	36 2	30 -1	17-Aug	E	36 2	100	29.97	3
Wed Feb  3 02:08:58 2010	San Diego, California 92101  	mostly cloudy	61 16	60 16	9	NW	50 10	68	29.8	10
Wed Feb  3 02:08:58 2010	San Jose, California 95101  	light rain	57 14	56 13	6	NW	50 10	77	29.83	9
Wed Feb  3 02:08:59 2010	Denver, Colorado 80214  	clear sky	39 4	34 1	7	N	16 -9	38	29.88	10
Wed Feb  3 02:08:59 2010	Memphis, Tennessee 37501  	mostly cloudy	41 5	38 3	5	NW	32 0	70	30.19	10
Wed Feb  3 02:09:00 2010	New York, New York 10001  	mostly cloudy	32 0	25 -4	7	N	19 -7	59	30.18	10
Wed Feb  3 02:09:00 2010	El Paso, Texas 79901  	mostly cloudy	61 16	59 15	13	E	34 1	36	29.88	10
Wed Feb  3 02:09:00 2010	Los Angeles, California 90001  	clear sky	64 18	64 18	3	N	48 9	56	29.78	10
Wed Feb  3 02:09:01 2010	Washington, Washington D. C. 20001  	light snow	34 1	29 -2	6	NE	28 -2	80	30.12	1.7
Wed Feb  3 02:09:01 2010	Las Vegas, Nevada 89101  	mostly cloudy	57 14	56 13	5	NE	30 -1	36	29.79	10
Wed Feb  3 02:09:01 2010	Baltimore, Maryland 21201  	normal	34 1	34 1			25 -4	69	30.12	
Wed Feb  3 02:09:02 2010	Austin, Texas 73301  	mostly cloudy	52 11	49 9	8	N	46 8	82	30.15	6
Wed Feb  3 02:09:02 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	3	NE	48 9	82	29.83	9
Wed Feb  3 02:09:03 2010	Nashville, Tennessee 37201  	mostly cloudy	43 6	40 4	5	NW	30 -1	61	30.1	10
Wed Feb  3 02:09:03 2010	Oklahoma City, Oklahoma 73101  	clear sky	32 0	27 -3	5	S	30 -1	93	30.19	5
Wed Feb  3 02:09:03 2010	Fort Worth, Texas 76101  	clear sky	46 8	42 6	8	N	36 2	66	30.15	10
Wed Feb  3 02:09:04 2010	Portland, Oregon 97201  	clear sky	28 -2	25 -4	3	SW	16 -9	59	30.21	10
Wed Feb  3 02:09:04 2010	Chicago, Illinois 60601  	light snow	30 -1	23 -5	7	W	27 -3	86	30.01	4
Wed Feb  3 02:09:04 2010	Phoenix, Arizona 85001  	mostly cloudy	72 22	76 24	3	E	37 3	29	29.73	10
Wed Feb  3 02:09:05 2010	Indianapolis, Indiana 46201  	mostly cloudy	34 1	26 -3	10	W	27 -3	75	30.02	10
Wed Feb  3 02:09:05 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	49 9	10	NE	48 9	87	30.12	3
Wed Feb  3 02:09:06 2010	Jacksonville, Florida 32099  	mostly cloudy	57 14	55 13	9	NW	52 11	82	30	10
Wed Feb  3 02:09:06 2010	Columbus, Ohio 43085  	mostly cloudy	37 3	37 3	0		19 -7	48	29.98	10
Wed Feb  3 02:09:07 2010	Dallas, Texas 75201  	mostly cloudy	48 9	45 7	6	N	36 2	62	30.16	10
Wed Feb  3 02:09:07 2010	Seattle, Washington 98101  	mostly cloudy	54 12	54 12	3	NW	39 4	58	29.8	10
Wed Feb  3 02:09:07 2010	Houston, Texas 77001  	mostly cloudy	57 14	56 13	7	NE	48 9	72	30.15	10
Wed Feb  3 02:09:08 2010	Detroit, Michigan 48201  	mostly cloudy	27 -3	20 -7	6	SE	25 -4	93	30.02	4
Wed Feb  3 02:09:08 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	27 -3	5	W	27 -3	80	29.98	4
Wed Feb  3 02:09:09 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	34 1	29 -2	6	E	21 -6	59	30.17	10
Wed Feb  3 03:00:14 2010	San Jose, California 95101  	light rain	55 13	55 13	0		48 9	77	29.84	9
Wed Feb  3 03:00:15 2010	Charlotte, North Carolina 28201  	mostly cloudy	36 2	31 -1	6	E	36 2	100	29.96	4
Wed Feb  3 03:00:15 2010	San Diego, California 92101  	mostly cloudy	59 15	58 14	6	NW	50 10	72	29.81	10
Wed Feb  3 03:00:16 2010	Denver, Colorado 80214  	clear sky	37 3	35 2	3	N	16 -9	41	29.89	10
Wed Feb  3 03:00:16 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	37 3	3	NW	30 -1	70	30.21	10
Wed Feb  3 03:00:16 2010	Los Angeles, California 90001  	clear sky	63 17	63 17	5	W	48 9	59	29.78	9
Wed Feb  3 03:00:17 2010	New York, New York 10001  	mostly cloudy	32 0	25 -4	8	SE	21 -6	64	30.18	9
Wed Feb  3 03:00:17 2010	El Paso, Texas 79901  	mostly cloudy	57 14	55 13	10	E	34 1	41	29.88	10
Wed Feb  3 03:00:17 2010	Baltimore, Maryland 21201  	normal	32 0	32 0			28 -2	86	30.11	
Wed Feb  3 03:00:18 2010	Washington, Washington D. C. 20001  	light snow	34 1	29 -2	6	NE	28 -2	80	30.11	1.2
Wed Feb  3 03:00:18 2010	Las Vegas, Nevada 89101  	mostly cloudy	57 14	56 13	5	E	32 0	38	29.79	10
Wed Feb  3 03:00:18 2010	Austin, Texas 73301  	mostly cloudy	48 9	45 7	7	N	45 7	87	30.15	8
Wed Feb  3 03:00:19 2010	Oklahoma City, Oklahoma 73101  	clear sky	30 -1	25 -4	5	S	28 -2	93	30.2	4
Wed Feb  3 03:00:19 2010	Nashville, Tennessee 37201  	mostly cloudy	43 6	38 3	8	NW	30 -1	61	30.12	10
Wed Feb  3 03:00:19 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	3	E	48 9	82	29.84	10
Wed Feb  3 03:00:20 2010	Portland, Oregon 97201  	mostly cloudy	25 -4	19 -7	5	NE	16 -9	68	30.2	10
Wed Feb  3 03:00:20 2010	Fort Worth, Texas 76101  	clear sky	45 7	42 6	6	E	34 1	66	30.19	10
Wed Feb  3 03:00:20 2010	Phoenix, Arizona 85001  	mostly cloudy	70 21	76 24	0		39 4	33	29.73	10
Wed Feb  3 03:00:21 2010	Chicago, Illinois 60601  	light snow	32 0	23 -5	12	W	27 -3	80	30.03	4
Wed Feb  3 03:00:21 2010	Indianapolis, Indiana 46201  	mostly cloudy	34 1	25 -4	12	W	28 -2	80	30.04	10
Wed Feb  3 03:00:21 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	49 9	8	NE	48 9	87	30.12	3
Wed Feb  3 03:00:22 2010	Columbus, Ohio 43085  	mostly cloudy	36 2	34 1	3	NW	25 -4	64	29.98	10
Wed Feb  3 03:00:22 2010	Jacksonville, Florida 32099  	mostly cloudy	57 14	54 12	12	N	52 11	82	30.01	10
Wed Feb  3 03:00:23 2010	Seattle, Washington 98101  	mostly cloudy	52 11	50 10	6	NW	39 4	62	29.79	10
Wed Feb  3 03:00:23 2010	Houston, Texas 77001  	mostly cloudy	55 13	54 12	6	NE	48 9	77	30.15	10
Wed Feb  3 03:00:23 2010	Dallas, Texas 75201  	mostly cloudy	48 9	48 9	0		36 2	62	30.21	10
Wed Feb  3 03:00:24 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	34 1	29 -2	6	E	21 -6	59	30.16	10
Wed Feb  3 03:00:24 2010	Detroit, Michigan 48201  	mostly cloudy	27 -3	24 -4	3	SE	25 -4	93	30.02	4
Wed Feb  3 03:00:24 2010	Milwaukee, Wisconsin 53201  	light snow	32 0	29 -2	3	W	27 -3	80	30	3
Wed Feb  3 03:43:40 2010	Charlotte, North Carolina 28201  	light rain	37 3	33 1	5	N	36 2	93	29.98	4
Wed Feb  3 03:43:40 2010	San Jose, California 95101  	mostly cloudy	55 13	55 13	0		48 9	77	29.83	10
Wed Feb  3 03:43:41 2010	Memphis, Tennessee 37501  	clear sky	37 3	35 2	3	NW	30 -1	75	30.23	10
Wed Feb  3 03:43:41 2010	San Diego, California 92101  	mostly cloudy	59 15	58 14	6	NW	52 11	77	29.81	10
Wed Feb  3 03:43:41 2010	Denver, Colorado 80214  	clear sky	34 1	34 1	0		16 -9	47	29.89	10
Wed Feb  3 03:43:42 2010	New York, New York 10001  	light snow	30 -1	24 -4	6	E	25 -4	80	30.16	2.5
Wed Feb  3 03:43:42 2010	El Paso, Texas 79901  	mostly cloudy	54 12	51 11	9	E	34 1	47	29.88	10
Wed Feb  3 03:43:42 2010	Los Angeles, California 90001  	mostly cloudy	61 16	61 16	3	W	50 10	68	29.78	10
Wed Feb  3 03:43:43 2010	Washington, Washington D. C. 20001  	light snow	34 1	28 -2	7	NE	30 -1	86	30.1	1.5
Wed Feb  3 03:43:43 2010	Las Vegas, Nevada 89101  	mostly cloudy	55 13	54 12	5	NE	32 0	41	29.79	10
Wed Feb  3 03:43:43 2010	Baltimore, Maryland 21201  	normal	32 0	32 0			28 -2	86	30.1	
Wed Feb  3 03:43:44 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	32 0	27 -3	5	S	30 -1	93	30.21	2.5
Wed Feb  3 03:43:44 2010	Austin, Texas 73301  	mostly cloudy	52 11	50 10	6	NE	46 8	82	30.15	8
Wed Feb  3 03:43:44 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	0		48 9	82	29.84	10
Wed Feb  3 03:43:45 2010	Portland, Oregon 97201  	mostly cloudy	27 -3	24 -4	3	NE	16 -9	63	30.19	10
Wed Feb  3 03:43:45 2010	Nashville, Tennessee 37201  	mostly cloudy	41 5	38 3	5	NW	30 -1	65	30.14	10
Wed Feb  3 03:43:45 2010	Fort Worth, Texas 76101  	clear sky	43 6	39 4	6	NE	34 1	70	30.18	10
Wed Feb  3 03:43:45 2010	Phoenix, Arizona 85001  	mostly cloudy	66 19	66 19	0		43 6	43	29.72	10
Wed Feb  3 03:43:46 2010	Chicago, Illinois 60601  	light snow	30 -1	20 -7	13	W	25 -4	80	30.05	5
Wed Feb  3 03:43:46 2010	Indianapolis, Indiana 46201  	light snow	34 1	26 -3	10	W	28 -2	80	30.05	8
Wed Feb  3 03:43:46 2010	San Antonio, Texas 78201  	mostly cloudy	52 11	48 9	12	NE	46 8	82	30.11	6
Wed Feb  3 03:43:47 2010	Columbus, Ohio 43085  	mostly cloudy	36 2	31 -1	6	N	25 -4	64	29.99	10
Wed Feb  3 03:43:47 2010	Jacksonville, Florida 32099  	mostly cloudy	55 13	51 11	14	NW	48 9	77	30.03	10
Wed Feb  3 03:43:48 2010	Dallas, Texas 75201  	mostly cloudy	45 7	42 6	5	NE	36 2	70	30.2	10
Wed Feb  3 03:43:48 2010	Seattle, Washington 98101  	clear sky	52 11	51 11	5	W	39 4	62	29.78	10
Wed Feb  3 03:43:48 2010	Houston, Texas 77001  	mostly cloudy	55 13	54 12	6	E	48 9	77	30.16	10
Wed Feb  3 03:43:49 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	34 1	29 -2	5	NE	21 -6	59	30.14	10
Wed Feb  3 03:43:49 2010	Detroit, Michigan 48201  	mostly cloudy	27 -3	20 -7	6	SE	25 -4	93	30.02	4
Wed Feb  3 03:43:49 2010	Milwaukee, Wisconsin 53201  	light snow	30 -1	24 -4	6	W	27 -3	86	30.01	3
Wed Feb  3 04:32:03 2010	Charlotte, North Carolina 28201  	light rain	37 3	33 1	5	N	36 2	93	29.98	4
Wed Feb  3 04:32:03 2010	San Jose, California 95101  	mostly cloudy	55 13	55 13	0		48 9	77	29.83	10
Wed Feb  3 04:32:04 2010	Memphis, Tennessee 37501  	clear sky	37 3	35 2	3	NW	30 -1	75	30.23	10
Wed Feb  3 04:32:04 2010	San Diego, California 92101  	mostly cloudy	59 15	58 14	6	NW	52 11	77	29.81	10
Wed Feb  3 04:32:04 2010	Denver, Colorado 80214  	clear sky	34 1	34 1	0		16 -9	47	29.89	10
Wed Feb  3 04:32:05 2010	New York, New York 10001  	light snow	30 -1	24 -4	6	E	25 -4	80	30.16	2.5
Wed Feb  3 04:32:05 2010	El Paso, Texas 79901  	mostly cloudy	54 12	51 11	9	E	34 1	47	29.88	10
Wed Feb  3 04:32:05 2010	Los Angeles, California 90001  	mostly cloudy	61 16	61 16	3	W	50 10	68	29.78	10
