14	search.yahoo.com				
Wed Feb  3 06:42:36 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 06:42:36 2010	San Jose, CA	52	Partly Cloudy	58	45
Wed Feb  3 06:42:37 2010	Denver, CO	32	Mostly Cloudy	47	30
Wed Feb  3 06:42:37 2010	San Diego, CA	56	Cloudy	63	47
Wed Feb  3 06:42:38 2010	Memphis, TN	32	Fair	47	28
Wed Feb  3 06:42:39 2010	El Paso, TX	50	Cloudy	62	43
Wed Feb  3 06:42:39 2010	Los Angeles, CA	56	Fair	62	47
Wed Feb  3 06:42:40 2010	New York, NY	28	Light Snow	34	29
Wed Feb  3 06:42:41 2010	Baltimore, MD	32	Snow	37	30
Wed Feb  3 06:42:41 2010	Las Vegas, NV	51	Partly Cloudy	60	40
Wed Feb  3 06:42:42 2010	Washington, DC	32	Light Snow	38	31
Wed Feb  3 06:42:42 2010	Austin, TX	50	Cloudy	52	46
Wed Feb  3 06:42:43 2010	San Francisco, CA	54	Mostly Cloudy	56	50
Wed Feb  3 06:42:44 2010	Oklahoma City, OK	30	Fog	43	28
Wed Feb  3 06:42:44 2010	Nashville, TN	38	Cloudy	44	27
Wed Feb  3 06:42:45 2010	Fort Worth, TX	40	Fair	50	37
Wed Feb  3 06:42:45 2010	Phoenix, AZ	60	Mostly Cloudy	69	53
Wed Feb  3 06:42:46 2010	Portland, OR	45	Light Rain	53	44
Wed Feb  3 06:42:47 2010	Chicago, IL	25	Haze	34	28
Wed Feb  3 06:42:47 2010	San Antonio, TX	52	Light Rain	54	50
Wed Feb  3 06:42:48 2010	Boston, MA	27	Cloudy	31	20
Wed Feb  3 06:42:48 2010	Indianapolis, IN	32	Cloudy	37	25
Wed Feb  3 06:42:49 2010	Jacksonville, FL	52	Cloudy	62	46
Wed Feb  3 06:42:50 2010	Columbus, OH	35	Cloudy	39	27
Wed Feb  3 06:42:50 2010	Dallas, TX	41	Mostly Cloudy	52	39
Wed Feb  3 06:42:51 2010	Houston, TX	54	Fair	58	48
Wed Feb  3 06:42:52 2010	Milwaukee, WI	30	Mostly Cloudy	31	23
Wed Feb  3 06:42:52 2010	Seattle, WA	46	Fair	54	42
Wed Feb  3 06:42:53 2010	Detroit, MI	27	Light Snow	30	25
Wed Feb  3 06:42:53 2010	Philadelphia, PA	30	Light Snow	37	30
Wed Feb  3 07:27:50 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 07:27:50 2010	San Jose, CA	48	Partly Cloudy	58	45
Wed Feb  3 07:27:51 2010	Denver, CO	32	Mostly Cloudy	47	30
Wed Feb  3 07:27:51 2010	San Diego, CA	56	Mostly Cloudy	63	47
Wed Feb  3 07:27:52 2010	Memphis, TN	31	Fair	47	28
Wed Feb  3 07:27:52 2010	Los Angeles, CA	57	Mostly Cloudy	62	47
Wed Feb  3 07:27:53 2010	New York, NY	28	Light Snow	34	29
Wed Feb  3 07:27:53 2010	El Paso, TX	47	Light Rain	62	43
Wed Feb  3 07:27:54 2010	Baltimore, MD	32	Light Snow	37	30
Wed Feb  3 07:27:54 2010	Las Vegas, NV	48	Partly Cloudy	60	40
Wed Feb  3 07:27:55 2010	Washington, DC	32	Light Snow	38	31
Wed Feb  3 07:27:55 2010	Austin, TX	50	Cloudy	52	46
Wed Feb  3 07:27:56 2010	Oklahoma City, OK	30	Fog	43	28
Wed Feb  3 07:27:56 2010	San Francisco, CA	53	Partly Cloudy	56	50
Wed Feb  3 07:27:57 2010	Nashville, TN	37	Cloudy	44	27
Wed Feb  3 07:27:57 2010	Fort Worth, TX	40	Fair	50	37
Wed Feb  3 07:27:58 2010	Portland, OR	44	Light Rain	53	44
Wed Feb  3 07:27:58 2010	Phoenix, AZ	60	Cloudy	69	53
Wed Feb  3 07:27:59 2010	Chicago, IL	25	Haze	34	28
Wed Feb  3 07:27:59 2010	San Antonio, TX	51	Light Rain	54	50
Wed Feb  3 07:28:00 2010	Boston, MA	27	Cloudy	31	20
Wed Feb  3 07:28:00 2010	Indianapolis, IN	32	Cloudy	37	25
Wed Feb  3 07:28:01 2010	Columbus, OH	34	Cloudy	39	27
Wed Feb  3 07:28:01 2010	Jacksonville, FL	51	Cloudy	62	46
Wed Feb  3 07:28:02 2010	Dallas, TX	41	Cloudy	52	39
Wed Feb  3 07:28:02 2010	Seattle, WA	47	Partly Cloudy	54	42
Wed Feb  3 07:28:02 2010	Houston, TX	54	Fair	58	48
Wed Feb  3 07:28:03 2010	Detroit, MI	27	Light Snow	30	25
Wed Feb  3 07:28:03 2010	Milwaukee, WI	30	Cloudy	31	23
Wed Feb  3 07:28:04 2010	Philadelphia, PA	30	Light Snow	37	30
Wed Feb  3 08:10:48 2010	San Jose, CA	48	Partly Cloudy	58	45
Wed Feb  3 08:10:49 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 08:10:49 2010	San Diego, CA	56	Mostly Cloudy	63	47
Wed Feb  3 08:10:50 2010	Denver, CO	32	Mostly Cloudy	47	30
Wed Feb  3 08:10:51 2010	Memphis, TN	31	Fair	47	28
Wed Feb  3 08:10:51 2010	Los Angeles, CA	55	Mostly Cloudy	62	47
Wed Feb  3 08:10:52 2010	El Paso, TX	47	Light Rain	62	43
Wed Feb  3 08:10:53 2010	New York, NY	28	Light Snow	34	29
Wed Feb  3 08:10:53 2010	Baltimore, MD	32	Light Snow	37	30
Wed Feb  3 08:10:54 2010	Washington, DC	32	Light Snow	38	32
Wed Feb  3 08:10:54 2010	Las Vegas, NV	48	Partly Cloudy	60	40
Wed Feb  3 08:10:55 2010	Austin, TX	50	Cloudy	52	46
Wed Feb  3 08:10:56 2010	Oklahoma City, OK	30	Fog	43	27
Wed Feb  3 08:10:56 2010	San Francisco, CA	53	Partly Cloudy	56	50
Wed Feb  3 08:10:57 2010	Nashville, TN	37	Cloudy	44	27
Wed Feb  3 08:10:57 2010	Fort Worth, TX	40	Fair	50	37
Wed Feb  3 08:10:58 2010	Phoenix, AZ	60	Cloudy	69	53
Wed Feb  3 08:10:59 2010	Chicago, IL	25	Haze	34	26
Wed Feb  3 08:10:59 2010	Portland, OR	44	Light Rain	53	44
Wed Feb  3 08:11:00 2010	San Antonio, TX	52	Light Rain	54	50
Wed Feb  3 08:11:01 2010	Boston, MA	27	Cloudy	31	20
Wed Feb  3 08:11:01 2010	Indianapolis, IN	32	Cloudy	37	25
Wed Feb  3 08:11:02 2010	Columbus, OH	34	Cloudy	39	27
Wed Feb  3 08:11:02 2010	Jacksonville, FL	51	Cloudy	62	46
Wed Feb  3 08:11:03 2010	Dallas, TX	41	Cloudy	52	39
Wed Feb  3 08:11:04 2010	Seattle, WA	47	Partly Cloudy	54	42
Wed Feb  3 08:11:04 2010	Houston, TX	54	Fair	58	48
Wed Feb  3 08:11:05 2010	Detroit, MI	28	Partly Cloudy	30	25
Wed Feb  3 08:11:05 2010	Milwaukee, WI	30	Cloudy	31	23
Wed Feb  3 08:11:06 2010	Philadelphia, PA	30	Light Snow	37	30
Wed Feb  3 08:54:17 2010	San Jose, CA	48	Partly Cloudy	58	45
Wed Feb  3 08:54:18 2010	Charlotte, NC	37	Fog	39	28
Wed Feb  3 08:54:19 2010	Denver, CO	32	Mostly Cloudy	47	30
Wed Feb  3 08:54:19 2010	San Diego, CA	55	Mostly Cloudy	63	47
Wed Feb  3 08:54:20 2010	Memphis, TN	33	Fair	47	28
Wed Feb  3 08:54:20 2010	Los Angeles, CA	55	Mostly Cloudy	62	47
Wed Feb  3 08:54:21 2010	New York, NY	28	Light Snow	34	29
Wed Feb  3 08:54:21 2010	El Paso, TX	47	Cloudy	62	43
Wed Feb  3 08:54:22 2010	Baltimore, MD	32	Light Snow	37	30
Wed Feb  3 08:54:22 2010	Las Vegas, NV	47	Mostly Cloudy	60	40
Wed Feb  3 08:54:23 2010	Washington, DC	34	Light Snow	38	32
Wed Feb  3 08:54:23 2010	Austin, TX	48	Cloudy	52	46
Wed Feb  3 08:54:24 2010	Oklahoma City, OK	30	Fog	43	27
Wed Feb  3 08:54:24 2010	San Francisco, CA	51	Mostly Cloudy	56	50
Wed Feb  3 08:54:25 2010	Nashville, TN	37	Cloudy	44	27
Wed Feb  3 08:54:25 2010	Fort Worth, TX	38	Fair	50	36
Wed Feb  3 08:54:26 2010	Portland, OR	43	Mostly Cloudy	53	44
Wed Feb  3 08:54:26 2010	Phoenix, AZ	59	Cloudy	69	53
Wed Feb  3 08:54:27 2010	Chicago, IL	25	Haze	34	26
Wed Feb  3 08:54:27 2010	San Antonio, TX	52	Light Rain	54	50
Wed Feb  3 08:54:28 2010	Boston, MA	27	Cloudy	31	20
Wed Feb  3 08:54:28 2010	Indianapolis, IN	32	Rain and Snow	37	25
Wed Feb  3 08:54:29 2010	Columbus, OH	33	Cloudy	39	27
Wed Feb  3 08:54:29 2010	Jacksonville, FL	51	Cloudy	62	46
Wed Feb  3 08:54:30 2010	Dallas, TX	38	Cloudy	52	39
Wed Feb  3 08:54:30 2010	Houston, TX	54	Mostly Cloudy	58	48
Wed Feb  3 08:54:31 2010	Milwaukee, WI	30	Cloudy	31	23
Wed Feb  3 08:54:31 2010	Seattle, WA	45	Fair	54	42
Wed Feb  3 08:54:32 2010	Detroit, MI	28	Partly Cloudy	30	25
Wed Feb  3 08:54:32 2010	Philadelphia, PA	30	Light Snow	37	30
Wed Feb  3 09:40:44 2010	San Jose, CA	48	Partly Cloudy	58	45
Wed Feb  3 09:40:45 2010	Charlotte, NC	38	Fog	39	28
Wed Feb  3 09:40:45 2010	San Diego, CA	53	Partly Cloudy	63	47
Wed Feb  3 09:40:46 2010	Denver, CO	27	Partly Cloudy	47	30
Wed Feb  3 09:40:46 2010	Memphis, TN	30	Fair	47	28
Wed Feb  3 09:40:47 2010	Los Angeles, CA	56	Cloudy	62	47
Wed Feb  3 09:40:48 2010	New York, NY	28	Cloudy	34	29
Wed Feb  3 09:40:48 2010	El Paso, TX	46	Cloudy	62	43
Wed Feb  3 09:40:49 2010	Baltimore, MD	32	Light Snow	37	30
Wed Feb  3 09:40:50 2010	Washington, DC	34	Light Snow	38	32
Wed Feb  3 09:40:50 2010	Las Vegas, NV	47	Partly Cloudy	60	40
Wed Feb  3 09:40:51 2010	Austin, TX	49	Cloudy	52	46
Wed Feb  3 09:40:51 2010	San Francisco, CA	51	Partly Cloudy	56	50
Wed Feb  3 09:40:52 2010	Oklahoma City, OK	30	Fog	43	27
Wed Feb  3 09:40:53 2010	Nashville, TN	36	Cloudy	44	27
Wed Feb  3 09:40:53 2010	Fort Worth, TX	38	Fair	50	36
Wed Feb  3 09:40:54 2010	Phoenix, AZ	57	Cloudy	69	53
Wed Feb  3 09:40:55 2010	Chicago, IL	24	Haze	34	26
Wed Feb  3 09:40:55 2010	Portland, OR	43	Cloudy	53	44
Wed Feb  3 09:40:56 2010	San Antonio, TX	51	Light Rain	54	50
Wed Feb  3 09:40:57 2010	Boston, MA	27	Light Snow	31	20
Wed Feb  3 09:40:57 2010	Indianapolis, IN	32	Rain and Snow	37	25
Wed Feb  3 09:40:58 2010	Columbus, OH	33	Cloudy	39	27
Wed Feb  3 09:40:58 2010	Jacksonville, FL	51	Cloudy	62	46
Wed Feb  3 09:40:59 2010	Dallas, TX	38	Cloudy	52	39
Wed Feb  3 09:41:00 2010	Seattle, WA	44	Mostly Cloudy	54	42
Wed Feb  3 09:41:00 2010	Houston, TX	54	Mostly Cloudy	58	48
Wed Feb  3 09:41:01 2010	Milwaukee, WI	29	Haze	31	23
Wed Feb  3 09:41:02 2010	Detroit, MI	28	Mostly Cloudy	30	25
Wed Feb  3 09:41:02 2010	Philadelphia, PA	31	Light Snow	37	30
Wed Feb  3 10:24:31 2010	San Jose, CA	47	Fair	58	45
Wed Feb  3 10:24:32 2010	Charlotte, NC	36	Fog	51	28
Wed Feb  3 10:24:32 2010	San Diego, CA	53	Partly Cloudy	63	47
Wed Feb  3 10:24:33 2010	Denver, CO	27	Partly Cloudy	47	29
Wed Feb  3 10:24:34 2010	Memphis, TN	29	Fair	47	28
Wed Feb  3 10:24:34 2010	El Paso, TX	45	Light Rain	62	43
Wed Feb  3 10:24:34 2010	Los Angeles, CA	56	Partly Cloudy	62	46
Wed Feb  3 10:24:35 2010	New York, NY	28	Light Snow	34	29
Wed Feb  3 10:24:36 2010	Baltimore, MD	32	Light Snow	40	28
Wed Feb  3 10:24:36 2010	Las Vegas, NV	47	Partly Cloudy	60	39
Wed Feb  3 10:24:37 2010	Washington, DC	32	Light Snow	42	30
Wed Feb  3 10:24:37 2010	Austin, TX	49	Cloudy	47	43
Wed Feb  3 10:24:37 2010	San Francisco, CA	50	Mostly Cloudy	56	49
Wed Feb  3 10:24:38 2010	Oklahoma City, OK	29	Fog	47	33
Wed Feb  3 10:24:39 2010	Nashville, TN	36	Cloudy	43	28
Wed Feb  3 10:24:39 2010	Fort Worth, TX	37	Fair	47	40
Wed Feb  3 10:24:40 2010	Portland, OR	43	Cloudy	53	44
Wed Feb  3 10:24:40 2010	Phoenix, AZ	56	Cloudy	69	54
Wed Feb  3 10:24:41 2010	Chicago, IL	24	Cloudy	30	25
Wed Feb  3 10:24:41 2010	Indianapolis, IN	29	Light Snow	37	25
Wed Feb  3 10:24:41 2010	San Antonio, TX	51	Light Rain	54	48
Wed Feb  3 10:24:42 2010	Boston, MA	25	Light Snow	34	21
Wed Feb  3 10:24:43 2010	Columbus, OH	33	Cloudy	34	22
Wed Feb  3 10:24:43 2010	Jacksonville, FL	50	Cloudy	60	48
Wed Feb  3 10:24:44 2010	Dallas, TX	38	Mostly Cloudy	49	42
Wed Feb  3 10:24:44 2010	Houston, TX	52	Partly Cloudy	54	49
Wed Feb  3 10:24:45 2010	Milwaukee, WI	29	Cloudy	27	20
Wed Feb  3 10:24:45 2010	Seattle, WA	44	Mostly Cloudy	54	42
Wed Feb  3 10:24:46 2010	Detroit, MI	28	Cloudy	32	20
Wed Feb  3 10:24:46 2010	Philadelphia, PA	30	Light Snow	41	27
Wed Feb  3 11:08:14 2010	San Jose, CA	47	Fair	58	45
Wed Feb  3 11:08:15 2010	Charlotte, NC	36	Fog	51	28
Wed Feb  3 11:08:15 2010	San Diego, CA	53	Partly Cloudy	63	47
Wed Feb  3 11:08:16 2010	Memphis, TN	29	Fair	46	34
Wed Feb  3 11:08:16 2010	Denver, CO	27	Partly Cloudy	48	27
Wed Feb  3 11:08:17 2010	El Paso, TX	45	Light Rain	52	39
Wed Feb  3 11:08:17 2010	Los Angeles, CA	54	Fair	62	46
Wed Feb  3 11:08:18 2010	New York, NY	28	Light Snow	39	26
Wed Feb  3 11:08:19 2010	Baltimore, MD	32	Cloudy	40	28
Wed Feb  3 11:08:19 2010	Las Vegas, NV	47	Partly Cloudy	60	39
Wed Feb  3 11:08:20 2010	Washington, DC	34	Light Snow	42	30
Wed Feb  3 11:08:21 2010	Austin, TX	48	Light Rain	47	43
Wed Feb  3 11:08:21 2010	San Francisco, CA	50	Mostly Cloudy	56	49
Wed Feb  3 11:08:22 2010	Nashville, TN	36	Cloudy	42	28
Wed Feb  3 11:08:22 2010	Oklahoma City, OK	28	Fog	47	33
Wed Feb  3 11:08:23 2010	Fort Worth, TX	37	Fair	47	40
Wed Feb  3 11:08:24 2010	Portland, OR	43	Cloudy	53	44
Wed Feb  3 11:08:24 2010	Phoenix, AZ	58	Cloudy	65	51
Wed Feb  3 11:08:25 2010	Chicago, IL	24	Haze	30	25
Wed Feb  3 11:08:26 2010	Indianapolis, IN	29	Light Snow	31	23
Wed Feb  3 11:08:26 2010	San Antonio, TX	51	Light Rain	54	48
Wed Feb  3 11:08:27 2010	Boston, MA	25	Light Snow	34	21
Wed Feb  3 11:08:27 2010	Jacksonville, FL	50	Partly Cloudy	60	48
Wed Feb  3 11:08:28 2010	Columbus, OH	33	Cloudy	34	22
Wed Feb  3 11:08:29 2010	Dallas, TX	38	Mostly Cloudy	49	42
Wed Feb  3 11:08:29 2010	Houston, TX	50	Fair	54	49
Wed Feb  3 11:08:30 2010	Milwaukee, WI	29	Cloudy	27	20
Wed Feb  3 11:08:30 2010	Seattle, WA	44	Mostly Cloudy	54	42
Wed Feb  3 11:08:31 2010	Detroit, MI	28	Partly Cloudy	32	20
Wed Feb  3 11:08:32 2010	Philadelphia, PA	30	Light Snow	41	27
Wed Feb  3 11:56:10 2010	San Jose, CA	44	Mostly Cloudy	60	45
Wed Feb  3 11:56:11 2010	Charlotte, NC	36	Fog	51	28
Wed Feb  3 11:56:11 2010	San Diego, CA	54	Partly Cloudy	63	45
Wed Feb  3 11:56:12 2010	Memphis, TN	29	Fair	46	34
Wed Feb  3 11:56:12 2010	Denver, CO	26	Partly Cloudy	48	27
Wed Feb  3 11:56:13 2010	Los Angeles, CA	54	Fair	62	46
Wed Feb  3 11:56:14 2010	New York, NY	28	Light Snow	39	26
Wed Feb  3 11:56:14 2010	El Paso, TX	45	Light Rain	52	39
Wed Feb  3 11:56:15 2010	Baltimore, MD	32	Cloudy	40	28
Wed Feb  3 11:56:15 2010	Las Vegas, NV	47	Partly Cloudy	63	38
Wed Feb  3 11:56:16 2010	Washington, DC	32	Light Snow	42	30
Wed Feb  3 11:56:16 2010	Austin, TX	48	Light Rain	47	43
Wed Feb  3 11:56:17 2010	Oklahoma City, OK	29	Fog	42	33
Wed Feb  3 11:56:17 2010	San Francisco, CA	49	Partly Cloudy	58	49
Wed Feb  3 11:56:18 2010	Nashville, TN	35	Cloudy	43	28
Wed Feb  3 11:56:18 2010	Fort Worth, TX	36	Fair	47	40
Wed Feb  3 11:56:19 2010	Portland, OR	43	Mostly Cloudy	50	43
Wed Feb  3 11:56:19 2010	Phoenix, AZ	58	Cloudy	65	51
Wed Feb  3 11:56:20 2010	Chicago, IL	24	Haze	30	25
Wed Feb  3 11:56:20 2010	San Antonio, TX	52	Rain	54	48
Wed Feb  3 11:56:21 2010	Indianapolis, IN	29	Cloudy	31	23
Wed Feb  3 11:56:21 2010	Boston, MA	26	Light Snow	34	21
Wed Feb  3 11:56:22 2010	Columbus, OH	32	Light Snow	34	22
Wed Feb  3 11:56:22 2010	Jacksonville, FL	49	Mostly Cloudy	61	48
Wed Feb  3 11:56:23 2010	Dallas, TX	38	Mostly Cloudy	49	42
Wed Feb  3 11:56:23 2010	Houston, TX	50	Fair	54	49
Wed Feb  3 11:56:24 2010	Milwaukee, WI	28	Cloudy	27	20
Wed Feb  3 11:56:24 2010	Seattle, WA	42	Cloudy	51	43
Wed Feb  3 11:56:25 2010	Detroit, MI	28	Cloudy	32	20
Wed Feb  3 11:56:25 2010	Philadelphia, PA	32	Light Snow	41	27
Wed Feb  3 12:39:21 2010	San Jose, CA	46	Partly Cloudy	60	45
Wed Feb  3 12:39:22 2010	Charlotte, NC	37	Fog	51	28
Wed Feb  3 12:39:22 2010	San Diego, CA	54	Partly Cloudy	63	45
Wed Feb  3 12:39:23 2010	Memphis, TN	29	Partly Cloudy	46	34
Wed Feb  3 12:39:23 2010	Denver, CO	25	Partly Cloudy	48	27
Wed Feb  3 12:39:24 2010	El Paso, TX	44	Light Rain	52	39
Wed Feb  3 12:39:24 2010	Los Angeles, CA	52	Fair	64	47
Wed Feb  3 12:39:25 2010	New York, NY	29	Cloudy	39	26
Wed Feb  3 12:39:26 2010	Baltimore, MD	30	Cloudy	40	28
Wed Feb  3 12:39:26 2010	Las Vegas, NV	45	Fair	63	38
Wed Feb  3 12:39:27 2010	Washington, DC	33	Cloudy	42	30
Wed Feb  3 12:39:27 2010	Austin, TX	46	Rain	47	43
Wed Feb  3 12:39:28 2010	San Francisco, CA	49	Partly Cloudy	58	49
Wed Feb  3 12:39:29 2010	Nashville, TN	34	Cloudy	43	28
Wed Feb  3 12:39:29 2010	Oklahoma City, OK	28	Fog	43	33
Wed Feb  3 12:39:30 2010	Fort Worth, TX	36	Fair	47	40
Wed Feb  3 12:39:31 2010	Portland, OR	42	Cloudy	50	43
Wed Feb  3 12:39:31 2010	Phoenix, AZ	56	Cloudy	65	51
Wed Feb  3 12:39:32 2010	Chicago, IL	24	Cloudy	30	25
Wed Feb  3 12:39:33 2010	Indianapolis, IN	25	Partly Cloudy	31	23
Wed Feb  3 12:39:33 2010	San Antonio, TX	51	Heavy Rain	54	48
Wed Feb  3 12:39:34 2010	Boston, MA	26	Light Snow	34	21
Wed Feb  3 12:39:34 2010	Jacksonville, FL	47	Mostly Cloudy	61	48
Wed Feb  3 12:39:35 2010	Columbus, OH	32	Cloudy	34	22
Wed Feb  3 12:39:36 2010	Dallas, TX	39	Cloudy	49	42
Wed Feb  3 12:39:36 2010	Houston, TX	50	Mostly Cloudy	54	49
Wed Feb  3 12:39:37 2010	Seattle, WA	42	Cloudy	51	43
Wed Feb  3 12:39:38 2010	Milwaukee, WI	27	Cloudy	27	20
Wed Feb  3 12:39:38 2010	Detroit, MI	28	Light Snow	32	20
Wed Feb  3 12:39:39 2010	Philadelphia, PA	32	Cloudy	41	27
Wed Feb  3 13:23:01 2010	San Jose, CA	46	Partly Cloudy	60	45
Wed Feb  3 13:23:02 2010	Charlotte, NC	36	Fog	52	28
Wed Feb  3 13:23:02 2010	San Diego, CA	54	Partly Cloudy	63	45
Wed Feb  3 13:23:03 2010	Memphis, TN	28	Partly Cloudy	46	34
Wed Feb  3 13:23:03 2010	Denver, CO	25	Partly Cloudy	48	27
Wed Feb  3 13:23:04 2010	Los Angeles, CA	51	Fair	64	47
Wed Feb  3 13:23:07 2010	El Paso, TX	43	Light Rain	52	39
Wed Feb  3 13:23:08 2010	New York, NY	30	Cloudy	38	26
Wed Feb  3 13:23:09 2010	Baltimore, MD	30	Cloudy	40	28
Wed Feb  3 13:23:09 2010	Las Vegas, NV	41	Fair	63	38
Wed Feb  3 13:23:10 2010	Washington, DC	33	Cloudy	42	30
Wed Feb  3 13:23:10 2010	Austin, TX	46	Light Rain	47	43
Wed Feb  3 13:23:10 2010	San Francisco, CA	46	Partly Cloudy	58	49
Wed Feb  3 13:23:11 2010	Nashville, TN	34	Cloudy	42	28
Wed Feb  3 13:23:11 2010	Oklahoma City, OK	29	Fog	43	33
Wed Feb  3 13:23:12 2010	Fort Worth, TX	37	Fair	47	40
Wed Feb  3 13:23:12 2010	Phoenix, AZ	55	Cloudy	65	51
Wed Feb  3 13:23:13 2010	Chicago, IL	24	Haze	30	25
Wed Feb  3 13:23:13 2010	Portland, OR	45	Cloudy	50	43
Wed Feb  3 13:23:14 2010	Indianapolis, IN	25	Cloudy	31	23
Wed Feb  3 13:23:14 2010	San Antonio, TX	52	Heavy Rain	54	48
Wed Feb  3 13:23:15 2010	Boston, MA	26	Light Snow	34	21
Wed Feb  3 13:23:15 2010	Jacksonville, FL	48	Mostly Cloudy	61	48
Wed Feb  3 13:23:16 2010	Columbus, OH	32	Cloudy	34	22
Wed Feb  3 13:23:16 2010	Dallas, TX	39	Cloudy	49	42
Wed Feb  3 13:23:17 2010	Seattle, WA	42	Cloudy	51	43
Wed Feb  3 13:23:17 2010	Houston, TX	50	Mostly Cloudy	54	49
Wed Feb  3 13:23:18 2010	Milwaukee, WI	27	Cloudy	27	20
Wed Feb  3 13:23:18 2010	Detroit, MI	29	Mostly Cloudy	32	20
Wed Feb  3 13:23:19 2010	Philadelphia, PA	32	Cloudy	41	27
Wed Feb  3 14:08:26 2010	Charlotte, NC	36	Fog	52	28
Wed Feb  3 14:08:26 2010	San Jose, CA	45	Fair	60	45
Wed Feb  3 14:08:27 2010	San Diego, CA	54	Partly Cloudy	63	45
Wed Feb  3 14:08:28 2010	Memphis, TN	28	Partly Cloudy	46	34
Wed Feb  3 14:08:28 2010	Denver, CO	25	Partly Cloudy	48	27
Wed Feb  3 14:08:29 2010	El Paso, TX	43	Rain	52	39
Wed Feb  3 14:08:29 2010	Los Angeles, CA	50	Fair	64	47
Wed Feb  3 14:08:30 2010	New York, NY	30	Cloudy	38	26
Wed Feb  3 14:08:31 2010	Baltimore, MD	30	Fog	40	28
Wed Feb  3 14:08:31 2010	Las Vegas, NV	41	Fair	63	38
Wed Feb  3 14:08:32 2010	Washington, DC	33	Cloudy	42	30
Wed Feb  3 14:08:33 2010	Austin, TX	46	Rain	47	43
Wed Feb  3 14:08:34 2010	Oklahoma City, OK	28	Fog	43	33
Wed Feb  3 14:08:34 2010	San Francisco, CA	46	Partly Cloudy	58	49
Wed Feb  3 14:08:35 2010	Nashville, TN	35	Cloudy	42	28
Wed Feb  3 14:08:36 2010	Fort Worth, TX	38	Fair	47	40
Wed Feb  3 14:08:36 2010	Phoenix, AZ	55	Cloudy	65	51
Wed Feb  3 14:08:37 2010	Portland, OR	45	Cloudy	50	43
Wed Feb  3 14:08:38 2010	Chicago, IL	23	Cloudy	30	25
Wed Feb  3 14:08:38 2010	San Antonio, TX	51	Rain	54	48
Wed Feb  3 14:08:40 2010	Boston, MA	27	Light Snow	34	21
Wed Feb  3 14:08:40 2010	Jacksonville, FL	47	Mostly Cloudy	61	48
Wed Feb  3 14:08:41 2010	Columbus, OH	32	Cloudy	34	22
Wed Feb  3 14:08:42 2010	Dallas, TX	40	Cloudy	49	42
Wed Feb  3 14:08:42 2010	Houston, TX	48	Mostly Cloudy	54	49
Wed Feb  3 14:08:43 2010	Seattle, WA	46	Light Rain	51	43
Wed Feb  3 14:08:44 2010	Milwaukee, WI	25	Cloudy	27	20
Wed Feb  3 14:08:44 2010	Detroit, MI	28	Mostly Cloudy	32	20
Wed Feb  3 14:08:45 2010	Philadelphia, PA	30	Cloudy	41	27
Wed Feb  3 14:54:31 2010	Charlotte, NC	36	Fog	52	28
Wed Feb  3 14:54:31 2010	San Jose, CA	45	Fair	60	45
Wed Feb  3 14:54:32 2010	San Diego, CA	54	Partly Cloudy	62	45
Wed Feb  3 14:54:33 2010	Memphis, TN	28	Partly Cloudy	46	34
Wed Feb  3 14:54:33 2010	Denver, CO	32	Partly Cloudy	48	27
Wed Feb  3 14:54:34 2010	El Paso, TX	43	Rain	52	39
Wed Feb  3 14:54:34 2010	Los Angeles, CA	50	Fair	64	47
Wed Feb  3 14:54:35 2010	New York, NY	30	Cloudy	38	26
Wed Feb  3 14:54:35 2010	Baltimore, MD	30	Fog	40	28
Wed Feb  3 14:54:36 2010	Washington, DC	34	Fog	42	30
Wed Feb  3 14:54:36 2010	Las Vegas, NV	39	Partly Cloudy	63	38
Wed Feb  3 14:54:37 2010	Austin, TX	46	Rain	47	43
Wed Feb  3 14:54:37 2010	San Francisco, CA	48	Partly Cloudy	57	49
Wed Feb  3 14:54:38 2010	Nashville, TN	35	Cloudy	42	28
Wed Feb  3 14:54:38 2010	Oklahoma City, OK	27	Fog	43	33
Wed Feb  3 14:54:39 2010	Fort Worth, TX	38	Fair	47	40
Wed Feb  3 14:54:39 2010	Phoenix, AZ	55	Cloudy	65	51
Wed Feb  3 14:54:40 2010	Chicago, IL	23	Cloudy	30	25
Wed Feb  3 14:54:40 2010	Portland, OR	45	Cloudy	50	43
Wed Feb  3 14:54:41 2010	Indianapolis, IN	24	Haze	31	23
Wed Feb  3 14:54:41 2010	San Antonio, TX	52	Rain	54	48
Wed Feb  3 14:54:42 2010	Boston, MA	27	Light Snow	34	21
Wed Feb  3 14:54:42 2010	Jacksonville, FL	47	Mostly Cloudy	61	48
Wed Feb  3 14:54:43 2010	Columbus, OH	31	Cloudy	34	22
Wed Feb  3 14:54:43 2010	Dallas, TX	40	Cloudy	49	42
Wed Feb  3 14:54:44 2010	Seattle, WA	46	Light Rain	51	43
Wed Feb  3 14:54:44 2010	Houston, TX	48	Mostly Cloudy	54	49
Wed Feb  3 14:54:45 2010	Milwaukee, WI	25	Cloudy	27	20
Wed Feb  3 14:54:45 2010	Detroit, MI	28	Fog	32	20
Wed Feb  3 14:54:46 2010	Philadelphia, PA	31	Cloudy	41	27
