5	www.nytimes.com							
(Timestamp)	(Location)	(Temperature) (°F °C)	(Conditions)	Humidity (%)	Barometer (in)	Visibility (mi)	(Wind Speed) (mph)	Wind
Wed Feb  3 05:23:20 2010	Portland	44 7 	Cloudy	78	29.77	10	21	E
Wed Feb  3 05:23:21 2010	Chicago	27 -3 	Cloudy	78	30.12	6	12	W
Wed Feb  3 05:23:22 2010	San Antonio	51 11 	Light Rain	85	30.1	8	9	NE
Wed Feb  3 05:23:23 2010	Boston	26 -3 	Cloudy	60	30.15	10	5	S
Wed Feb  3 05:23:23 2010	Indianapolis	32 0 	Cloudy	93	30.09	7	7	WNW
Wed Feb  3 05:23:24 2010	Jacksonville	52 11 	Cloudy	76	30.06	10	10	NNW
Wed Feb  3 05:23:25 2010	Columbus	37 3 	Light Snow	59	30.03	9	10	WNW
Wed Feb  3 05:23:26 2010	Dallas	42 6 	Mostly Clear	76	30.22	10	3	E
Wed Feb  3 05:23:27 2010	Houston	54 12 	Cloudy	80	30.17	10	9	NE
Wed Feb  3 05:23:27 2010	Seattle	47 8 	Clear	73	29.78	10	0	CLM
Wed Feb  3 05:23:28 2010	Milwaukee	28 -2 	Light Snow	86	30.04	4	6	W
Wed Feb  3 05:23:29 2010	Detroit	28 -2 	Light Snow/Fog	88	30.05	2	0	CLM
Wed Feb  3 05:23:30 2010	Philadelphia	33 1 	Cloudy	69	30.12	10	6	NNE
Wed Feb  3 06:08:41 2010	Charlotte	37 3 	Light Fog	93	30.05	2	3	NW
Wed Feb  3 06:08:41 2010	San Jose	54 12 	Mostly Cloudy	87	29.84	10	0	CLM
Wed Feb  3 06:08:42 2010	San Diego	56 13 	Cloudy	83	29.81	8	5	NNW
Wed Feb  3 06:08:43 2010	Denver	34 1 		51	29.92	10	5	SW
Wed Feb  3 06:08:44 2010	Memphis	36 2 	Clear	75	30.25	10	0	CLM
Wed Feb  3 06:08:45 2010	El Paso	50 10 	Cloudy	60	29.78	10	12	E
Wed Feb  3 06:08:45 2010	Los Angeles	56 13 	Mostly Clear	69	29.77	10	3	NW
Wed Feb  3 06:08:46 2010	New York	28 -2 	Light Snow/Fog	92	30.13	2	5	N
Wed Feb  3 06:08:47 2010	Baltimore	30 -1 	Snow/Fog	100	30.07	1	5	NE
Wed Feb  3 06:08:48 2010	Las Vegas	52 11 		48	29.79	10	3	W
Wed Feb  3 06:08:49 2010	Austin	48 9 	Cloudy	87	30.17	7	8	NE
Wed Feb  3 06:08:49 2010	Washington	32 0 	Snow/Fog	86	30.08	1	7	NNE
Wed Feb  3 06:08:50 2010	San Francisco	53 12 	Mostly Cloudy	87	29.85	10	2	S
Wed Feb  3 06:08:51 2010	Oklahoma City	30 -1 	Dense Fog	92	30.22	0	5	S
Wed Feb  3 06:08:52 2010	Nashville	39 4 	Cloudy	66	30.21	10	7	NW
Wed Feb  3 06:08:53 2010	Fort Worth	38 3 	Mostly Cloudy	82	30.21	10	3	ENE
Wed Feb  3 06:08:53 2010	Phoenix	60 16 	Cloudy	47	29.7	10	9	NNE
Wed Feb  3 06:08:54 2010	Portland	44 7 	Cloudy	78	29.77	10	21	E
Wed Feb  3 06:08:55 2010	Chicago	25 -4 	Cloudy	79	30.09	4	9	W
Wed Feb  3 06:08:56 2010	Indianapolis	32 0 	Cloudy	86	30.09	7	7	WNW
Wed Feb  3 06:08:56 2010	San Antonio	51 11 	Light Rain	85	30.1	8	9	NE
Wed Feb  3 06:08:57 2010	Boston	26 -3 	Cloudy	60	30.15	10	5	S
Wed Feb  3 06:08:58 2010	Jacksonville	52 11 	Cloudy	76	30.06	10	10	NNW
Wed Feb  3 06:08:59 2010	Columbus	37 3 	Light Snow	59	30.03	9	10	WNW
Wed Feb  3 06:09:00 2010	Dallas	42 6 	Mostly Clear	76	30.22	10	3	E
Wed Feb  3 06:09:00 2010	Houston	54 12 	Cloudy	80	30.17	10	9	NE
Wed Feb  3 06:09:01 2010	Seattle	47 8 	Cloudy	73	29.78	10	0	CLM
Wed Feb  3 06:09:02 2010	Milwaukee	27 -3 	Light Snow	92	30.04	4	3	W
Wed Feb  3 06:12:03 2010	Philadelphia	30 -1 	Light Snow/Fog	86	30.11	3	5	NNE
Wed Feb  3 06:56:46 2010	San Jose	52 11 	Partly Cloudy	93	29.86	10	0	CLM
Wed Feb  3 06:56:47 2010	Charlotte	37 3 	Light Fog	95	30.06	2	0	CLM
Wed Feb  3 06:56:48 2010	San Diego	56 13 	Cloudy	83	29.81	8	5	NW
Wed Feb  3 06:56:49 2010	Denver	33 1 		51	29.9	10	6	SW
Wed Feb  3 06:56:50 2010	Los Angeles	54 12 	Clear	74	29.77	10	3	WNW
Wed Feb  3 06:56:50 2010	Memphis	32 0 	Clear	81	30.25	10	0	CLM
Wed Feb  3 06:56:51 2010	El Paso	50 10 	Cloudy	56	29.8	10	16	E
Wed Feb  3 06:56:52 2010	New York	28 -2 	Light Snow/Fog	92	30.12	1	3	N
Wed Feb  3 06:56:53 2010	Baltimore	30 -1 	Snow/Fog	100	30.07	1	5	NE
Wed Feb  3 06:56:53 2010	Las Vegas	51 11 		51	29.78	10	3	W
Wed Feb  3 06:56:54 2010	Washington	32 0 	Light Snow	94	30.07	1	5	NNE
Wed Feb  3 06:56:55 2010	Austin	48 9 	Mostly Cloudy	87	30.17	7	6	NE
Wed Feb  3 06:56:56 2010	San Francisco	53 12 	Mostly Cloudy	87	29.85	10	2	N
Wed Feb  3 06:56:57 2010	Nashville	38 3 	Cloudy	69	30.21	10	7	NNW
Wed Feb  3 06:56:57 2010	Oklahoma City	31 -1 	Dense Fog	92	30.25	0	6	SSE
Wed Feb  3 06:56:58 2010	Fort Worth	39 4 		82	30.22	10	5	NE
Wed Feb  3 06:56:59 2010	Phoenix	59 15 	Clear	49	29.68	10	8	NNE
Wed Feb  3 06:57:00 2010	Portland	44 7 	Cloudy	82	29.76	10	17	E
Wed Feb  3 06:57:01 2010	Chicago	25 -4 	Cloudy	81	30.14	4	8	W
Wed Feb  3 06:57:01 2010	San Antonio	50 10 	Rain	92	30.09	7	9	NE
Wed Feb  3 06:57:02 2010	Indianapolis	32 0 	Cloudy	86	30.11	7	7	WNW
Wed Feb  3 06:57:03 2010	Boston	27 -3 	Cloudy	63	30.14	10	3	S
Wed Feb  3 06:57:04 2010	Jacksonville	52 11 	Cloudy	76	30.07	10	7	NNW
Wed Feb  3 06:57:05 2010	Columbus	36 2 	Cloudy	67	30.04	10	9	W
Wed Feb  3 06:57:05 2010	Dallas	41 5 		79	30.22	10	3	ENE
Wed Feb  3 06:57:06 2010	Houston	53 12 		82	30.17	10	7	ENE
Wed Feb  3 06:57:07 2010	Seattle	45 7 	Mostly Cloudy	79	29.77	10	5	NNE
Wed Feb  3 06:57:08 2010	Detroit	27 -3 	Light Snow/Fog	92	30.03	2	0	CLM
Wed Feb  3 06:57:08 2010	Milwaukee	27 -3 	Cloudy	92	30.06	4	3	W
Wed Feb  3 06:57:09 2010	Philadelphia	30 -1 	Light Snow	89	30.09	3	3	NNE
Wed Feb  3 07:39:51 2010	San Jose	48 9 	Partly Cloudy	100	29.86	8	0	CLM
Wed Feb  3 07:39:52 2010	Charlotte	37 3 	Light Fog	95	30.06	2	0	CLM
Wed Feb  3 07:39:53 2010	San Diego	56 13 	Cloudy	83	29.8	8	5	N
Wed Feb  3 07:39:54 2010	Denver	30 -1 	Mostly Clear	58	29.9	10	5	SW
Wed Feb  3 07:39:54 2010	Memphis	31 -1 	Clear	82	30.26	10	0	CLM
Wed Feb  3 07:39:55 2010	Los Angeles	52 11 	Clear	71	29.76	10	3	NW
Wed Feb  3 07:39:56 2010	El Paso	47 8 	Light Rain	73	29.8	10	0	CLM
Wed Feb  3 07:39:57 2010	New York	28 -2 	Light Snow/Fog	92	30.09	2	5	N
Wed Feb  3 07:39:58 2010	Baltimore	30 -1 	Light Snow/Fog	100	30.04	1	3	CLM
Wed Feb  3 07:39:58 2010	Las Vegas	50 10 		56	29.78	10	3	W
Wed Feb  3 07:39:59 2010	Washington	32 0 	Snow/Fog	92	30.06	1	6	N
Wed Feb  3 07:40:00 2010	Austin	48 9 	Cloudy	87	30.17	7	6	NE
Wed Feb  3 07:40:01 2010	Oklahoma City	30 -1 	Dense Fog	92	30.24	0	3	S
Wed Feb  3 07:40:01 2010	San Francisco	52 11 	Mostly Cloudy	90	29.85	10	1	CLM
Wed Feb  3 07:40:02 2010	Nashville	37 3 	Cloudy	69	30.22	10	8	NW
Wed Feb  3 07:40:03 2010	Fort Worth	40 4 		79	30.22	10	0	CLM
Wed Feb  3 07:40:04 2010	Phoenix	58 14 	Partly Cloudy	50	29.67	10	3	CLM
Wed Feb  3 07:40:05 2010	Chicago	25 -4 	Cloudy	81	30.15	4	12	W
Wed Feb  3 07:40:05 2010	Portland	44 7 	Light Rain	82	29.76	10	15	E
Wed Feb  3 07:40:06 2010	San Antonio	50 10 	Rain	93	30.1	4	13	ENE
Wed Feb  3 07:40:07 2010	Indianapolis	32 0 	Cloudy	86	30.1	7	9	W
Wed Feb  3 07:40:08 2010	Boston	27 -3 	Cloudy	66	30.13	10	3	S
Wed Feb  3 07:40:09 2010	Columbus	35 2 	Cloudy	69	30.06	10	13	W
Wed Feb  3 07:40:09 2010	Jacksonville	51 11 	Cloudy	76	30.08	10	5	NNW
Wed Feb  3 07:40:10 2010	Dallas	41 5 	Cloudy	79	30.23	10	0	CLM
Wed Feb  3 07:40:11 2010	Houston	53 12 		79	30.16	10	6	ENE
Wed Feb  3 07:40:12 2010	Seattle	45 7 	Mostly Cloudy	79	29.77	10	0	CLM
Wed Feb  3 07:40:13 2010	Detroit	26 -3 	Light Snow/Fog	95	30.06	2	0	CLM
Wed Feb  3 07:40:13 2010	Milwaukee	28 -2 	Cloudy	86	30.07	5	7	WNW
Wed Feb  3 07:40:14 2010	Philadelphia	30 -1 	Light Snow/Fog	92	30.08	3	7	N
Wed Feb  3 08:23:19 2010	San Jose	48 9 	Partly Cloudy	100	29.85	8	0	CLM
Wed Feb  3 08:23:20 2010	Charlotte	37 3 	Light Fog	95	30.04	2	5	N
Wed Feb  3 08:23:21 2010	San Diego	55 13 	Clear	86	29.79	8	5	N
Wed Feb  3 08:23:22 2010	Denver	29 -2 	Mostly Clear	63	29.89	10	7	WSW
Wed Feb  3 08:23:23 2010	Los Angeles	51 11 	Clear	79	29.77	10	0	CLM
Wed Feb  3 08:23:23 2010	Memphis	33 1 	Clear	78	30.26	10	3	NNE
Wed Feb  3 08:23:24 2010	El Paso	47 8 	Cloudy	70	29.74	10	10	NE
Wed Feb  3 08:23:25 2010	New York	28 -2 	Light Snow/Fog	92	30.09	2	5	NNE
Wed Feb  3 08:23:26 2010	Baltimore	31 -1 	Light Snow/Fog	92	30.05	1	3	N
Wed Feb  3 08:23:26 2010	Las Vegas	49 9 	Cloudy	58	29.78	10	0	CLM
Wed Feb  3 08:23:27 2010	Washington	32 0 	Light Snow/Fog	88	30.06	2	6	N
Wed Feb  3 08:23:28 2010	Austin	46 8 	Cloudy	93	30.14	5	0	CLM
Wed Feb  3 08:23:29 2010	San Francisco	51 11 		90	29.86	9	2	NNW
Wed Feb  3 08:23:30 2010	Oklahoma City	30 -1 	Dense Fog	92	30.23	0	7	S
Wed Feb  3 08:23:31 2010	Fort Worth	37 3 		85	30.2	10	3	NNE
Wed Feb  3 08:23:31 2010	Nashville	37 3 	Cloudy	72	30.23	10	8	N
Wed Feb  3 08:23:32 2010	Phoenix	57 14 	Mostly Cloudy	52	29.66	10	5	NNE
Wed Feb  3 08:23:33 2010	Portland	44 7 	Cloudy	82	29.73	10	21	E
Wed Feb  3 08:23:34 2010	Chicago	24 -4 	Cloudy	80	30.17	4	8	W
Wed Feb  3 08:23:34 2010	San Antonio	50 10 	Rain	92	30.06	3	9	E
Wed Feb  3 08:23:35 2010	Indianapolis	32 0 	Cloudy	86	30.12	5	6	W
Wed Feb  3 08:23:36 2010	Boston	27 -3 	Cloudy	66	30.13	7	3	NNE
Wed Feb  3 08:23:37 2010	Jacksonville	50 10 	Cloudy	76	30.09	10	10	N
Wed Feb  3 08:23:38 2010	Columbus	34 1 	Cloudy	72	30.07	8	8	W
Wed Feb  3 08:23:38 2010	Dallas	38 3 	Cloudy	85	30.22	10	3	NE
Wed Feb  3 08:23:39 2010	Houston	53 12 		79	30.16	10	5	ENE
Wed Feb  3 08:23:40 2010	Seattle	43 6 	Clear	85	29.77	10	0	CLM
Wed Feb  3 08:23:41 2010	Milwaukee	27 -3 	Cloudy	86	30.08	5	9	NW
Wed Feb  3 08:23:42 2010	Detroit	27 -3 	Light Snow/Fog	92	30.06	2	0	CLM
Wed Feb  3 08:23:42 2010	Philadelphia	31 -1 	Light Snow/Fog	92	30.07	3	6	NNE
Wed Feb  3 09:09:51 2010	San Jose	47 8 		89	29.85	8	2	NE
Wed Feb  3 09:09:52 2010	Charlotte	37 3 	Light Fog	93	30.06	1	6	NNW
Wed Feb  3 09:09:53 2010	San Diego	55 13 		86	29.79	8	5	N
Wed Feb  3 09:09:54 2010	Denver	29 -2 	Mostly Clear	63	29.89	10	7	WSW
Wed Feb  3 09:09:55 2010	Los Angeles	51 11 	Mostly Clear	79	29.77	10	0	CLM
Wed Feb  3 09:09:55 2010	Memphis	33 1 	Clear	78	30.26	10	3	NNE
Wed Feb  3 09:09:56 2010	El Paso	47 8 	Cloudy	70	29.74	10	10	NE
Wed Feb  3 09:09:57 2010	New York	28 -2 	Light Snow/Fog	92	30.08	3	6	NE
Wed Feb  3 09:09:58 2010	Baltimore	31 -1 	Light Snow/Fog	92	30.05	1	3	N
Wed Feb  3 09:09:59 2010	Las Vegas	49 9 	Cloudy	58	29.78	10	0	CLM
Wed Feb  3 09:09:59 2010	Washington	32 0 	Light Snow/Fog	86	30.07	3	5	NNE
Wed Feb  3 09:10:00 2010	Austin	46 8 	Cloudy	93	30.11	5	9	NE
Wed Feb  3 09:10:01 2010	San Francisco	50 10 	Mostly Cloudy	90	29.86	9	1	CLM
Wed Feb  3 09:10:02 2010	Oklahoma City	30 -1 	Dense Fog	92	30.23	0	7	S
Wed Feb  3 09:10:03 2010	Fort Worth	37 3 	Mostly Cloudy	85	30.2	10	3	NNE
Wed Feb  3 09:10:03 2010	Nashville	37 3 	Cloudy	72	30.23	10	8	N
Wed Feb  3 09:10:04 2010	Phoenix	57 14 	Cloudy	52	29.66	10	5	NNE
Wed Feb  3 09:10:05 2010	Portland	44 7 	Cloudy	82	29.73	10	21	E
Wed Feb  3 09:10:06 2010	Chicago	25 -4 	Cloudy	79	30.13	4	10	W
Wed Feb  3 09:10:07 2010	Indianapolis	30 -1 	Cloudy	92	30.14	4	6	WNW
Wed Feb  3 09:10:07 2010	San Antonio	50 10 	Rain	93	30.06	4	8	ENE
Wed Feb  3 09:10:08 2010	Boston	27 -3 	Light Snow	68	30.13	3	0	CLM
Wed Feb  3 09:10:09 2010	Jacksonville	50 10 	Cloudy	76	30.09	10	10	N
Wed Feb  3 09:10:10 2010	Columbus	34 1 	Cloudy	72	30.07	8	8	W
Wed Feb  3 09:10:10 2010	Dallas	38 3 	Cloudy	85	30.22	10	3	NE
Wed Feb  3 09:10:11 2010	Houston	53 12 	Cloudy	79	30.16	10	5	ENE
Wed Feb  3 09:10:12 2010	Seattle	43 6 	Mostly Clear	85	29.77	10	0	CLM
Wed Feb  3 09:10:13 2010	Milwaukee	27 -3 	Cloudy	86	30.09	7	8	WNW
Wed Feb  3 09:10:14 2010	Detroit	27 -3 	Light Snow/Fog	92	30.05	2	3	N
Wed Feb  3 09:10:15 2010	Philadelphia	31 -1 	Light Snow/Fog	92	30.07	3	6	NNE
Wed Feb  3 09:53:37 2010	San Jose	46 8 		91	29.85	8	2	ENE
Wed Feb  3 09:53:38 2010	Charlotte	36 2 	Foggy	100	30.07	1	0	CLM
Wed Feb  3 09:53:38 2010	San Diego	54 12 	Clear	82	29.78	6	0	CLM
Wed Feb  3 09:53:39 2010	Denver	30 -1 	Mostly Clear	58	29.87	10	8	SW
Wed Feb  3 09:53:40 2010	Memphis	30 -1 	Clear	85	30.26	9	0	CLM
Wed Feb  3 09:53:41 2010	Los Angeles	49 9 	Clear	86	29.77	9	0	CLM
Wed Feb  3 09:53:42 2010	El Paso	46 8 	Cloudy	73	29.75	10	9	N
Wed Feb  3 09:53:42 2010	New York	29 -2 	Light Snow	90	30.06	5	4	ENE
Wed Feb  3 09:53:43 2010	Baltimore	30 -1 	Light Snow/Fog	95	30.05	2	0	CLM
Wed Feb  3 09:53:44 2010	Las Vegas	48 9 	Cloudy	60	29.76	10	3	WSW
Wed Feb  3 09:53:45 2010	Austin	46 8 	Cloudy	93	30.09	5	10	NNE
Wed Feb  3 09:53:45 2010	Washington	34 1 	Light Snow/Fog	86	30.06	3	3	NE
Wed Feb  3 09:53:46 2010	San Francisco	50 10 	Mostly Cloudy	90	29.86	9	2	SSW
Wed Feb  3 09:53:47 2010	Oklahoma City	30 -1 	Cloudy	93	30.19	0	6	S
Wed Feb  3 09:53:48 2010	Nashville	36 2 	Cloudy	64	30.26	10	9	NW
Wed Feb  3 09:53:49 2010	Fort Worth	37 3 	Partly Cloudy	88	30.16	10	8	NE
Wed Feb  3 09:53:49 2010	Phoenix	57 14 	Mostly Cloudy	52	29.64	10	0	CLM
Wed Feb  3 09:53:50 2010	Portland	44 7 	Cloudy	82	29.72	10	22	E
Wed Feb  3 09:53:51 2010	Chicago	24 -4 	Cloudy	80	30.19	4	12	W
Wed Feb  3 09:53:52 2010	San Antonio	50 10 	Rain	92	30.02	3	10	ENE
Wed Feb  3 09:53:53 2010	Boston	27 -3 	Light Snow	74	30.12	3	0	CLM
Wed Feb  3 09:53:53 2010	Indianapolis	30 -1 	Cloudy	86	30.15	4	10	WNW
Wed Feb  3 09:53:54 2010	Jacksonville	50 10 	Cloudy	74	30.08	10	9	N
Wed Feb  3 09:53:55 2010	Columbus	34 1 	Light Snow	74	30.07	6	9	W
Wed Feb  3 09:53:56 2010	Dallas	38 3 	Cloudy	85	30.18	10	7	ENE
Wed Feb  3 09:53:57 2010	Houston	52 11 	Cloudy	76	30.14	10	9	E
Wed Feb  3 09:53:57 2010	Seattle	43 6 	Partly Cloudy	73	29.77	10	6	ESE
Wed Feb  3 09:53:58 2010	Milwaukee	27 -3 	Cloudy	80	30.09	7	8	NW
Wed Feb  3 09:53:59 2010	Detroit	26 -3 	Light Snow/Fog	92	30.07	2	3	SSW
Wed Feb  3 09:54:00 2010	Philadelphia	30 -1 	Light Snow/Fog	92	30.07	3	0	CLM
Wed Feb  3 10:37:13 2010	San Jose	46 8 	Partly Cloudy	91	29.85	8	2	NE
Wed Feb  3 10:37:14 2010	Charlotte	36 2 	Foggy	96	30.08	1	5	NNW
Wed Feb  3 10:37:15 2010	Denver	31 -1 	Mostly Clear	49	29.86	10	13	SSW
Wed Feb  3 10:37:15 2010	San Diego	54 12 	Mostly Cloudy	86	29.76	5	3	NNW
Wed Feb  3 10:37:16 2010	Memphis	29 -2 	Clear	85	30.27	9	3	SSW
Wed Feb  3 10:37:17 2010	Los Angeles	49 9 	Partly Cloudy	73	29.76	10	6	NW
Wed Feb  3 10:37:18 2010	El Paso	45 7 	Light Rain	79	29.73	8	5	ENE
Wed Feb  3 10:37:18 2010	New York	28 -2 	Light Snow/Fog	92	30.07	2	6	NE
Wed Feb  3 10:37:19 2010	Baltimore	30 -1 	Light Snow/Fog	95	30.05	2	0	CLM
Wed Feb  3 10:37:20 2010	Las Vegas	48 9 	Cloudy	62	29.76	10	0	CLM
Wed Feb  3 10:37:21 2010	Washington	32 0 	Light Snow/Fog	88	30.06	4	3	N
Wed Feb  3 10:37:22 2010	Austin	46 8 	Cloudy	87	30.07	6	9	NNE
Wed Feb  3 10:37:22 2010	San Francisco	49 9 	Partly Cloudy	91	29.86	9	1	CLM
Wed Feb  3 10:37:23 2010	Oklahoma City	30 -1 	Dense Fog	92	30.18	0	3	S
Wed Feb  3 10:37:24 2010	Nashville	36 2 	Cloudy	64	30.26	10	7	N
Wed Feb  3 10:37:25 2010	Fort Worth	36 2 		89	30.16	10	6	N
Wed Feb  3 10:37:26 2010	Phoenix	58 14 	Clear	49	29.62	10	0	CLM
Wed Feb  3 10:37:26 2010	Portland	44 7 	Light Rain	82	29.7	10	15	E
Wed Feb  3 10:37:27 2010	Chicago	24 -4 	Cloudy	84	30.2	4	10	W
Wed Feb  3 10:37:28 2010	San Antonio	50 10 	Rain	92	30.01	4	9	E
Wed Feb  3 10:37:29 2010	Indianapolis	28 -2 	Cloudy	80	30.16	5	7	WNW
Wed Feb  3 10:37:30 2010	Boston	25 -4 	Light Snow/Fog	81	30.1	3	0	CLM
Wed Feb  3 10:37:30 2010	Jacksonville	50 10 	Cloudy	74	30.09	10	8	NNW
Wed Feb  3 10:37:31 2010	Columbus	34 1 	Light Snow	75	30.1	5	9	W
Wed Feb  3 10:37:32 2010	Dallas	38 3 		85	30.17	10	3	ENE
Wed Feb  3 10:37:33 2010	Houston	52 11 		76	30.11	10	10	E
Wed Feb  3 10:37:34 2010	Milwaukee	27 -3 	Cloudy	79	30.12	7	7	WNW
Wed Feb  3 10:37:34 2010	Seattle	45 7 	Partly Cloudy	62	29.76	10	3	E
Wed Feb  3 10:37:35 2010	Detroit	25 -4 	Light Fog	86	30.06	1	5	SW
Wed Feb  3 10:37:36 2010	Philadelphia	30 -1 	Light Snow/Fog	92	30.06	2	3	NNE
Wed Feb  3 11:25:12 2010	Charlotte	36 2 	Foggy	96	30.11	1	3	WNW
Wed Feb  3 11:25:12 2010	San Jose	45 7 		90	29.84	8	2	SSW
Wed Feb  3 11:25:13 2010	San Diego	54 12 	Mostly Cloudy	86	29.75	5	5	NNW
Wed Feb  3 11:25:14 2010	Denver	30 -1 	Mostly Clear	47	29.85	10	8	SSW
Wed Feb  3 11:25:15 2010	Memphis	29 -2 	Clear	88	30.26	9	0	CLM
Wed Feb  3 11:25:16 2010	El Paso	45 7 	Light Rain	82	29.71	7	8	E
Wed Feb  3 11:25:16 2010	Los Angeles	48 9 	Clear	73	29.74	10	0	CLM
Wed Feb  3 11:25:17 2010	New York	29 -2 	Light Snow/Fog	92	30.04	3	5	NE
Wed Feb  3 11:25:18 2010	Baltimore	30 -1 	Light Fog	95	30.05	3	0	CLM
Wed Feb  3 11:25:19 2010	Las Vegas	47 8 	Mostly Cloudy	63	29.75	10	0	CLM
Wed Feb  3 11:25:20 2010	Austin	46 8 	Rain	87	30.07	5	9	NNE
Wed Feb  3 11:25:20 2010	Washington	32 0 	Light Snow/Fog	88	30.07	4	8	NNW
Wed Feb  3 11:25:21 2010	San Francisco	49 9 	Mostly Cloudy	91	29.85	9	2	SW
Wed Feb  3 11:25:22 2010	Oklahoma City	29 -2 	Dense Fog	92	30.22	0	5	SSW
Wed Feb  3 11:25:23 2010	Fort Worth	36 2 		89	30.15	8	8	NNE
Wed Feb  3 11:25:23 2010	Nashville	35 2 	Cloudy	69	30.25	10	3	NE
Wed Feb  3 11:25:24 2010	Phoenix	58 14 	Clear	47	29.6	10	5	NNE
Wed Feb  3 11:25:25 2010	Portland	45 7 	Cloudy	79	29.7	10	17	E
Wed Feb  3 11:25:26 2010	Chicago	24 -4 	Cloudy	80	30.21	4	10	W
Wed Feb  3 11:25:27 2010	Indianapolis	27 -3 	Cloudy	86	30.18	4	8	WNW
Wed Feb  3 11:25:27 2010	San Antonio	49 9 	Rain	96	29.99	4	8	ENE
Wed Feb  3 11:25:28 2010	Boston	26 -3 	Light Snow/Fog	84	30.09	5	5	N
Wed Feb  3 11:25:29 2010	Jacksonville	48 9 	Clear	76	30.09	10	0	CLM
Wed Feb  3 11:25:30 2010	Columbus	33 1 	Light Snow	81	30.13	5	13	W
Wed Feb  3 11:25:31 2010	Dallas	38 3 		85	30.16	10	7	NE
Wed Feb  3 11:25:31 2010	Houston	51 11 		76	30.1	10	10	E
Wed Feb  3 11:25:32 2010	Seattle	45 7 	Cloudy	62	29.75	10	5	E
Wed Feb  3 11:25:33 2010	Milwaukee	27 -3 	Cloudy	79	30.14	7	8	WNW
Wed Feb  3 11:25:34 2010	Detroit	27 -3 	Light Fog	92	30.1	2	3	W
Wed Feb  3 11:25:35 2010	Philadelphia	30 -1 	Light Snow/Fog	95	30.06	2	0	CLM
Wed Feb  3 12:08:27 2010	Charlotte	36 2 	Foggy	96	30.11	1	3	WNW
Wed Feb  3 12:08:27 2010	San Jose	44 7 		91	29.84	7	2	W
Wed Feb  3 12:08:28 2010	San Diego	54 12 	Cloudy	87	29.76	6	3	NNW
Wed Feb  3 12:08:29 2010	Denver	30 -1 	Mostly Clear	47	29.85	10	8	SSW
Wed Feb  3 12:08:30 2010	Memphis	29 -2 	Clear	88	30.26	9	0	CLM
Wed Feb  3 12:08:31 2010	El Paso	45 7 	Light Rain	82	29.71	7	8	E
Wed Feb  3 12:08:31 2010	Los Angeles	48 9 	Clear	73	29.74	10	0	CLM
Wed Feb  3 12:08:32 2010	New York	28 -2 	Light Snow/Fog	92	30.07	3	5	NNE
Wed Feb  3 12:08:33 2010	Baltimore	30 -1 	Light Fog	95	30.05	3	0	CLM
Wed Feb  3 12:08:34 2010	Las Vegas	47 8 	Mostly Cloudy	63	29.75	10	0	CLM
Wed Feb  3 12:08:35 2010	Austin	45 7 	Rain	100	30.07	3	8	NE
Wed Feb  3 12:08:35 2010	Washington	32 0 	Light Snow/Fog	86	30.08	4	7	NNW
Wed Feb  3 12:08:36 2010	San Francisco	48 9 		92	29.85	9	2	NNE
Wed Feb  3 12:08:37 2010	Oklahoma City	29 -2 	Dense Fog	92	30.22	0	5	SSW
Wed Feb  3 12:08:38 2010	Nashville	35 2 	Cloudy	69	30.25	10	3	NE
Wed Feb  3 12:08:39 2010	Fort Worth	36 2 	Cloudy	89	30.15	8	8	NNE
Wed Feb  3 12:08:39 2010	Phoenix	58 14 	Cloudy	47	29.6	10	5	NNE
Wed Feb  3 12:08:40 2010	Portland	45 7 	Cloudy	79	29.7	10	17	E
Wed Feb  3 12:08:41 2010	Chicago	24 -4 	Cloudy	80	30.21	4	10	W
Wed Feb  3 12:08:42 2010	Indianapolis	23 -5 	Cloudy	92	30.19	4	9	WNW
Wed Feb  3 12:08:42 2010	San Antonio	49 9 	Rain	96	29.99	4	8	ENE
Wed Feb  3 12:08:43 2010	Boston	26 -3 	Light Snow/Fog	84	30.09	5	0	CLM
Wed Feb  3 12:08:44 2010	Jacksonville	48 9 	Mostly Clear	76	30.09	10	0	CLM
Wed Feb  3 12:08:45 2010	Columbus	34 1 	Light Snow	80	30.14	4	9	WNW
Wed Feb  3 12:08:46 2010	Dallas	38 3 	Cloudy	85	30.16	10	7	NE
Wed Feb  3 12:08:46 2010	Houston	51 11 		76	30.1	10	10	E
Wed Feb  3 12:08:47 2010	Seattle	45 7 	Cloudy	62	29.75	10	5	E
Wed Feb  3 12:08:48 2010	Milwaukee	23 -5 	Cloudy	85	30.16	10	13	NW
Wed Feb  3 12:08:49 2010	Detroit	28 -2 	Light Snow/Fog	86	30.09	2	5	W
Wed Feb  3 12:08:50 2010	Philadelphia	28 -2 	Light Fog	100	30.07	3	0	CLM
Wed Feb  3 12:52:02 2010	San Jose	45 7 	Cloudy	91	29.84	7	2	SE
Wed Feb  3 12:52:03 2010	Charlotte	34 1 	Dense Fog	100	30.11	0	3	WNW
Wed Feb  3 12:52:04 2010	San Diego	54 12 	Cloudy	86	29.75	6	3	NNW
Wed Feb  3 12:52:05 2010	Denver	28 -2 	Mostly Clear	50	29.87	10	10	SSW
Wed Feb  3 12:52:05 2010	Memphis	29 -2 	Partly Cloudy	85	30.25	9	0	CLM
Wed Feb  3 12:52:06 2010	Los Angeles	47 8 	Clear	73	29.73	10	0	CLM
