17	www.findlocalweather.com									
(Timestamp)	(Location)	(Conditions)	Temp (°F)	Humidity (%)	(Wind Direction)	Wind Speed (mph)	Barometer (in.)	Dewpoint (°F)	Heat Index (°F) 	Wind Chill (°F)
Tue Feb  2 20:37:25 2010	 Columbus OH 	Overcast	41	45	N/A		29.97	21	41	41
Tue Feb  2 20:37:27 2010	 Dallas TX 	Mostly Cloudy	48	58	N	6	30.21	34	48	46
Tue Feb  2 20:37:30 2010	 Houston TX 	Light Rain	54	82	N	8	30.12	48	54	51
Tue Feb  2 20:37:32 2010	 Seattle WA 	Mostly Cloudy	48	82	SSE	5	29.88	43	48	47
Tue Feb  2 20:37:33 2010	 Milwaukee WI 	Light Snow	32	80	SW	3	29.97	27	32	29
Tue Feb  2 20:37:36 2010	 Detroit MI 	Light Snow	28	86	ESE	5	30.03	25	28	24
Tue Feb  2 20:37:39 2010	 Philadelphia PA 	Overcast	36	41	N/A		30.18	14	36	36
Tue Feb  2 21:23:34 2010	 San Jose CA 	Mostly Cloudy	55	72	N/A		29.85	46	55	55
Tue Feb  2 21:23:35 2010	 Charlotte NC 	Drizzle	36	100	N	9	29.97	36	36	29
Tue Feb  2 21:23:36 2010	 San Diego CA 	Mostly Cloudy	61	63	NW	7	29.83	48	61	60
Tue Feb  2 21:23:37 2010	 Denver CO 	Partly Cloudy	48	20	NNW	5	29.88	9	48	47
Tue Feb  2 21:23:38 2010	 Memphis TN 	Overcast	45	66	NW	8	30.12	34	45	41
Tue Feb  2 21:23:39 2010	 Los Angeles CA 	Hazy	64	52	N/A		29.83	46	64	64
Tue Feb  2 21:23:40 2010	 El Paso TX 	Mostly Cloudy	61	31	ESE	12	29.94	30	61	59
Tue Feb  2 21:23:42 2010	 New York City NY 	Mostly Cloudy	34	48	Variable	6	30.21	16	34	29
Tue Feb  2 21:23:43 2010	 Baltimore MD 	Fair	37	60	N/A		30.15	25	37	37
Tue Feb  2 21:23:44 2010	 Las Vegas NV 	Clear	55	36	E	6	29.88	28	55	55
Tue Feb  2 21:23:45 2010	 Washington DC 	Overcast	41	45	N/A		30.12	21	41	41
Tue Feb  2 21:23:46 2010	 Austin TX 	Hazy	52	82	NE	8	30.12	46	52	49
Tue Feb  2 21:23:47 2010	 San Francisco CA 	Mostly Cloudy	54	77	S	6	29.85	46	54	52
Tue Feb  2 21:23:48 2010	 Oklahoma City OK 	Hazy	36	81	SW	5	30.18	30	36	32
Tue Feb  2 21:23:49 2010	 Nashville TN 	Mostly Cloudy	45	71	W	5	30.06	36	45	43
Tue Feb  2 21:23:51 2010	 Fort Worth TX 	Mostly Cloudy	45	71	NNE	8	30.24	36	45	41
Tue Feb  2 21:23:52 2010	 Phoenix AZ 	Mostly Cloudy	68	30	Variable	5	29.8	36	68	68
Tue Feb  2 21:23:53 2010	 Portland OR 	Mostly Cloudy	46	87	W	5	29.85	43	46	45
Tue Feb  2 21:23:54 2010	 Chicago IL 	Hazy	32	75	SSW	8	29.97	25	32	26
Tue Feb  2 21:23:55 2010	 San Antonio TX 	Hazy	54	82	NE	8	30.09	48	54	51
Tue Feb  2 21:23:56 2010	 Indianapolis IN 	Overcast	37	60	SSW	7	29.97	25	37	33
Tue Feb  2 21:23:57 2010	 Boston MA 	Mostly Cloudy	30	43	SE	7	30.21	10	30	24
Tue Feb  2 21:23:58 2010	 Jacksonville FL 	Overcast	61	83	NW	13	29.91	55	61	59
Tue Feb  2 21:23:59 2010	 Columbus OH 	Overcast	43	39	SE	6	29.97	19	43	40
Tue Feb  2 21:24:00 2010	 Dallas TX 	Partly Cloudy	48	58	N	7	30.18	34	48	46
Tue Feb  2 21:24:01 2010	 Houston TX 	Overcast	55	82	NE	9	30.09	50	55	53
Tue Feb  2 21:24:02 2010	 Seattle WA 	Mostly Cloudy	50	71	S	3	29.88	41	50	50
Tue Feb  2 21:24:03 2010	 Milwaukee WI 	Hazy	34	75	N/A		29.94	27	34	34
Tue Feb  2 21:24:04 2010	 Detroit MI 	Light Snow	28	86	E	6	30.03	25	28	23
Tue Feb  2 21:24:05 2010	 Philadelphia PA 	Overcast	36	41	ESE	5	30.18	14	36	32
Tue Feb  2 22:10:17 2010	 San Jose CA 	Overcast	57	67	N/A		29.83	46	57	57
Tue Feb  2 22:10:22 2010	 Charlotte NC 	Drizzle	37	93	N	10	29.97	36	37	31
Tue Feb  2 22:10:23 2010	 San Diego CA 	Mostly Cloudy	61	63	W	8	29.83	48	61	60
Tue Feb  2 22:10:25 2010	 Denver CO 	Mostly Cloudy	46	25	N	14	29.88	12	46	41
Tue Feb  2 22:10:26 2010	 Memphis TN 	Overcast	45	66	NW	10	30.15	34	45	40
Tue Feb  2 22:10:27 2010	 Los Angeles CA 	Hazy	64	60	Variable	6	29.8	50	64	64
Tue Feb  2 22:11:22 2010	 El Paso TX 	Mostly Cloudy	63	30	E	10	29.91	30	63	62
Tue Feb  2 22:11:23 2010	 New York City NY 	Mostly Cloudy	34	48	S	5	30.21	16	34	30
Tue Feb  2 22:11:24 2010	 Baltimore MD 	Fair	37	60	N/A		30.12	25	37	37
Tue Feb  2 22:11:26 2010	 Las Vegas NV 	Clear	57	33	SE	10	29.85	28	57	55
Tue Feb  2 22:11:27 2010	 Washington DC 	Overcast	39	48	ESE	8	30.12	21	39	34
Tue Feb  2 22:11:28 2010	 Austin TX 	Overcast	52	77	Variable	6	30.09	45	52	50
Tue Feb  2 22:11:29 2010	 San Francisco CA 	Mostly Cloudy	54	77	SW	5	29.83	46	54	53
Tue Feb  2 22:11:30 2010	 Oklahoma City OK 	Fog And Mist	36	81	N/A		30.18	30	36	36
Tue Feb  2 22:11:30 2010	 Nashville TN 	Mostly Cloudy	46	57	WNW	7	30.06	32	46	43
Tue Feb  2 22:11:32 2010	 Fort Worth TX 	Partly Cloudy	48	66	NNE	3	30.21	37	48	47
Tue Feb  2 22:11:33 2010	 Phoenix AZ 	Mostly Cloudy	72	27	E	6	29.77	36	76	72
Tue Feb  2 22:11:34 2010	 Portland OR 	Mostly Cloudy	48	82	Variable	3	29.8	43	48	47
Tue Feb  2 22:11:35 2010	 Chicago IL 	Hazy	32	75	W	8	29.97	25	32	26
Tue Feb  2 22:11:36 2010	 San Antonio TX 	Hazy	54	82	ENE	9	30.09	48	54	51
Tue Feb  2 22:11:37 2010	 Indianapolis IN 	Overcast	37	60	SSW	12	29.97	25	37	31
Tue Feb  2 22:11:37 2010	 Boston MA 	Overcast	30	43	S	6	30.21	10	30	25
Tue Feb  2 22:11:39 2010	 Jacksonville FL 	Overcast	61	77	NW	12	29.94	54	61	59
Tue Feb  2 22:11:40 2010	 Columbus OH 	Overcast	43	39	SSE	6	29.94	19	43	40
Tue Feb  2 22:11:41 2010	 Dallas TX 	Partly Cloudy	50	58	N/A		30.18	36	50	50
Tue Feb  2 22:11:42 2010	 Houston TX 	Overcast	57	77	NE	10	30.12	50	57	55
Tue Feb  2 22:11:43 2010	 Seattle WA 	Mostly Cloudy	52	62	N/A		29.83	39	52	52
Tue Feb  2 22:11:44 2010	 Milwaukee WI 	Light Snow	32	80	W	3	29.94	27	32	29
Tue Feb  2 22:11:45 2010	 Detroit MI 	Light Snow	28	93	ESE	8	30.03	27	28	21
Tue Feb  2 22:11:46 2010	 Philadelphia PA 	Overcast	36	44	E	5	30.18	16	36	32
Tue Feb  2 22:56:33 2010	 San Jose CA 	Overcast	57	67	N/A		29.83	46	57	57
Tue Feb  2 22:56:34 2010	 Charlotte NC 	Drizzle	37	93	N	10	29.97	36	37	31
Tue Feb  2 22:56:36 2010	 San Diego CA 	Mostly Cloudy	61	63	W	8	29.83	48	61	60
Tue Feb  2 22:56:37 2010	 Denver CO 	Mostly Cloudy	46	25	N	14	29.88	12	46	41
Tue Feb  2 22:56:38 2010	 Memphis TN 	Overcast	45	66	NW	10	30.15	34	45	40
Tue Feb  2 22:56:39 2010	 Los Angeles CA 	Hazy	64	60	Variable	6	29.8	50	64	64
Tue Feb  2 22:56:40 2010	 El Paso TX 	Mostly Cloudy	63	30	E	10	29.91	30	63	62
Tue Feb  2 22:56:43 2010	 New York City NY 	Mostly Cloudy	34	48	S	5	30.21	16	34	30
Tue Feb  2 22:56:44 2010	 Baltimore MD 	Fair	37	60	N/A		30.12	25	37	37
Tue Feb  2 22:56:45 2010	 Las Vegas NV 	Clear	57	33	SE	10	29.85	28	57	55
Tue Feb  2 22:56:46 2010	 Washington DC 	Overcast	39	48	ESE	8	30.12	21	39	34
Tue Feb  2 22:56:47 2010	 Austin TX 	Overcast	52	77	Variable	6	30.09	45	52	50
Tue Feb  2 22:56:48 2010	 San Francisco CA 	Mostly Cloudy	54	77	SW	5	29.83	46	54	53
Tue Feb  2 22:56:49 2010	 Oklahoma City OK 	Fog And Mist	36	81	N/A		30.18	30	36	36
Tue Feb  2 22:56:50 2010	 Nashville TN 	Mostly Cloudy	46	57	WNW	7	30.06	32	46	43
Tue Feb  2 22:56:51 2010	 Fort Worth TX 	Partly Cloudy	48	66	NNE	3	30.21	37	48	47
Tue Feb  2 22:56:53 2010	 Phoenix AZ 	Mostly Cloudy	72	27	E	6	29.77	36	76	72
Tue Feb  2 22:56:54 2010	 Portland OR 	Mostly Cloudy	48	82	Variable	3	29.8	43	48	47
Tue Feb  2 22:56:55 2010	 Chicago IL 	Hazy	32	75	W	8	29.97	25	32	26
Tue Feb  2 22:56:56 2010	 San Antonio TX 	Hazy	54	82	ENE	9	30.09	48	54	51
Tue Feb  2 22:56:57 2010	 Indianapolis IN 	Overcast	37	60	SSW	12	29.97	25	37	31
Tue Feb  2 22:56:58 2010	 Boston MA 	Overcast	30	43	S	6	30.21	10	30	25
Tue Feb  2 22:56:59 2010	 Jacksonville FL 	Overcast	61	77	NW	12	29.94	54	61	59
Tue Feb  2 22:57:00 2010	 Columbus OH 	Overcast	43	39	SSE	6	29.94	19	43	40
Tue Feb  2 22:57:01 2010	 Dallas TX 	Partly Cloudy	50	58	N/A		30.18	36	50	50
Tue Feb  2 22:57:02 2010	 Houston TX 	Overcast	57	77	NE	10	30.12	50	57	55
Tue Feb  2 22:57:02 2010	 Seattle WA 	Mostly Cloudy	52	62	N/A		29.83	39	52	52
Tue Feb  2 22:57:03 2010	 Milwaukee WI 	Light Snow	32	80	W	3	29.94	27	32	29
Tue Feb  2 22:57:04 2010	 Detroit MI 	Light Snow	28	93	ESE	8	30.03	27	28	21
Tue Feb  2 22:57:05 2010	 Philadelphia PA 	Overcast	36	44	E	5	30.18	16	36	32
Tue Feb  2 23:41:17 2010	 San Jose CA 	Overcast	57	72	N/A		29.83	48	57	57
Tue Feb  2 23:41:18 2010	 Charlotte NC 	Light Rain	37	93	N	8	30	36	37	32
Tue Feb  2 23:41:18 2010	 San Diego CA 	Mostly Cloudy	61	68	NW	9	29.8	50	61	60
Tue Feb  2 23:41:24 2010	 Denver CO 	Mostly Cloudy	46	25	N	7	29.88	12	46	43
Tue Feb  2 23:41:31 2010	 Memphis TN 	Overcast	43	71	NNW	8	30.15	34	43	38
Tue Feb  2 23:41:32 2010	 Los Angeles CA 	Hazy	64	60	W	5	29.8	50	64	64
Tue Feb  2 23:41:33 2010	 El Paso TX 	Mostly Cloudy	63	30	E	13	29.91	30	63	61
Tue Feb  2 23:41:35 2010	 New York City NY 	Mostly Cloudy	34	51	Variable	6	30.21	18	34	29
Tue Feb  2 23:41:36 2010	 Baltimore MD 	Fair	37	56	N/A		30.12	23	37	37
Tue Feb  2 23:41:37 2010	 Las Vegas NV 	Clear	57	33	ESE	3	29.83	28	57	57
Tue Feb  2 23:41:38 2010	 Washington DC 	Overcast	37	65	E	7	30.12	27	37	33
Tue Feb  2 23:41:40 2010	 Austin TX 	Hazy	52	77	N/A		30.12	45	52	52
Tue Feb  2 23:41:42 2010	 San Francisco CA 	Overcast	54	77	W	6	29.83	46	54	52
Tue Feb  2 23:41:44 2010	 Oklahoma City OK 	Hazy	36	81	N/A		30.18	30	36	36
Tue Feb  2 23:41:49 2010	 Nashville TN 	Overcast	45	57	WNW	6	30.06	30	45	42
Tue Feb  2 23:41:50 2010	 Fort Worth TX 	Partly Cloudy	55	47	NE	7	30.21	36	55	54
Tue Feb  2 23:41:51 2010	 Phoenix AZ 	Mostly Cloudy	72	27	N/A		29.74	36	76	72
Tue Feb  2 23:41:52 2010	 Portland OR 	Mostly Cloudy	50	82	N	3	29.8	45	50	50
Tue Feb  2 23:41:53 2010	 Chicago IL 	Light Snow	30	86	W	7	30	27	30	24
Tue Feb  2 23:41:53 2010	 San Antonio TX 	Light Rain	52	88	NE	13	30.09	48	52	48
Tue Feb  2 23:41:55 2010	 Indianapolis IN 	Overcast	37	60	SSW	9	29.97	25	37	31
Tue Feb  2 23:41:55 2010	 Boston MA 	Overcast	28	55	SE	10	30.21	14	28	20
Tue Feb  2 23:42:00 2010	 Jacksonville FL 	Overcast	59	82	NW	8	29.94	54	59	58
Tue Feb  2 23:42:01 2010	 Columbus OH 	Overcast	41	42	SSE	3	29.97	19	41	39
Tue Feb  2 23:42:02 2010	 Dallas TX 	Mostly Cloudy	52	54	NNE	10	30.15	36	52	49
Tue Feb  2 23:42:03 2010	 Houston TX 	Overcast	57	77	NE	9	30.12	50	57	55
Tue Feb  2 23:42:04 2010	 Seattle WA 	Partly Cloudy	54	58	NE	5	29.83	39	54	53
Tue Feb  2 23:42:05 2010	 Milwaukee WI 	Light Snow	32	80	W	5	29.97	27	32	28
Tue Feb  2 23:42:06 2010	 Detroit MI 	Light Snow	27	93	SE	9	30	25	27	18
Tue Feb  2 23:42:07 2010	 Philadelphia PA 	Overcast	36	48	NE	3	30.15	18	36	33
Wed Feb  3 00:26:25 2010	 San Jose CA 	Overcast	59	63	NW	5	29.83	46	59	59
Wed Feb  3 00:26:27 2010	 Charlotte NC 	Light Rain	37	93	NE	7	29.97	36	37	33
Wed Feb  3 00:26:27 2010	 San Diego CA 	Mostly Cloudy	61	68	NW	7	29.8	50	61	60
Wed Feb  3 00:26:29 2010	 Denver CO 	Mostly Cloudy	45	29	NNW	9	29.88	14	45	40
Wed Feb  3 00:26:30 2010	 Memphis TN 	Overcast	41	70	NNW	8	30.18	32	41	36
Wed Feb  3 00:26:31 2010	 Los Angeles CA 	Hazy	64	60	Variable	3	29.8	50	64	64
Wed Feb  3 00:26:32 2010	 El Paso TX 	Mostly Cloudy	63	32	SE	9	29.88	32	63	62
Wed Feb  3 00:26:34 2010	 New York City NY 	Overcast	34	56	Variable	3	30.18	19	34	31
Wed Feb  3 00:26:35 2010	 Baltimore MD 	Fair	36	56	N/A		30.12	21	36	36
Wed Feb  3 00:26:36 2010	 Las Vegas NV 	Clear	57	36	E	7	29.83	30	57	56
Wed Feb  3 00:26:38 2010	 Washington DC 	Light Snow	37	70	NE	9	30.12	28	37	31
Wed Feb  3 00:26:39 2010	 Austin TX 	Hazy	52	77	Variable	3	30.15	45	52	52
Wed Feb  3 00:26:40 2010	 San Francisco CA 	Light Rain	55	72	W	7	29.83	46	55	54
Wed Feb  3 00:26:41 2010	 Oklahoma City OK 	Hazy	36	81	S	3	30.18	30	36	33
Wed Feb  3 00:26:42 2010	 Nashville TN 	Overcast	45	57	WNW	5	30.09	30	45	43
Wed Feb  3 00:26:43 2010	 Fort Worth TX 	Partly Cloudy	54	54	ENE	6	30.21	37	54	52
Wed Feb  3 00:26:44 2010	 Phoenix AZ 	Mostly Cloudy	72	29	SSE	3	29.74	37	76	72
Wed Feb  3 00:26:44 2010	 Portland OR 	Mostly Cloudy	54	67	N/A		29.77	43	54	54
Wed Feb  3 00:26:45 2010	 Chicago IL 	Light Snow	30	86	W	6	30	27	30	25
Wed Feb  3 00:26:46 2010	 San Antonio TX 	Fog And Mist	52	88	NE	13	30.12	48	52	48
Wed Feb  3 00:26:48 2010	 Indianapolis IN 	Overcast	36	70	W	9	30	27	36	29
Wed Feb  3 00:26:49 2010	 Boston MA 	Overcast	28	47	SW	8	30.21	10	28	21
Wed Feb  3 00:26:50 2010	 Jacksonville FL 	Overcast	57	82	NW	14	29.97	52	57	54
Wed Feb  3 00:26:51 2010	 Columbus OH 	Overcast	39	45	SW	3	29.97	19	39	37
Wed Feb  3 00:26:51 2010	 Dallas TX 	Mostly Cloudy	50	58	NE	10	30.15	36	50	46
Wed Feb  3 00:26:53 2010	 Houston TX 	Overcast	57	72	NE	9	30.12	48	57	55
Wed Feb  3 00:26:54 2010	 Seattle WA 	Mostly Cloudy	55	47	ENE	5	29.8	36	55	55
Wed Feb  3 00:26:56 2010	 Milwaukee WI 	Light Snow	32	80	SSW	3	29.97	27	32	29
Wed Feb  3 00:26:57 2010	 Detroit MI 	Fog And Mist	27	93	SE	8	30	25	27	19
Wed Feb  3 00:26:58 2010	 Philadelphia PA 	Overcast	34	56	N/A		30.15	19	34	34
Wed Feb  3 01:10:07 2010	 San Jose CA 	Light Rain	57	77	NW	6	29.83	50	57	57
Wed Feb  3 01:10:08 2010	 Charlotte NC 	Light Rain	37	93	Variable	3	29.97	36	37	35
Wed Feb  3 01:10:09 2010	 San Diego CA 	Mostly Cloudy	61	68	NW	9	29.8	50	61	60
Wed Feb  3 01:10:11 2010	 Denver CO 	Mostly Cloudy	37	41	NNW	7	29.88	16	37	33
Wed Feb  3 01:10:13 2010	 Memphis TN 	Overcast	41	70	NNW	7	30.18	32	41	37
Wed Feb  3 01:10:14 2010	 Los Angeles CA 	Clear	64	56	Variable	3	29.77	48	64	64
Wed Feb  3 01:10:15 2010	 El Paso TX 	Mostly Cloudy	61	36	E	13	29.88	34	61	59
Wed Feb  3 01:10:17 2010	 New York City NY 	Overcast	32	60	Variable	7	30.18	19	32	26
Wed Feb  3 01:10:18 2010	 Baltimore MD 	Fair	34	70	N/A		30.12	25	34	34
Wed Feb  3 01:10:19 2010	 Las Vegas NV 	Clear	57	36	ENE	6	29.83	30	57	57
Wed Feb  3 01:13:19 2010										
Wed Feb  3 01:13:20 2010	 Austin TX 	Hazy	52	77	N/A		30.15	45	52	52
Wed Feb  3 01:13:21 2010	 San Francisco CA 	Mostly Cloudy	55	72	N/A		29.83	46	55	55
Wed Feb  3 01:13:22 2010	 Oklahoma City OK 	Fog And Mist	34	81	S	7	30.18	28	34	28
Wed Feb  3 01:13:23 2010	 Nashville TN 	Overcast	43	61	NW	5	30.09	30	43	40
Wed Feb  3 01:13:26 2010	 Fort Worth TX 	Partly Cloudy	54	51	ENE	3	30.21	36	54	54
Wed Feb  3 01:13:27 2010	 Phoenix AZ 	Mostly Cloudy	72	29	E	3	29.74	37	76	72
Wed Feb  3 01:13:28 2010	 Portland OR 	Mostly Cloudy	52	67	N/A		29.77	41	52	52
Wed Feb  3 01:13:28 2010	 Chicago IL 	Light Snow	30	86	W	7	30	27	30	24
Wed Feb  3 01:13:29 2010	 San Antonio TX 	Fog And Mist	52	88	NE	10	30.12	48	52	49
Wed Feb  3 01:13:37 2010	 Indianapolis IN 	Overcast	34	75	SSW	13	30.03	27	34	26
Wed Feb  3 01:13:38 2010	 Boston MA 	Mostly Cloudy	28	47	SW	5	30.21	10	28	24
Wed Feb  3 01:13:39 2010	 Jacksonville FL 	Overcast	57	82	NW	9	30	52	57	55
Wed Feb  3 01:13:40 2010	 Columbus OH 	Overcast	41	39	N/A		29.97	18	41	41
Wed Feb  3 01:13:41 2010	 Dallas TX 	Mostly Cloudy	48	62	N	6	30.15	36	48	46
Wed Feb  3 01:13:42 2010	 Houston TX 	Overcast	57	72	NE	7	30.15	48	57	56
Wed Feb  3 01:13:43 2010	 Seattle WA 	Mostly Cloudy	54	58	NW	3	29.8	39	54	54
Wed Feb  3 01:13:43 2010	 Milwaukee WI 	Light Snow	32	80	SSW	5	29.97	27	32	28
Wed Feb  3 01:13:44 2010	 Detroit MI 	Light Snow	27	93	SE	6	30.03	25	27	21
Wed Feb  3 01:13:51 2010	 Philadelphia PA 	Overcast	34	60	N/A		30.15	21	34	34
Wed Feb  3 01:58:13 2010	 San Jose CA 	Light Rain	57	77	NW	6	29.83	50	57	57
Wed Feb  3 01:58:15 2010	 Charlotte NC 	Light Rain	37	93	Variable	3	29.97	36	37	35
Wed Feb  3 01:58:16 2010	 San Diego CA 	Mostly Cloudy	61	68	NW	9	29.8	50	61	60
Wed Feb  3 01:58:18 2010	 Denver CO 	Mostly Cloudy	37	41	NNW	7	29.88	16	37	33
Wed Feb  3 01:58:20 2010	 Memphis TN 	Overcast	41	70	NW	5	30.18	32	41	38
Wed Feb  3 01:58:20 2010	 Los Angeles CA 	Clear	64	56	Variable	3	29.77	48	64	64
Wed Feb  3 01:58:21 2010	 El Paso TX 	Mostly Cloudy	61	36	E	13	29.88	34	61	59
Wed Feb  3 01:58:23 2010	 New York City NY 	Overcast	32	60	Variable	7	30.18	19	32	26
Wed Feb  3 01:58:24 2010	 Baltimore MD 	Fair	34	70	N/A		30.12	25	34	34
Wed Feb  3 01:58:25 2010	 Las Vegas NV 	Clear	57	36	ENE	6	29.83	30	57	57
Wed Feb  3 01:58:26 2010	 Washington DC 	Light Snow	34	81	NE	7	30.12	28	34	28
Wed Feb  3 01:58:27 2010	 Austin TX 	Mostly Cloudy	52	77	N/A		30.15	45	52	52
Wed Feb  3 01:58:28 2010	 San Francisco CA 	Mostly Cloudy	55	72	N/A		29.83	46	55	55
Wed Feb  3 01:58:29 2010	 Oklahoma City OK 	Fog And Mist	34	87	S	3	30.18	30	34	31
Wed Feb  3 01:58:30 2010	 Nashville TN 	Overcast	43	61	NW	5	30.09	30	43	40
Wed Feb  3 01:58:31 2010	 Fort Worth TX 	Partly Cloudy	54	51	ENE	3	30.21	36	54	54
Wed Feb  3 01:58:32 2010	 Phoenix AZ 	Mostly Cloudy	72	29	E	3	29.74	37	76	72
Wed Feb  3 01:58:33 2010	 Portland OR 	Mostly Cloudy	52	67	N/A		29.77	41	52	52
Wed Feb  3 01:58:35 2010	 Chicago IL 	Light Snow	30	86	W	7	30	27	30	24
Wed Feb  3 01:58:35 2010	 San Antonio TX 	Fog And Mist	52	88	NE	10	30.12	48	52	49
Wed Feb  3 01:58:36 2010	 Indianapolis IN 	Overcast	34	75	SSW	10	30.03	27	34	27
Wed Feb  3 01:58:37 2010	 Boston MA 	Mostly Cloudy	28	47	SW	5	30.21	10	28	24
Wed Feb  3 01:58:40 2010	 Jacksonville FL 	Overcast	57	82	NW	9	30	52	57	55
Wed Feb  3 01:58:40 2010	 Columbus OH 	Overcast	41	39	N/A		29.97	18	41	41
Wed Feb  3 01:58:41 2010	 Dallas TX 	Mostly Cloudy	48	62	N	6	30.15	36	48	46
Wed Feb  3 01:58:42 2010	 Houston TX 	Overcast	57	72	NE	7	30.15	48	57	56
Wed Feb  3 01:58:44 2010	 Seattle WA 	Mostly Cloudy	54	58	NW	3	29.8	39	54	54
Wed Feb  3 01:58:45 2010	 Milwaukee WI 	Light Snow	32	80	SSW	5	29.97	27	32	28
Wed Feb  3 01:58:46 2010	 Detroit MI 	Light Snow	27	93	SSE	5	30.03	25	27	22
Wed Feb  3 01:58:47 2010	 Philadelphia PA 	Overcast	34	60	N/A		30.15	21	34	34
Wed Feb  3 02:46:59 2010	 San Jose CA 	Light Rain	55	77	N/A		29.83	48	55	55
Wed Feb  3 02:47:00 2010	 Charlotte NC 	Fog And Mist	37	93	N	5	30	36	37	34
Wed Feb  3 02:47:01 2010	 San Diego CA 	Mostly Cloudy	59	72	NW	6	29.8	50	59	59
Wed Feb  3 02:47:02 2010	 Denver CO 	Mostly Cloudy	37	41	NW	5	29.88	16	37	34
Wed Feb  3 02:47:03 2010	 Memphis TN 	Mostly Cloudy	39	70	NW	3	30.21	30	39	37
Wed Feb  3 02:47:04 2010	 Los Angeles CA 	Clear	63	59	W	5	29.77	48	63	63
Wed Feb  3 02:47:05 2010	 El Paso TX 	Overcast	57	41	ENE	10	29.88	34	57	55
Wed Feb  3 02:47:07 2010	 New York City NY 	Overcast	32	64	SE	8	30.18	21	32	26
Wed Feb  3 02:47:08 2010	 Baltimore MD 	Fair	32	87	N/A		30.12	28	32	32
Wed Feb  3 02:47:09 2010	 Las Vegas NV 	Clear	55	41	SE	3	29.83	32	55	55
Wed Feb  3 02:47:10 2010	 Washington DC 	Light Snow	34	81	NE	6	30.12	28	34	29
Wed Feb  3 02:47:12 2010	 Austin TX 	Mostly Cloudy	50	82	N/A		30.15	45	50	50
Wed Feb  3 02:47:13 2010	 San Francisco CA 	Mostly Cloudy	55	72	W	3	29.85	46	55	55
Wed Feb  3 02:47:14 2010	 Oklahoma City OK 	Fog And Mist	34	87	SSE	7	30.18	30	34	28
Wed Feb  3 02:47:15 2010	 Nashville TN 	Overcast	43	61	NW	8	30.12	30	43	38
Wed Feb  3 02:47:16 2010	 Fort Worth TX 	Partly Cloudy	46	62	NE	3	30.24	34	46	46
Wed Feb  3 02:47:17 2010	 Phoenix AZ 	Mostly Cloudy	70	33	N/A		29.74	39	70	70
Wed Feb  3 02:47:18 2010	 Portland OR 	Mostly Cloudy	48	71	SE	13	29.77	39	48	43
Wed Feb  3 02:47:19 2010	 Chicago IL 	Light Snow	32	80	SSW	12	30.03	27	32	24
Wed Feb  3 02:47:20 2010	 San Antonio TX 	Fog And Mist	52	88	NE	9	30.12	48	52	49
Wed Feb  3 02:47:22 2010	 Indianapolis IN 	Overcast	34	81	SSW	12	30.03	28	34	26
Wed Feb  3 02:47:22 2010	 Boston MA 	Mostly Cloudy	27	54	S	6	30.18	12	27	21
Wed Feb  3 02:47:23 2010	 Jacksonville FL 	Overcast	57	82	NNW	12	30	52	57	55
Wed Feb  3 02:47:25 2010	 Columbus OH 	Overcast	39	48	N	3	29.97	21	39	37
Wed Feb  3 02:47:25 2010	 Dallas TX 	Mostly Cloudy	48	62	N/A		30.21	36	48	48
Wed Feb  3 02:47:27 2010	 Houston TX 	Overcast	55	77	ENE	6	30.15	48	55	55
Wed Feb  3 02:47:28 2010	 Seattle WA 	Mostly Cloudy	52	62	NNW	6	29.8	39	52	50
Wed Feb  3 02:47:29 2010	 Milwaukee WI 	Light Snow	32	80	W	3	30	27	32	29
Wed Feb  3 02:47:30 2010	 Detroit MI 	Fog And Mist	27	93	SSE	3	30.03	25	27	23
Wed Feb  3 02:47:31 2010	 Philadelphia PA 	Overcast	34	56	E	5	30.15	19	34	30
Wed Feb  3 03:33:57 2010	 San Jose CA 	Overcast	55	77	N/A		29.83	48	55	55
Wed Feb  3 03:33:58 2010	 Charlotte NC 	Fog And Mist	37	93	N	3	30	36	37	35
Wed Feb  3 03:34:00 2010	 San Diego CA 	Mostly Cloudy	59	77	NW	6	29.8	52	59	59
Wed Feb  3 03:34:01 2010	 Denver CO 	Mostly Cloudy	34	48	N/A		29.88	16	34	34
Wed Feb  3 03:34:02 2010	 Memphis TN 	Clear	37	75	NW	3	30.24	30	37	35
Wed Feb  3 03:34:03 2010	 Los Angeles CA 	Mostly Cloudy	61	68	SSW	3	29.77	50	61	61
Wed Feb  3 03:34:04 2010	 El Paso TX 	Overcast	54	47	ENE	9	29.88	34	54	51
Wed Feb  3 03:34:06 2010	 New York City NY 	Overcast	30	75	N/A		30.18	23	30	30
Wed Feb  3 03:34:06 2010	 Baltimore MD 	Fair	32	87	N/A		30.09	28	32	32
Wed Feb  3 03:34:07 2010	 Las Vegas NV 	Clear	54	47	N/A		29.83	34	54	54
Wed Feb  3 03:34:08 2010	 Washington DC 	Light Snow	34	87	NE	7	30.09	30	34	28
Wed Feb  3 03:34:09 2010	 Austin TX 	Overcast	52	82	N/A		30.15	46	52	52
Wed Feb  3 03:34:10 2010	 San Francisco CA 	Overcast	55	77	N/A		29.85	48	55	55
Wed Feb  3 03:34:11 2010	 Oklahoma City OK 	Fog And Mist	34	87	N/A		30.21	30	34	34
