3	www.weatherforyou.com										
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Humidity (%)	Wind	(Wind Speed) (MPH)	Wind Gusts (MPH)	Barometer (in.)	Dewpoint (°F)	Wind Chill (°F)	Visibility (SM/Miles)
Tue Feb  2 08:32:24 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 33 0 	63	S	1		30.11	22	28	
Tue Feb  2 08:32:25 2010	Boston, Massachusetts, United States (02101)	 Mostly Cloudy	 27 -3 	46	W	12		30.21	9	17	10
Tue Feb  2 08:32:26 2010	Jacksonville, Florida, United States (32099)	 Light Rain	 58 14 	95	Calm		 	29.94	56		
Tue Feb  2 08:32:27 2010	Columbus, Ohio, United States (43085)	 Overcast	 28 -2 	64	SE	5		30.15	18	24	10
Tue Feb  2 08:32:29 2010	Dallas, Texas, United States (75201)	 Overcast	 39 4 	95	N	2	3	30.13	38		
Tue Feb  2 08:32:30 2010	Houston, Texas, United States (77001)	 Mist	 47 8 	100	SE	5	7	30.04	47	45	
Tue Feb  2 08:32:31 2010	Seattle, Washington, United States (98101)	 Light Rain	 46 8 	87	SSE	5		29.88	43	45	7
Tue Feb  2 08:32:32 2010	Milwaukee, Wisconsin, United States (53201)	 Snow	 27 -3 	93	Calm		 	30.12	25		1 1/2
Tue Feb  2 08:32:33 2010	Detroit, Michigan, United States (48201)	 Partly Cloudy	 19 -7 	86	Calm		 	30.21	16		9
Tue Feb  2 08:32:34 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 25 -4 	74	Calm		 	30.30	18		10
Tue Feb  2 09:15:29 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 49 10 	76	Calm		 	29.88	42		
Tue Feb  2 09:15:30 2010	Charlotte, North Carolina, United States (28201)	 Overcast	 34 1 	81	Calm		 	30.15	29	33	
Tue Feb  2 09:15:31 2010	San Diego, California, United States (92101)	 Partly Cloudy	 53 12 	92	Calm		 	30.08	51		
Tue Feb  2 09:15:32 2010	Denver, Colorado, United States (80214)	 Clear	 29 -2 	49	Calm		 	30.28	12		
Tue Feb  2 09:15:34 2010	Memphis, Tennessee, United States (37501)	 Overcast	 41 5 	81	Calm		 	30.09	36		10
Tue Feb  2 09:15:35 2010	Los Angeles, California, United States (90001)	 Mist	 55 13 	88	Calm		 	29.88	52		3
Tue Feb  2 09:15:36 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 45 7 	66	NE	3		29.97	34	44	10
Tue Feb  2 09:15:37 2010	New York, New York, United States (10001)	 Clear	 30 -1 	47	W	6		30.27	12	25	10
Tue Feb  2 09:15:38 2010	Baltimore, Maryland, United States (21201)	 Mostly Cloudy	 19 -7 	86	Calm		 	30.24	16		10
Tue Feb  2 09:15:40 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 48 9 	62	Calm		 	29.97	36	46	
Tue Feb  2 09:15:41 2010	Washington, D.C., United States (20001)	 Mostly Cloudy	 28 -2 	69	ENE	5		30.27	19	24	10
Tue Feb  2 09:15:42 2010	Austin, Texas, United States (73301)	 Mist	 44 7 	97	Calm		 	30.05	45		
Tue Feb  2 09:15:43 2010	San Francisco, California, United States (94101)	 Overcast	 54 12 	82	E	3		29.91	48		10
Tue Feb  2 09:15:44 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 37 3 	91	Calm		 	30.17	35		
Tue Feb  2 09:15:45 2010	Nashville, Tennessee, United States (37201)	 Light Rain	 36 2 	93	Calm		 	30.12	34		2 1/2
Tue Feb  2 09:15:47 2010	Fort Worth, Texas, United States (76101)	 Overcast	 41 5 	81	Calm		 	30.15	36		7
Tue Feb  2 09:15:48 2010	Phoenix, Arizona, United States (85001)	 Clear	 52 11 	63	N	2	3	29.87	40		
Tue Feb  2 09:15:49 2010	Portland, Oregon, United States (97201)	 Overcast	 43 6 	93	Calm		 	29.91	41		10
Tue Feb  2 09:15:51 2010	Chicago, Illinois, United States (60601)	 Snow	 27 -3 	93	SE	5		30.12	25	22	4-Mar
Tue Feb  2 09:15:52 2010	San Antonio, Texas, United States (78201)	 Mist	 49 9 	85	Calm		 	29.96	45	47	
Tue Feb  2 09:15:54 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 33 0 	63	S	1		30.11	22	28	
Tue Feb  2 09:15:55 2010	Boston, Massachusetts, United States (02101)	 Mostly Cloudy	 27 -3 	46	W	12		30.21	9	17	10
Tue Feb  2 09:15:56 2010	Jacksonville, Florida, United States (32099)	 Light Rain	 59 15 	96	Calm		 	29.92	58		
Tue Feb  2 09:15:57 2010	Columbus, Ohio, United States (43085)	 Overcast	 30 -1 	59	ESE	5		30.15	18	26	10
Tue Feb  2 09:15:58 2010	Dallas, Texas, United States (75201)	 Overcast	 39 4 	94	N	2	3	30.13	37	38	
Tue Feb  2 09:15:59 2010	Houston, Texas, United States (77001)	 Mist	 47 8 	100	ESE	3	4	30.05	47	46	
Tue Feb  2 09:16:01 2010	Seattle, Washington, United States (98101)	 Light Rain	 46 8 	87	SSE	5		29.88	43	45	7
Tue Feb  2 09:16:02 2010	Milwaukee, Wisconsin, United States (53201)	 Snow	 27 -3 	93	Calm		 	30.12	25		1 1/2
Tue Feb  2 09:16:03 2010	Detroit, Michigan, United States (48201)	 Partly Cloudy	 19 -7 	86	Calm		 	30.21	16		9
Tue Feb  2 09:16:04 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 25 -4 	74	Calm		 	30.30	18		10
Tue Feb  2 09:59:02 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 49 9 	77	Calm		 	29.88	42		
Tue Feb  2 09:59:03 2010	Charlotte, North Carolina, United States (28201)	 Overcast	 34 1 	79	Calm		 	30.14	29	32	
Tue Feb  2 09:59:04 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 53 12 	92	Calm		 	30.08	51		
Tue Feb  2 09:59:05 2010	Denver, Colorado, United States (80214)	 Clear	 28 -2 	52	Calm		 	30.28	13	27	
Tue Feb  2 09:59:06 2010	Memphis, Tennessee, United States (37501)	 Overcast	 39 4 	81	Calm		 	30.12	34		10
Tue Feb  2 09:59:07 2010	Los Angeles, California, United States (90001)	 Mist	 55 13 	88	Calm		 	29.88	52		3
Tue Feb  2 09:59:09 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 45 7 	66	NE	3		29.97	34	44	10
Tue Feb  2 09:59:10 2010	New York, New York, United States (10001)	 Clear	 30 -1 	47	W	6		30.27	12	25	10
Tue Feb  2 09:59:11 2010	Baltimore, Maryland, United States (21201)	 Mostly Cloudy	 19 -7 	86	Calm		 	30.24	16		10
Tue Feb  2 09:59:12 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 47 8 	63	Calm		 	29.96	35		
Tue Feb  2 09:59:13 2010	Washington, D.C., United States (20001)	 Mostly Cloudy	 28 -2 	64	ENE	5		30.27	18	24	10
Tue Feb  2 09:59:14 2010	Austin, Texas, United States (73301)	 Mist	 44 7 	97	NE	4		30.05	45		
Tue Feb  2 09:59:15 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 52 11 	88	ENE	12		29.91	48	48	10
Tue Feb  2 09:59:16 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 37 3 	91	Calm		 	30.17	35		
Tue Feb  2 09:59:18 2010	Nashville, Tennessee, United States (37201)	 Light Rain	 36 2 	93	SSE	3		30.12	34	33	3
Tue Feb  2 09:59:19 2010	Fort Worth, Texas, United States (76101)	 Overcast	 41 5 	81	Calm		 	30.15	36		7
Tue Feb  2 09:59:20 2010	Phoenix, Arizona, United States (85001)	 Clear	 52 11 	61	N	1	3	29.87	39		
Tue Feb  2 09:59:21 2010	Portland, Oregon, United States (97201)	 Overcast	 43 6 	93	Calm		 	29.91	41		10
Tue Feb  2 09:59:23 2010	Chicago, Illinois, United States (60601)	 Snow	 27 -3 	93	SE	6		30.12	25	21	1 1/4
Tue Feb  2 09:59:24 2010	San Antonio, Texas, United States (78201)	 Mist	 49 10 	85	Calm		 	29.96	45	46	
Tue Feb  2 09:59:25 2010	Indianapolis, Indiana, United States (46201)	 Snow	 33 0 	63	S	1		30.11	22	29	
Tue Feb  2 09:59:26 2010	Boston, Massachusetts, United States (02101)	 Partly Cloudy	 27 -3 	46	W	12		30.21	9	17	10
Tue Feb  2 09:59:27 2010	Jacksonville, Florida, United States (32099)	 Light Rain	 59 15 	96	Calm		 	29.92	58		
Tue Feb  2 09:59:29 2010	Columbus, Ohio, United States (43085)	 Overcast	 30 -1 	59	ESE	5		30.15	18	26	10
Tue Feb  2 09:59:30 2010	Dallas, Texas, United States (75201)	 Overcast	 39 4 	93	Calm		 	30.13	37		
Tue Feb  2 09:59:31 2010	Houston, Texas, United States (77001)	 Mist	 47 8 	100	SSE	2	4	30.05	47		
Tue Feb  2 09:59:32 2010	Seattle, Washington, United States (98101)	 Light Rain	 46 8 	87	SSE	6		29.85	43	44	7
Tue Feb  2 09:59:33 2010	Milwaukee, Wisconsin, United States (53201)	 Snow	 27 -3 	93	ENE	3		30.09	25	23	1 1/2
Tue Feb  2 09:59:34 2010	Detroit, Michigan, United States (48201)	 Overcast	 19 -7 	86	ENE	3		30.21	16	15	9
Tue Feb  2 09:59:36 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 25 -4 	74	NNE	3		30.27	18	21	10
Tue Feb  2 10:42:35 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 48 9 	78	Calm		 	29.87	41		
Tue Feb  2 10:42:36 2010	Charlotte, North Carolina, United States (28201)	 Overcast	 35 2 	74	Calm		 	30.11	28	31	
Tue Feb  2 10:42:38 2010	San Diego, California, United States (92101)	 Overcast	 54 12 	92	Calm		 	30.07	51		
Tue Feb  2 10:42:39 2010	Denver, Colorado, United States (80214)	 Clear	 27 -3 	55	Calm		 	30.29	13	25	
Tue Feb  2 10:42:40 2010	Memphis, Tennessee, United States (37501)	 Mostly Cloudy	 39 4 	81	Calm		 	30.09	34		10
Tue Feb  2 10:42:41 2010	Los Angeles, California, United States (90001)	 Mist	 55 13 	88	Calm		 	29.88	52		3
Tue Feb  2 10:42:42 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 45 7 	66	Calm		 	29.97	34		10
Tue Feb  2 10:42:44 2010	New York, New York, United States (10001)	 Clear	 28 -2 	47	W	3		30.27	10	25	10
Tue Feb  2 10:42:45 2010	Baltimore, Maryland, United States (21201)	 Partly Cloudy	 19 -7 	86	Calm		 	30.27	16		10
Tue Feb  2 10:42:46 2010	Las Vegas, Nevada, United States (89101)	 Overcast	 45 7 	70	Calm		 	29.96	36		
Tue Feb  2 10:42:47 2010	Washington, D.C., United States (20001)	 Mostly Cloudy	 27 -3 	74	ENE	3		30.27	19	23	10
Tue Feb  2 10:42:49 2010	Austin, Texas, United States (73301)	 Mist	 44 7 	97	Calm		 	30.05	45	42	
Tue Feb  2 10:42:50 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 52 11 	88	ENE	8		29.91	48	49	10
Tue Feb  2 10:42:51 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 37 3 	91	Calm		 	30.17	35		
Tue Feb  2 10:42:52 2010	Nashville, Tennessee, United States (37201)	 Drizzle	 36 2 	93	Calm		 	30.12	34		1 3/4
Tue Feb  2 10:42:53 2010	Fort Worth, Texas, United States (76101)	 Overcast	 41 5 	81	Calm		 	30.18	36		8
Tue Feb  2 10:42:54 2010	Phoenix, Arizona, United States (85001)	 Clear	 52 11 	62	N	2	3	29.87	39		
Tue Feb  2 10:42:55 2010	Portland, Oregon, United States (97201)	 Mostly Cloudy	 43 6 	87	ESE	7		29.91	39	39	10
Tue Feb  2 10:42:56 2010	Chicago, Illinois, United States (60601)	 Snow	 27 -3 	93	SE	5		30.12	25	22	1 1/4
Tue Feb  2 10:42:58 2010	San Antonio, Texas, United States (78201)	 Mist	 49 10 	86	Calm		 	29.96	45	47	
Tue Feb  2 10:42:59 2010	Indianapolis, Indiana, United States (46201)	 Snow	 31 0 	78	E	2	3	30.08	25	27	
Tue Feb  2 10:43:00 2010	Boston, Massachusetts, United States (02101)	 Partly Cloudy	 25 -4 	50	W	8		30.24	9	17	10
Tue Feb  2 10:43:01 2010	Jacksonville, Florida, United States (32099)	 Light Rain	 59 15 	96	Calm		 	29.89	58		
Tue Feb  2 10:43:02 2010	Columbus, Ohio, United States (43085)	 Overcast	 30 -1 	59	SE	5		30.15	18	26	10
Tue Feb  2 10:43:04 2010	Dallas, Texas, United States (75201)	 Overcast	 39 4 	92	Calm		 	30.13	37		
Tue Feb  2 10:43:05 2010	Houston, Texas, United States (77001)	 Mist	 47 8 	99	NE	1		30.05	47		
Tue Feb  2 10:43:06 2010	Seattle, Washington, United States (98101)	 Light Rain	 45 7 	93	SSE	5		29.88	43	43	6
Tue Feb  2 10:43:07 2010	Milwaukee, Wisconsin, United States (53201)	 Snow	 27 -3 	93	Calm		 	30.09	25		2
Tue Feb  2 10:43:09 2010	Detroit, Michigan, United States (48201)	 Overcast	 21 -6 	80	ENE	3		30.18	16	17	9
Tue Feb  2 10:43:10 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 25 -4 	69	SSW	5		30.27	16	20	10
Tue Feb  2 11:26:42 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 47 8 	80	Calm		 	29.87	41		
Tue Feb  2 11:26:43 2010	Charlotte, North Carolina, United States (28201)	 Mostly Cloudy	 35 2 	73	Calm		 	30.11	27	33	
Tue Feb  2 11:26:44 2010	San Diego, California, United States (92101)	 Overcast	 54 12 	92	Calm		 	30.07	52		
Tue Feb  2 11:26:45 2010	Denver, Colorado, United States (80214)	 Clear	 26 -4 	54	ESE	3	5	30.29	11	22	
Tue Feb  2 11:26:47 2010	Memphis, Tennessee, United States (37501)	 Mostly Cloudy	 37 3 	87	Calm		 	30.09	34		10
Tue Feb  2 11:26:48 2010	Los Angeles, California, United States (90001)	 Mist	 54 12 	88	Calm		 	29.88	50		2 1/2
Tue Feb  2 11:26:49 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 43 6 	71	N	8		30.00	34	38	10
Tue Feb  2 11:26:50 2010	New York, New York, United States (10001)	 Clear	 28 -2 	51	VARIABLE	3		30.27	12	25	10
Tue Feb  2 11:26:52 2010	Baltimore, Maryland, United States (21201)	 Mostly Cloudy	 19 -7 	86	Calm		 	30.24	16		9
Tue Feb  2 11:26:53 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 44 7 	74	Calm		 	29.96	36		
Tue Feb  2 11:26:54 2010	Washington, D.C., United States (20001)	 Mostly Cloudy	 27 -3 	74	NE	7		30.27	19	20	10
Tue Feb  2 11:26:55 2010	Austin, Texas, United States (73301)	 Mist	 44 6 	97	Calm		 	30.05	43		
Tue Feb  2 11:26:56 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 50 10 	88	Calm		 	29.88	46		10
Tue Feb  2 11:26:57 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 37 3 	92	Calm		 	30.20	35		
Tue Feb  2 11:26:59 2010	Nashville, Tennessee, United States (37201)	 Drizzle	 36 2 	93	Calm		 	30.09	34		1 1/4
Tue Feb  2 11:27:00 2010	Fort Worth, Texas, United States (76101)	 Overcast	 41 5 	81	Calm		 	30.18	36		7
Tue Feb  2 11:27:01 2010	Phoenix, Arizona, United States (85001)	 Clear	 51 11 	65	Calm		 	29.86	40		
Tue Feb  2 11:27:03 2010	Portland, Oregon, United States (97201)	 Overcast	 43 6 	87	ESE	7		29.91	39	39	10
Tue Feb  2 11:27:04 2010	Chicago, Illinois, United States (60601)	 Snow	 27 -3 	93	SE	7		30.09	25	20	2
Tue Feb  2 11:27:05 2010	San Antonio, Texas, United States (78201)	 Mist	 49 9 	86	NNE	3		29.95	45	46	
Tue Feb  2 11:27:06 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 31 0 	78	E	2	3	30.08	25		
Tue Feb  2 11:27:08 2010	Boston, Massachusetts, United States (02101)	 Clear	 25 -4 	54	W	9		30.24	10	16	10
Tue Feb  2 11:27:09 2010	Jacksonville, Florida, United States (32099)	 Light Rain	 60 15 	96	SW	2	3	29.89	59		
Tue Feb  2 11:27:10 2010	Columbus, Ohio, United States (43085)	 Snow	 28 -2 	74	Calm		 	30.12	21		1 3/4
Tue Feb  2 11:27:12 2010	Dallas, Texas, United States (75201)	 Overcast	 40 4 	92	Calm		 	30.16	37		
Tue Feb  2 11:27:13 2010	Houston, Texas, United States (77001)	 Mist	 47 8 	99	W	1		30.05	47		
Tue Feb  2 11:27:14 2010	Seattle, Washington, United States (98101)	 Light Rain	 45 7 	93	SE	6		29.88	43	42	5
Tue Feb  2 11:27:15 2010	Milwaukee, Wisconsin, United States (53201)	 Snow	 27 -3 	93	ENE	3		30.06	25	23	1 3/4
Tue Feb  2 11:27:16 2010	Detroit, Michigan, United States (48201)	 Overcast	 21 -6 	86	Calm		 	30.18	18		9
Tue Feb  2 11:27:18 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 27 -3 	69	SW	5		30.30	18	22	10
Tue Feb  2 12:10:43 2010	San Jose, California, United States (95101)	 Partly Cloudy	 47 8 	81	Calm		 	29.86	41		
Tue Feb  2 12:10:45 2010	Charlotte, North Carolina, United States (28201)	 Overcast	 35 2 	72	E	3	8	30.09	27	33	
Tue Feb  2 12:10:46 2010	San Diego, California, United States (92101)	 Overcast	 54 12 	90	Calm		 	30.06	52		
Tue Feb  2 12:10:47 2010	Denver, Colorado, United States (80214)	 Partly Cloudy	 26 -4 	54	ESE	3		30.28	11	22	
Tue Feb  2 12:10:49 2010	Memphis, Tennessee, United States (37501)	 Partly Cloudy	 36 2 	87	W	5		30.12	32	32	10
Tue Feb  2 12:10:50 2010	Los Angeles, California, United States (90001)	 Mist	 54 12 	88	Calm		 	29.88	50		3
Tue Feb  2 12:10:51 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 43 6 	71	N	9		30.00	34	38	10
Tue Feb  2 12:10:52 2010	New York, New York, United States (10001)	 Clear	 28 -2 	43	NNW	9		30.27	9	20	10
Tue Feb  2 12:10:53 2010	Baltimore, Maryland, United States (21201)	 Overcast	 21 -6 	80	Calm		 	30.24	16		9
Tue Feb  2 12:10:55 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 44 7 	73	Calm		 	29.95	36		
Tue Feb  2 12:10:56 2010	Washington, D.C., United States (20001)	 Overcast	 28 -2 	69	NE	6		30.24	19	23	10
Tue Feb  2 12:10:57 2010	Austin, Texas, United States (73301)	 Mist	 44 6 	97	Calm		 	30.08	43		
Tue Feb  2 12:10:58 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 50 10 	88	Calm		 	29.88	46		10
Tue Feb  2 12:10:59 2010	Oklahoma City, Oklahoma, United States (73101)	 Overcast	 38 3 	92	Calm		 	30.20	36		
Tue Feb  2 12:11:01 2010	Nashville, Tennessee, United States (37201)	 Mist	 36 2 	93	SSE	3		30.09	34	33	1
Tue Feb  2 12:11:02 2010	Fort Worth, Texas, United States (76101)	 Hazy	 41 5 	81	Calm		 	30.18	36		6
Tue Feb  2 12:11:03 2010	Phoenix, Arizona, United States (85001)	 Clear	 51 11 	63	Calm		 	29.85	39		
Tue Feb  2 12:11:04 2010	Portland, Oregon, United States (97201)	 Overcast	 41 5 	93	ESE	3		29.91	39	39	10
Tue Feb  2 12:11:05 2010	Chicago, Illinois, United States (60601)	 Snow	 27 -3 	93	ESE	7		30.06	25	20	3
Tue Feb  2 12:11:06 2010	San Antonio, Texas, United States (78201)	 Mist	 49 9 	87	NE	3	5	29.96	45	46	
Tue Feb  2 12:11:08 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 31 -1 	79	Calm		 	30.05	25	29	
Tue Feb  2 12:11:09 2010	Boston, Massachusetts, United States (02101)	 Partly Cloudy	 25 -4 	54	NW	9		30.24	10	16	10
Tue Feb  2 12:11:10 2010	Jacksonville, Florida, United States (32099)	 Light Rain	 60 15 	96	Calm		 	29.89	59		
Tue Feb  2 12:11:11 2010	Columbus, Ohio, United States (43085)	 Snow	 27 -3 	93	NE	6		30.12	25	21	1 1/2
Tue Feb  2 12:11:13 2010	Dallas, Texas, United States (75201)	 Overcast	 39 4 	90	Calm		 	30.16	37		
Tue Feb  2 12:11:14 2010	Houston, Texas, United States (77001)	 Mist	 47 8 	99	NNE	4	5	30.06	47	45	
Tue Feb  2 12:11:15 2010	Seattle, Washington, United States (98101)	 Overcast	 45 7 	93	SSE	7		29.88	43	41	10
Tue Feb  2 12:11:16 2010	Milwaukee, Wisconsin, United States (53201)	 Snow	 27 -3 	93	Calm		 	30.06	25		1 1/2
Tue Feb  2 12:11:17 2010	Detroit, Michigan, United States (48201)	 Overcast	 23 -5 	80	SE	3		30.18	18	19	8
Tue Feb  2 12:11:18 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 25 -4 	74	Calm		 	30.30	18		10
Tue Feb  2 12:54:37 2010	San Jose, California, United States (95101)	 Partly Cloudy	 47 8 	81	Calm		 	29.85	41		
Tue Feb  2 12:54:38 2010	Charlotte, North Carolina, United States (28201)	 Overcast	 34 1 	78	Calm		 	30.08	28	31	
Tue Feb  2 12:54:39 2010	San Diego, California, United States (92101)	 Overcast	 54 12 	88	Calm		 	30.05	51		
Tue Feb  2 12:54:41 2010	Denver, Colorado, United States (80214)	 Partly Cloudy	 25 -4 	52	Calm		 	30.28	10	20	
Tue Feb  2 12:54:42 2010	Memphis, Tennessee, United States (37501)	 Partly Cloudy	 36 2 	87	W	5		30.12	32	32	10
Tue Feb  2 12:54:43 2010	Los Angeles, California, United States (90001)	 Mist	 54 12 	88	Calm		 	29.88	50		3
Tue Feb  2 12:54:44 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 43 6 	71	N	9		30.00	34	38	10
Tue Feb  2 12:54:45 2010	New York, New York, United States (10001)	 Clear	 28 -2 	43	NNW	9		30.27	9	20	10
Tue Feb  2 12:54:47 2010	Baltimore, Maryland, United States (21201)	 Overcast	 21 -6 	80	Calm		 	30.24	16		9
Tue Feb  2 12:54:48 2010	Las Vegas, Nevada, United States (89101)	 Mostly Cloudy	 44 7 	73	Calm		 	29.94	36		
Tue Feb  2 12:54:49 2010	Washington, D.C., United States (20001)	 Overcast	 28 -2 	69	NE	6		30.24	19	23	10
Tue Feb  2 12:54:50 2010	Austin, Texas, United States (73301)	 Mist	 44 6 	97	ENE	4	6	30.08	43		
Tue Feb  2 12:54:51 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 50 10 	88	SSE	5		29.88	46	49	10
Tue Feb  2 12:54:52 2010	Oklahoma City, Oklahoma, United States (73101)	 Overcast	 38 3 	92	Calm		 	30.23	36		
Tue Feb  2 12:54:53 2010	Nashville, Tennessee, United States (37201)	 Mist	 36 2 	93	Calm		 	30.09	34		1 1/2
Tue Feb  2 12:54:55 2010	Fort Worth, Texas, United States (76101)	 Overcast	 41 5 	81	Calm		 	30.18	36		7
Tue Feb  2 12:54:56 2010	Phoenix, Arizona, United States (85001)	 Clear	 52 11 	60	Calm		 	29.85	38		
Tue Feb  2 12:54:57 2010	Portland, Oregon, United States (97201)	 Overcast	 41 5 	93	ESE	3		29.91	39	39	10
Tue Feb  2 12:54:58 2010	Chicago, Illinois, United States (60601)	 Snow	 28 -2 	86	E	6		30.06	25	23	2
Tue Feb  2 12:54:59 2010	San Antonio, Texas, United States (78201)	 Mist	 49 9 	87	NE	1		29.97	45	46	
Tue Feb  2 12:55:00 2010	Indianapolis, Indiana, United States (46201)	 Overcast	 31 -1 	78	ESE	1	3	30.04	25	27	
Tue Feb  2 12:55:02 2010	Boston, Massachusetts, United States (02101)	 Partly Cloudy	 25 -4 	54	NW	9		30.24	10	16	10
Tue Feb  2 12:55:03 2010	Jacksonville, Florida, United States (32099)	 Light Rain	 60 15 	96	Calm		 	29.89	59		
Tue Feb  2 12:55:04 2010	Columbus, Ohio, United States (43085)	 Snow	 28 -2 	86	ENE	6		30.12	25	23	3
Tue Feb  2 12:55:05 2010	Dallas, Texas, United States (75201)	 Overcast	 39 4 	88	Calm		 	30.13	36		
Tue Feb  2 12:55:07 2010	Houston, Texas, United States (77001)	 Light Rain	 47 8 	98	NNW	2	3	30.07	46		
Tue Feb  2 12:55:08 2010	Seattle, Washington, United States (98101)	 Overcast	 45 7 	93	SSE	7		29.88	43	41	10
Tue Feb  2 12:55:09 2010	Milwaukee, Wisconsin, United States (53201)	 Snow	 28 -2 	93	SE	5		30.03	27	24	2
Tue Feb  2 12:55:10 2010	Detroit, Michigan, United States (48201)	 Overcast	 23 -5 	80	SE	3		30.18	18	19	8
Tue Feb  2 12:55:11 2010	Philadelphia, Pennsylvania, United States (19019)	 Partly Cloudy	 25 -4 	74	Calm		 	30.30	18		10
Tue Feb  2 13:37:55 2010	San Jose, California, United States (95101)	 Partly Cloudy	 46 8 	82	Calm		 	29.85	41		
Tue Feb  2 13:37:56 2010	Charlotte, North Carolina, United States (28201)	 Snow	 33 1 	82	Calm		 	30.07	29		
Tue Feb  2 13:37:57 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 53 12 	88	Calm		 	30.04	50		
Tue Feb  2 13:37:58 2010	Denver, Colorado, United States (80214)	 Partly Cloudy	 25 -4 	51	Calm		 	30.28	10	22	
Tue Feb  2 13:37:59 2010	Memphis, Tennessee, United States (37501)	 Mostly Cloudy	 36 2 	93	Calm		 	30.12	34		9
Tue Feb  2 13:38:00 2010	Los Angeles, California, United States (90001)	 Hazy	 55 13 	88	Calm		 	29.88	52		3
Tue Feb  2 13:38:02 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 41 5 	76	N	8		30.00	34	36	10
