6	www.washingtonpost.com							
(Timestamp)	(Location)	Condition	Temperature (F C)	RealFeel® (F C)	(Wind Speed) (mph)	Wind	Barometer	Humidity (%)
Wed Feb  3 00:31:21 2010	AUSTIN, TX	Cloudy	53 12	48 9	9	NE	30.15	76
Wed Feb  3 00:31:22 2010	SAN FRANCISCO, CA	Showers	54 12	55 13	0	CLM	29.83	80
Wed Feb  3 00:31:24 2010	OKLAHOMA CITY, OK	Cloudy	35 2	35 2	3	S	30.22	81
Wed Feb  3 00:31:25 2010	NASHVILLE, TN	Cloudy	44 7	43 6	5	WNW	30.09	59
Wed Feb  3 00:31:26 2010	FORT WORTH, TX	Sunny	49 9	43 6	9	NNE	30.16	56
Wed Feb  3 00:31:27 2010	PHOENIX, AZ	Intermittent Clouds	72 22	71 22	3	SSE	29.71	28
Wed Feb  3 00:31:28 2010	PORTLAND, OR	Intermittent Clouds	53 12	57 14	0	CLM	29.78	68
Wed Feb  3 00:31:29 2010	CHICAGO, IL	Flurries	31 -1	27 -3	5	W	30.00	85
Wed Feb  3 00:31:30 2010	SAN ANTONIO, TX	Showers	51 11	45 7	9	NE	30.10	92
Wed Feb  3 00:31:31 2010	INDIANAPOLIS, IN	Cloudy	35 2	27 -3	9	W	30.03	69
Wed Feb  3 00:31:33 2010	BOSTON, MA	Cloudy	29 -2	21 -6	8	SSW	30.21	46
Wed Feb  3 00:31:34 2010	JACKSONVILLE, FL	Cloudy	57 14	55 13	6	NNW	29.97	87
Wed Feb  3 00:31:35 2010	COLUMBUS, OH	Cloudy	40 4	40 4	3	SW	29.99	42
Wed Feb  3 00:31:36 2010	DALLAS, TX	Intermittent Clouds	49 9	42 6	10	N	30.16	56
Wed Feb  3 00:31:37 2010	HOUSTON, TX	Cloudy	58 14	58 14	3	NNE	30.14	71
Wed Feb  3 00:31:38 2010	SEATTLE, WA	Intermittent Clouds	53 12	49 9	8	N	29.83	56
Wed Feb  3 00:31:40 2010	MILWAUKEE, WI	Flurries	32 0	30 -1	3	W	30.00	81
Wed Feb  3 00:31:41 2010	DETROIT, MI	Flurries	28 -2	24 -4	5	SE	30.01	92
Wed Feb  3 00:31:42 2010	PHILADELPHIA, PA	Cloudy	34 1	39 4	0	CLM	30.15	54
Wed Feb  3 01:18:16 2010	SAN JOSE, CA	Showers	57 14	52 11	6	WNW	29.83	77
Wed Feb  3 01:18:17 2010	CHARLOTTE, NC	Rain	37 3	34 1	3	N	29.98	93
Wed Feb  3 01:18:18 2010	SAN DIEGO, CA	Mostly Cloudy	60 16	56 13	9	WNW	29.80	69
Wed Feb  3 01:18:20 2010	DENVER, CO	Intermittent Clouds	41 5	45 7	0	CLM	29.89	28
Wed Feb  3 01:18:21 2010	MEMPHIS, TN	Cloudy	41 5	36 2	7	NNW	30.19	70
Wed Feb  3 01:18:22 2010	LOS ANGELES, CA	Sunny	64 18	64 18	3	N	29.78	57
Wed Feb  3 01:18:23 2010	EL PASO, TX	Mostly Cloudy	61 16	56 13	13	E	29.78	34
Wed Feb  3 01:18:25 2010	NEW YORK, NY	Cloudy	32 0	26 -3	7	N	30.17	60
Wed Feb  3 01:18:26 2010	BALTIMORE, MD	Flurries	33 1	25 -4	7	NE	30.12	75
Wed Feb  3 01:18:27 2010	LAS VEGAS, NV	Intermittent Clouds	58 14	57 14	5	NE	29.78	35
Wed Feb  3 01:18:28 2010	WASHINGTON, DC	Flurries	34 1	25 -4	8	NE	30.12	78
Wed Feb  3 01:18:29 2010	AUSTIN, TX	Cloudy	52 11	48 9	8	NNE	30.16	80
Wed Feb  3 01:18:31 2010	SAN FRANCISCO, CA	Mostly Cloudy	54 12	55 13	3	NNE	29.84	80
Wed Feb  3 01:18:32 2010	OKLAHOMA CITY, OK	Fog	33 1	27 -3	7	S	30.20	84
Wed Feb  3 01:18:33 2010	NASHVILLE, TN	Cloudy	43 6	42 6	5	WNW	30.11	62
Wed Feb  3 01:18:34 2010	FORT WORTH, TX	Sunny	47 8	42 6	8	NNE	30.16	63
Wed Feb  3 01:18:35 2010	PHOENIX, AZ	Intermittent Clouds	71 22	69 21	3	E	29.70	29
Wed Feb  3 01:18:37 2010	PORTLAND, OR	Intermittent Clouds	51 11	54 12	0	CLM	29.77	68
Wed Feb  3 01:18:38 2010	CHICAGO, IL	Cloudy	31 -1	27 -3	6	WSW	30.02	85
Wed Feb  3 01:18:39 2010	SAN ANTONIO, TX	Showers	51 11	44 7	10	NE	30.10	89
Wed Feb  3 01:18:40 2010	INDIANAPOLIS, IN	Cloudy	34 1	22 -6	13	W	30.04	75
Wed Feb  3 01:18:42 2010	BOSTON, MA	Intermittent Clouds	28 -2	26 -3	5	SSW	30.19	48
Wed Feb  3 01:18:43 2010	JACKSONVILLE, FL	Cloudy	55 13	54 12	5	NNW	30.00	87
Wed Feb  3 01:18:45 2010	COLUMBUS, OH	Cloudy	41 5	45 7	0	CLM	30.00	39
Wed Feb  3 01:18:46 2010	DALLAS, TX	Cloudy	46 8	39 4	10	NNE	30.16	65
Wed Feb  3 01:18:47 2010	HOUSTON, TX	Mostly Cloudy	57 14	59 15	0	CLM	30.15	74
Wed Feb  3 01:18:49 2010	SEATTLE, WA	Intermittent Clouds	54 12	52 11	6	N	29.82	52
Wed Feb  3 01:18:50 2010	MILWAUKEE, WI	Flurries	32 0	28 -2	5	W	30.01	81
Wed Feb  3 01:18:51 2010	DETROIT, MI	Fog	29 -2	32 0	0	CLM	30.04	88
Wed Feb  3 01:18:52 2010	PHILADELPHIA, PA	Cloudy	34 1	39 4	0	CLM	30.15	61
Wed Feb  3 02:03:03 2010	SAN JOSE, CA	Showers	57 14	52 11	6	WNW	29.83	77
Wed Feb  3 02:03:04 2010	CHARLOTTE, NC	Rain	37 3	34 1	3	N	29.98	93
Wed Feb  3 02:03:05 2010	SAN DIEGO, CA	Mostly Cloudy	60 16	56 13	9	WNW	29.80	69
Wed Feb  3 02:03:06 2010	DENVER, CO	Intermittent Clouds	41 5	45 7	0	CLM	29.89	28
Wed Feb  3 02:03:07 2010	MEMPHIS, TN	Cloudy	41 5	39 4	5	NW	30.19	70
Wed Feb  3 02:03:09 2010	LOS ANGELES, CA	Sunny	64 18	64 18	3	N	29.78	57
Wed Feb  3 02:03:10 2010	EL PASO, TX	Mostly Cloudy	61 16	56 13	13	E	29.78	34
Wed Feb  3 02:03:11 2010	NEW YORK, NY	Cloudy	32 0	26 -3	7	N	30.17	60
Wed Feb  3 02:03:12 2010	BALTIMORE, MD	Flurries	32 0	24 -4	7	NE	30.11	80
Wed Feb  3 02:03:14 2010	LAS VEGAS, NV	Intermittent Clouds	58 14	57 14	5	NE	29.78	35
Wed Feb  3 02:03:15 2010	WASHINGTON, DC	Flurries	34 1	28 -2	6	NE	30.12	80
Wed Feb  3 02:03:16 2010	AUSTIN, TX	Cloudy	52 11	48 9	8	NNE	30.16	80
Wed Feb  3 02:03:17 2010	SAN FRANCISCO, CA	Cloudy	54 12	54 12	3	ENE	29.83	80
Wed Feb  3 02:03:19 2010	OKLAHOMA CITY, OK	Cloudy	34 1	34 1	3	S	30.18	86
Wed Feb  3 02:03:20 2010	NASHVILLE, TN	Cloudy	43 6	42 6	5	WNW	30.11	62
Wed Feb  3 02:03:21 2010	FORT WORTH, TX	Cloudy	47 8	42 6	8	NNE	30.16	63
Wed Feb  3 02:03:22 2010	PHOENIX, AZ	Intermittent Clouds	71 22	69 21	3	E	29.70	29
Wed Feb  3 02:03:24 2010	PORTLAND, OR	Intermittent Clouds	51 11	54 12	0	CLM	29.77	68
Wed Feb  3 02:03:25 2010	CHICAGO, IL	Cloudy	30 -1	26 -3	6	W	30.01	92
Wed Feb  3 02:03:26 2010	SAN ANTONIO, TX	Showers	51 11	44 7	10	NE	30.10	89
Wed Feb  3 02:03:27 2010	INDIANAPOLIS, IN	Cloudy	34 1	24 -4	10	W	30.02	74
Wed Feb  3 02:03:29 2010	BOSTON, MA	Intermittent Clouds	28 -2	26 -3	5	SSW	30.19	48
Wed Feb  3 02:03:30 2010	JACKSONVILLE, FL	Cloudy	55 13	54 12	5	NNW	30.00	87
Wed Feb  3 02:03:31 2010	COLUMBUS, OH	Cloudy	41 5	45 7	0	CLM	30.00	39
Wed Feb  3 02:03:32 2010	DALLAS, TX	Cloudy	46 8	39 4	10	NNE	30.16	65
Wed Feb  3 02:03:33 2010	HOUSTON, TX	Cloudy	57 14	59 15	0	CLM	30.15	74
Wed Feb  3 02:03:35 2010	SEATTLE, WA	Intermittent Clouds	54 12	52 11	6	N	29.82	52
Wed Feb  3 02:03:36 2010	MILWAUKEE, WI	Flurries	32 0	28 -2	5	W	30.01	81
Wed Feb  3 02:03:37 2010	DETROIT, MI	Flurries	28 -2	26 -3	3	SE	30.02	92
Wed Feb  3 02:03:38 2010	PHILADELPHIA, PA	Cloudy	34 1	39 4	0	CLM	30.15	61
Wed Feb  3 02:51:47 2010	SAN JOSE, CA	Showers	55 13	54 12	0	CLM	29.84	79
Wed Feb  3 02:51:48 2010	CHARLOTTE, NC	Fog	37 3	35 2	5	N	29.99	93
Wed Feb  3 02:51:49 2010	SAN DIEGO, CA	Mostly Cloudy	59 15	57 14	6	WNW	29.81	71
Wed Feb  3 02:51:50 2010	DENVER, CO	Intermittent Clouds	37 3	33 1	6	N	29.89	32
Wed Feb  3 02:51:51 2010	MEMPHIS, TN	Cloudy	39 4	39 4	3	NW	30.21	72
Wed Feb  3 02:51:53 2010	LOS ANGELES, CA	Sunny	63 17	62 17	5	W	29.78	59
Wed Feb  3 02:51:54 2010	EL PASO, TX	Cloudy	57 14	52 11	10	ENE	29.80	41
Wed Feb  3 02:51:55 2010	NEW YORK, NY	Cloudy	32 0	25 -4	8	SE	30.16	63
Wed Feb  3 02:51:56 2010	BALTIMORE, MD	Snow	30 -1	22 -6	7	NE	30.10	92
Wed Feb  3 02:51:57 2010	LAS VEGAS, NV	Intermittent Clouds	57 14	56 13	5	E	29.78	38
Wed Feb  3 02:51:59 2010	WASHINGTON, DC	Flurries	34 1	28 -2	6	NNE	30.11	80
Wed Feb  3 02:52:00 2010	AUSTIN, TX	Cloudy	49 9	45 7	7	N	30.16	86
Wed Feb  3 02:52:01 2010	SAN FRANCISCO, CA	Cloudy	54 12	54 12	3	E	29.84	82
Wed Feb  3 02:52:03 2010	OKLAHOMA CITY, OK	Fog	33 1	27 -3	7	SSE	30.22	88
Wed Feb  3 02:52:04 2010	NASHVILLE, TN	Cloudy	42 6	36 2	8	WNW	30.13	62
Wed Feb  3 02:52:05 2010	FORT WORTH, TX	Clear	44 7	41 5	6	E	30.20	67
Wed Feb  3 02:52:06 2010	PHOENIX, AZ	Intermittent Clouds	70 21	70 21	0	CLM	29.70	32
Wed Feb  3 02:52:07 2010	PORTLAND, OR	Intermittent Clouds	48 9	40 4	13	ESE	29.76	70
Wed Feb  3 02:52:08 2010	CHICAGO, IL	Cloudy	31 -1	24 -4	8	W	30.04	88
Wed Feb  3 02:52:09 2010	SAN ANTONIO, TX	Showers	51 11	45 7	8	ENE	30.10	89
Wed Feb  3 02:52:11 2010	INDIANAPOLIS, IN	Cloudy	34 1	23 -5	12	W	30.06	78
Wed Feb  3 02:52:12 2010	BOSTON, MA	Intermittent Clouds	26 -3	22 -6	6	S	30.19	55
Wed Feb  3 02:52:13 2010	JACKSONVILLE, FL	Cloudy	55 13	50 10	10	NNW	30.01	81
Wed Feb  3 02:52:14 2010	COLUMBUS, OH	Cloudy	39 4	39 4	3	N	30.01	48
Wed Feb  3 02:52:15 2010	DALLAS, TX	Cloudy	44 7	41 5	6	N	30.20	67
Wed Feb  3 02:52:16 2010	HOUSTON, TX	Cloudy	53 12	53 12	3	NNW	30.16	85
Wed Feb  3 02:52:17 2010	SEATTLE, WA	Intermittent Clouds	49 9	46 8	6	N	29.81	65
Wed Feb  3 02:52:18 2010	MILWAUKEE, WI	Flurries	32 0	30 -1	3	W	30.03	81
Wed Feb  3 02:52:20 2010	DETROIT, MI	Flurries	28 -2	24 -4	5	SE	30.05	92
Wed Feb  3 02:52:21 2010	PHILADELPHIA, PA	Cloudy	34 1	32 0	5	E	30.14	56
Wed Feb  3 03:38:38 2010	SAN JOSE, CA	Cloudy	55 13	57 14	0	CLM	29.83	79
Wed Feb  3 03:38:40 2010	CHARLOTTE, NC	Fog	37 3	37 3	3	N	30.00	95
Wed Feb  3 03:38:41 2010	SAN DIEGO, CA	Mostly Cloudy	59 15	57 14	6	NW	29.81	74
Wed Feb  3 03:38:43 2010	DENVER, CO	Intermittent Clouds	37 3	41 5	0	CLM	29.88	32
Wed Feb  3 03:38:44 2010	MEMPHIS, TN	Clear	37 3	37 3	3	WNW	30.24	75
Wed Feb  3 03:38:45 2010	LOS ANGELES, CA	Mostly Cloudy	60 16	60 16	3	W	29.78	69
Wed Feb  3 03:38:46 2010	EL PASO, TX	Cloudy	54 12	49 9	9	ENE	29.80	46
Wed Feb  3 03:38:48 2010	NEW YORK, NY	Cloudy	31 -1	36 2	0	CLM	30.15	72
Wed Feb  3 03:38:49 2010	BALTIMORE, MD	Snow	30 -1	28 -2	3	NNE	30.10	95
Wed Feb  3 03:38:50 2010	LAS VEGAS, NV	Intermittent Clouds	56 13	55 13	5	NNE	29.78	40
Wed Feb  3 03:38:51 2010	WASHINGTON, DC	Flurries	33 1	25 -4	7	NNE	30.10	88
Wed Feb  3 03:38:52 2010	AUSTIN, TX	Cloudy	52 11	50 10	6	NE	30.16	80
Wed Feb  3 03:38:53 2010	SAN FRANCISCO, CA	Cloudy	54 12	56 13	0	CLM	29.84	82
Wed Feb  3 03:38:54 2010	OKLAHOMA CITY, OK	Fog	33 1	38 3	0	CLM	30.24	88
Wed Feb  3 03:38:55 2010	NASHVILLE, TN	Cloudy	41 5	39 4	5	WNW	30.15	64
Wed Feb  3 03:38:56 2010	FORT WORTH, TX	Clear	42 6	39 4	6	NE	30.19	72
Wed Feb  3 03:38:58 2010	PHOENIX, AZ	Intermittent Clouds	67 19	67 19	0	CLM	29.70	41
Wed Feb  3 03:38:59 2010	PORTLAND, OR	Cloudy	48 9	40 4	12	SE	29.76	70
Wed Feb  3 03:39:00 2010	CHICAGO, IL	Cloudy	30 -1	18 -8	12	W	30.06	81
Wed Feb  3 03:39:02 2010	SAN ANTONIO, TX	Cloudy	51 11	46 8	8	ENE	30.10	89
Wed Feb  3 03:39:03 2010	INDIANAPOLIS, IN	Flurries	33 1	21 -6	10	W	30.08	81
Wed Feb  3 03:39:04 2010	BOSTON, MA	Intermittent Clouds	27 -3	21 -6	7	S	30.19	55
Wed Feb  3 03:39:05 2010	JACKSONVILLE, FL	Cloudy	55 13	50 10	10	NW	30.03	81
Wed Feb  3 03:39:06 2010	COLUMBUS, OH	Cloudy	37 3	35 2	5	N	30.01	56
Wed Feb  3 03:39:07 2010	DALLAS, TX	Intermittent Clouds	41 5	36 2	7	N	30.19	75
Wed Feb  3 03:39:08 2010	HOUSTON, TX	Mostly Cloudy	54 12	51 11	7	NNE	30.17	80
Wed Feb  3 03:39:09 2010	SEATTLE, WA	Intermittent Clouds	46 8	43 6	6	N	29.81	70
Wed Feb  3 03:39:10 2010	MILWAUKEE, WI	Flurries	31 -1	25 -4	6	WNW	30.04	85
Wed Feb  3 03:39:11 2010	DETROIT, MI	Flurries	28 -2	22 -6	6	S	30.05	92
Wed Feb  3 03:39:12 2010	PHILADELPHIA, PA	Cloudy	34 1	34 1	3	ENE	30.12	61
Wed Feb  3 04:26:45 2010	SAN JOSE, CA	Cloudy	55 13	57 14	0	CLM	29.84	79
Wed Feb  3 04:26:47 2010	CHARLOTTE, NC	Fog	37 3	41 5	0	CLM	30.02	95
Wed Feb  3 04:26:48 2010	SAN DIEGO, CA	Cloudy	58 14	56 13	6	NNW	29.82	74
Wed Feb  3 04:26:50 2010	DENVER, CO	Cloudy	37 3	41 5	0	CLM	29.90	32
Wed Feb  3 04:26:51 2010	MEMPHIS, TN	Clear	36 2	41 5	0	CLM	30.24	78
Wed Feb  3 04:26:52 2010	LOS ANGELES, CA	Clear	58 14	60 16	0	CLM	29.79	71
Wed Feb  3 04:26:53 2010	EL PASO, TX	Cloudy	53 12	46 8	12	E	29.80	50
Wed Feb  3 04:26:55 2010	NEW YORK, NY	Flurries	30 -1	26 -3	5	NE	30.13	81
Wed Feb  3 04:26:56 2010	BALTIMORE, MD	Snow	30 -1	26 -3	5	N	30.09	100
Wed Feb  3 04:26:57 2010	LAS VEGAS, NV	Intermittent Clouds	53 12	51 11	6	N	29.79	48
Wed Feb  3 04:26:58 2010	WASHINGTON, DC	Flurries	32 0	26 -3	6	N	30.10	92
Wed Feb  3 04:27:00 2010	AUSTIN, TX	Cloudy	51 11	47 8	7	NNE	30.16	82
Wed Feb  3 04:27:01 2010	SAN FRANCISCO, CA	Cloudy	55 13	55 13	3	NW	29.85	77
Wed Feb  3 04:27:02 2010	OKLAHOMA CITY, OK	Fog	32 0	28 -2	5	ESE	30.20	86
Wed Feb  3 04:27:04 2010	NASHVILLE, TN	Cloudy	40 4	34 1	8	WNW	30.18	67
Wed Feb  3 04:27:05 2010	FORT WORTH, TX	Clear	43 6	43 6	3	ENE	30.22	70
Wed Feb  3 04:27:06 2010	PHOENIX, AZ	Intermittent Clouds	63 17	63 17	3	SW	29.71	55
Wed Feb  3 04:27:07 2010	PORTLAND, OR	Showers	47 8	34 1	15	ESE	29.78	73
Wed Feb  3 04:27:08 2010	CHICAGO, IL	Cloudy	28 -2	17 -8	10	W	30.08	81
Wed Feb  3 04:27:10 2010	SAN ANTONIO, TX	Cloudy	51 11	45 7	10	NE	30.10	85
Wed Feb  3 04:27:11 2010	INDIANAPOLIS, IN	Cloudy	33 1	23 -5	10	W	30.09	81
Wed Feb  3 04:27:12 2010	BOSTON, MA	Intermittent Clouds	26 -3	18 -8	8	SSW	30.17	60
Wed Feb  3 04:27:13 2010	JACKSONVILLE, FL	Cloudy	54 12	48 9	10	NW	30.04	87
Wed Feb  3 04:27:14 2010	COLUMBUS, OH	Cloudy	37 3	37 3	3	N	30.01	56
Wed Feb  3 04:27:16 2010	DALLAS, TX	Intermittent Clouds	41 5	45 7	0	CLM	30.22	75
Wed Feb  3 04:27:17 2010	HOUSTON, TX	Mostly Cloudy	52 11	52 11	3	ENE	30.18	82
Wed Feb  3 04:27:18 2010	SEATTLE, WA	Intermittent Clouds	45 7	41 5	7	N	29.80	76
Wed Feb  3 04:27:20 2010	MILWAUKEE, WI	Flurries	31 -1	27 -3	5	W	30.05	85
Wed Feb  3 04:27:21 2010	DETROIT, MI	Flurries	28 -2	26 -3	3	S	30.05	92
Wed Feb  3 04:27:22 2010	PHILADELPHIA, PA	Flurries	34 1	32 0	3	NE	30.11	64
Wed Feb  3 05:13:27 2010	SAN JOSE, CA	Cloudy	53 12	51 11	6	W	29.84	85
Wed Feb  3 05:13:28 2010	CHARLOTTE, NC	Fog	37 3	37 3	3	NW	30.04	95
Wed Feb  3 05:13:29 2010	SAN DIEGO, CA	Cloudy	58 14	58 14	3	N	29.83	77
Wed Feb  3 05:13:31 2010	DENVER, CO	Cloudy	36 2	41 5	0	CLM	29.90	37
Wed Feb  3 05:13:32 2010	MEMPHIS, TN	Clear	36 2	41 5	0	CLM	30.25	75
Wed Feb  3 05:13:33 2010	LOS ANGELES, CA	Clear	57 14	59 15	0	CLM	29.79	77
Wed Feb  3 05:13:34 2010	EL PASO, TX	Cloudy	50 10	43 6	12	E	29.78	60
Wed Feb  3 05:13:35 2010	NEW YORK, NY	Flurries	29 -2	27 -3	3	NNE	30.12	88
Wed Feb  3 05:13:37 2010	BALTIMORE, MD	Snow	31 -1	29 -2	3	NNE	30.07	96
Wed Feb  3 05:13:38 2010	LAS VEGAS, NV	Intermittent Clouds	52 11	52 11	3	W	29.79	48
Wed Feb  3 05:13:39 2010	WASHINGTON, DC	Flurries	33 1	29 -2	5	NNE	30.08	88
Wed Feb  3 05:13:40 2010	AUSTIN, TX	Mostly Cloudy	50 10	49 9	5	NNE	30.17	86
Wed Feb  3 05:13:42 2010	SAN FRANCISCO, CA	Cloudy	55 13	54 12	5	SSE	29.84	83
Wed Feb  3 05:13:44 2010	OKLAHOMA CITY, OK	Fog	31 -1	29 -2	3	SSE	30.23	92
Wed Feb  3 05:13:46 2010	NASHVILLE, TN	Cloudy	39 4	34 1	7	NW	30.21	66
Wed Feb  3 05:13:47 2010	FORT WORTH, TX	Clear	38 3	42 6	0	CLM	30.21	82
Wed Feb  3 05:13:49 2010	PHOENIX, AZ	Cloudy	62 17	61 16	5	SW	29.69	53
Wed Feb  3 05:13:50 2010	PORTLAND, OR	Cloudy	46 8	36 2	14	ESE	29.77	76
Wed Feb  3 05:13:51 2010	CHICAGO, IL	Cloudy	27 -3	17 -8	9	WSW	30.09	81
Wed Feb  3 05:13:52 2010	SAN ANTONIO, TX	Showers	51 11	43 6	9	NE	30.09	85
Wed Feb  3 05:13:54 2010	INDIANAPOLIS, IN	Cloudy	33 1	22 -6	12	W	30.10	78
Wed Feb  3 05:13:55 2010	BOSTON, MA	Cloudy	26 -3	24 -4	5	S	30.15	60
Wed Feb  3 05:13:56 2010	JACKSONVILLE, FL	Cloudy	54 12	47 8	14	NNW	30.06	81
Wed Feb  3 05:13:57 2010	COLUMBUS, OH	Flurries	37 3	26 -3	10	WNW	30.03	59
Wed Feb  3 05:13:58 2010	DALLAS, TX	Intermittent Clouds	38 3	38 3	3	ENE	30.20	82
Wed Feb  3 05:14:00 2010	HOUSTON, TX	Partly Cloudy	50 10	47 8	6	NE	30.17	86
Wed Feb  3 05:14:01 2010	SEATTLE, WA	Intermittent Clouds	48 9	44 7	7	NNE	29.79	67
Wed Feb  3 05:14:02 2010	MILWAUKEE, WI	Flurries	31 -1	27 -3	5	W	30.06	85
Wed Feb  3 05:14:03 2010	DETROIT, MI	Flurries	28 -2	31 -1	0	CLM	30.05	88
Wed Feb  3 05:14:05 2010	PHILADELPHIA, PA	Flurries	32 0	26 -3	6	NNE	30.11	78
Wed Feb  3 06:01:23 2010	SAN JOSE, CA	Cloudy	53 12	51 11	6	W	29.84	85
Wed Feb  3 06:01:24 2010	CHARLOTTE, NC	Fog	37 3	37 3	3	NW	30.04	93
Wed Feb  3 06:01:25 2010	SAN DIEGO, CA	Cloudy	58 14	58 14	3	N	29.83	77
Wed Feb  3 06:01:26 2010	DENVER, CO	Cloudy	36 2	41 5	0	CLM	29.90	37
Wed Feb  3 06:01:27 2010	MEMPHIS, TN	Clear	36 2	41 5	0	CLM	30.25	75
Wed Feb  3 06:01:29 2010	LOS ANGELES, CA	Clear	57 14	59 15	0	CLM	29.79	77
Wed Feb  3 06:01:30 2010	EL PASO, TX	Cloudy	50 10	43 6	12	E	29.78	60
Wed Feb  3 06:01:31 2010	NEW YORK, NY	Flurries	28 -2	24 -4	5	N	30.12	92
Wed Feb  3 06:01:32 2010	BALTIMORE, MD	Snow	30 -1	26 -3	5	NE	30.06	100
Wed Feb  3 06:01:33 2010	LAS VEGAS, NV	Intermittent Clouds	52 11	52 11	3	W	29.79	48
Wed Feb  3 06:01:34 2010	WASHINGTON, DC	Snow	32 0	24 -4	7	NNE	30.07	86
Wed Feb  3 06:01:36 2010	AUSTIN, TX	Cloudy	50 10	49 9	5	NNE	30.17	86
Wed Feb  3 06:01:37 2010	SAN FRANCISCO, CA	Cloudy	55 13	54 12	5	SSE	29.84	83
Wed Feb  3 06:01:38 2010	OKLAHOMA CITY, OK	Fog	30 -1	26 -3	5	S	30.21	92
Wed Feb  3 06:01:39 2010	NASHVILLE, TN	Cloudy	39 4	34 1	7	NW	30.21	66
Wed Feb  3 06:01:40 2010	FORT WORTH, TX	Intermittent Clouds	38 3	42 6	0	CLM	30.21	82
Wed Feb  3 06:01:41 2010	PHOENIX, AZ	Cloudy	62 17	61 16	5	SW	29.69	53
Wed Feb  3 06:01:43 2010	PORTLAND, OR	Cloudy	46 8	36 2	14	ESE	29.77	76
Wed Feb  3 06:01:44 2010	CHICAGO, IL	Cloudy	27 -3	17 -8	9	WSW	30.09	81
Wed Feb  3 06:01:46 2010	SAN ANTONIO, TX	Showers	51 11	43 6	9	NE	30.09	85
Wed Feb  3 06:01:47 2010	INDIANAPOLIS, IN	Cloudy	32 0	22 -6	10	W	30.09	80
Wed Feb  3 06:01:48 2010	BOSTON, MA	Cloudy	26 -3	24 -4	5	S	30.15	60
Wed Feb  3 06:01:49 2010	JACKSONVILLE, FL	Cloudy	52 11	45 7	13	NNW	30.07	81
Wed Feb  3 06:01:51 2010	COLUMBUS, OH	Flurries	37 3	26 -3	10	WNW	30.03	59
Wed Feb  3 06:01:52 2010	DALLAS, TX	Mostly Cloudy	38 3	38 3	3	ENE	30.20	82
Wed Feb  3 06:01:53 2010	HOUSTON, TX	Cloudy	50 10	47 8	6	NE	30.17	86
Wed Feb  3 06:01:54 2010	SEATTLE, WA	Intermittent Clouds	48 9	44 7	7	NNE	29.79	67
Wed Feb  3 06:01:55 2010	MILWAUKEE, WI	Flurries	30 -1	26 -3	5	W	30.03	86
Wed Feb  3 06:01:57 2010	DETROIT, MI	Flurries	27 -3	31 -1	0	CLM	30.03	92
Wed Feb  3 06:01:58 2010	PHILADELPHIA, PA	Flurries	30 -1	26 -3	5	NE	30.09	86
Wed Feb  3 06:48:06 2010	SAN JOSE, CA	Partly Cloudy	52 11	55 13	0	CLM	29.84	89
Wed Feb  3 06:48:07 2010	CHARLOTTE, NC	Fog	37 3	41 5	0	CLM	30.05	95
Wed Feb  3 06:48:09 2010	SAN DIEGO, CA	Cloudy	58 14	57 14	5	N	29.83	77
Wed Feb  3 06:48:10 2010	DENVER, CO	Intermittent Clouds	32 0	37 3	0	CLM	29.89	43
Wed Feb  3 06:48:11 2010	MEMPHIS, TN	Clear	32 0	37 3	0	CLM	30.24	81
Wed Feb  3 06:48:12 2010	LOS ANGELES, CA	Clear	56 13	58 14	0	CLM	29.79	83
Wed Feb  3 06:48:14 2010	EL PASO, TX	Cloudy	50 10	40 4	16	E	29.80	56
Wed Feb  3 06:48:15 2010	NEW YORK, NY	Flurries	28 -2	26 -3	3	N	30.11	92
Wed Feb  3 06:48:16 2010	BALTIMORE, MD	Snow	30 -1	26 -3	5	NE	30.06	100
Wed Feb  3 06:48:18 2010	LAS VEGAS, NV	Intermittent Clouds	51 11	51 11	3	W	29.78	51
Wed Feb  3 06:48:19 2010	WASHINGTON, DC	Flurries	31 -1	26 -3	5	NNE	30.06	89
Wed Feb  3 06:48:20 2010	AUSTIN, TX	Cloudy	51 11	48 9	6	NE	30.16	82
Wed Feb  3 06:48:21 2010	SAN FRANCISCO, CA	Mostly Cloudy	54 12	56 13	0	CLM	29.84	86
Wed Feb  3 06:48:22 2010	OKLAHOMA CITY, OK	Fog	31 -1	25 -4	6	SSE	30.24	92
Wed Feb  3 06:48:24 2010	NASHVILLE, TN	Cloudy	38 3	33 1	7	NNW	30.21	69
Wed Feb  3 06:48:25 2010	FORT WORTH, TX	Clear	40 4	38 3	5	NE	30.22	76
Wed Feb  3 06:48:26 2010	PHOENIX, AZ	Intermittent Clouds	60 16	59 15	5	SW	29.68	61
Wed Feb  3 06:48:27 2010	PORTLAND, OR	Showers	45 7	35 2	10	ESE	29.77	82
Wed Feb  3 06:48:29 2010	CHICAGO, IL	Cloudy	25 -4	11-Dec	12	W	30.08	86
Wed Feb  3 06:48:30 2010	SAN ANTONIO, TX	Rain	50 10	40 4	10	ENE	30.11	93
Wed Feb  3 06:48:31 2010	INDIANAPOLIS, IN	Cloudy	32 0	23 -5	9	W	30.12	81
Wed Feb  3 06:48:32 2010	BOSTON, MA	Cloudy	27 -3	27 -3	3	S	30.14	63
Wed Feb  3 06:48:33 2010	JACKSONVILLE, FL	Cloudy	50 10	41 5	15	NW	30.08	81
