2	weather.cnn.com										
(Timestamp)	(Location)	Current Conditions  updated 	(Temperature) (°)	Hi (°)	Lo (°)	(Conditions)	Barometer (" Hg)	Feels like (°)	Humidity (%)	Wind	(Wind Speed) (mph)
Wed Feb  3 03:41:35 2010	El Paso, TX 	9:23 PM ET	54	62	42	Cloudy 	29.8	56	46	ENE	9
Wed Feb  3 03:41:36 2010	New York, NY 	9:23 PM ET	30	36	30	Flurries 	30.17	30	80	ENE	6
Wed Feb  3 03:41:38 2010	Baltimore, MD 	9:23 PM ET	30	37	28	Snow 	30.11	30	95	NNE	3
Wed Feb  3 03:41:40 2010	Las Vegas, NV 	9:23 PM ET	56	62	42	 Intermittent Clouds 	29.78	58	40	NNE	5
Wed Feb  3 03:41:42 2010	Washington, DC 	9:23 PM ET	33	39	30	Flurries 	30.11	33	88	NNE	7
Wed Feb  3 03:41:44 2010	Austin, TX 	9:23 PM ET	52	57	48	Cloudy 	30.17	57	80	NE	6
Wed Feb  3 03:41:46 2010	San Francisco, CA 	9:23 PM ET	54	57	48	Cloudy 	29.85	59	82	CLM	0
Wed Feb  3 03:41:48 2010	Oklahoma City, OK 	9:23 PM ET	33	47	28	Fog 	30.24	33	88	CLM	0
Wed Feb  3 03:41:50 2010	Nashville, TN 	9:23 PM ET	41	48	28	Cloudy 	30.15	43	64	WNW	5
Wed Feb  3 03:41:53 2010	Fort Worth, TX 	9:23 PM ET	42	55	36	 Clear 	30.19	45	72	NE	6
Wed Feb  3 03:41:54 2010	Phoenix, AZ 	9:23 PM ET	67	69	52	 Intermittent Clouds 	29.7	66	41	CLM	0
Wed Feb  3 03:41:56 2010	Portland, OR 	9:23 PM ET	48	53	41	Cloudy 	29.76	51	70	SE	12
Wed Feb  3 03:41:58 2010	Chicago, IL 	9:23 PM ET	30	33	23	Cloudy 	30.06	30	83	W	7
Wed Feb  3 03:42:00 2010	San Antonio, TX 	9:23 PM ET	51	57	49	Cloudy 	30.11	57	89	ENE	8
Wed Feb  3 03:42:02 2010	Indianapolis, IN 	9:23 PM ET	33	42	26	Flurries 	30.09	33	81	W	10
Wed Feb  3 03:42:04 2010	Boston, MA 	9:23 PM ET	27	31	21	 Intermittent Clouds 	30.2	27	55	S	7
Wed Feb  3 03:42:06 2010	Jacksonville, FL 	9:23 PM ET	55	65	42	Cloudy 	30.04	61	81	NW	10
Wed Feb  3 03:42:08 2010	Columbus, OH 	9:23 PM ET	36	40	25	Cloudy 	30.03	36	61	NNW	6
Wed Feb  3 03:42:10 2010	Dallas, TX 	9:23 PM ET	41	55	36	 Intermittent Clouds 	30.19	44	75	N	7
Wed Feb  3 03:42:12 2010	Houston, TX 	9:23 PM ET	56	62	48	Cloudy 	30.18	61	77	ENE	6
Wed Feb  3 03:42:14 2010	Seattle, WA 	9:23 PM ET	51	52	39	 Clear 	29.78	54	63	W	5
Wed Feb  3 03:42:16 2010	Milwaukee, WI 	9:23 PM ET	31	33	22	Flurries 	30.05	31	85	WNW	6
Wed Feb  3 03:42:18 2010	Detroit, MI 	9:23 PM ET	27	31	23	Cloudy 	30.06	27	92	SSE	6
Wed Feb  3 03:42:20 2010	Philadelphia, PA 	9:23 PM ET	33	37	29	Cloudy 	30.15	33	63	NE	5
Wed Feb  3 04:29:48 2010	San Jose, CA 	9:23 PM ET	55	60	45	Cloudy 	29.83	61	79	CLM	0
Wed Feb  3 04:29:50 2010	Charlotte, NC 	9:23 PM ET	37	39	27	Fog 	30.01	37	95	N	3
Wed Feb  3 04:29:52 2010	San Diego, CA 	9:23 PM ET	59	61	54	 Mostly Cloudy 	29.82	61	74	NW	6
Wed Feb  3 04:29:54 2010	Denver, CO 	9:23 PM ET	37	49	19	 Intermittent Clouds 	29.94	37	44	WNW	6
Wed Feb  3 04:29:56 2010	Memphis, TN 	9:23 PM ET	37	48	31	 Clear 	30.24	37	75	WNW	3
Wed Feb  3 04:29:58 2010	Los Angeles, CA 	9:23 PM ET	60	64	52	 Mostly Cloudy 	29.78	65	69	W	3
Wed Feb  3 04:30:00 2010	El Paso, TX 	9:23 PM ET	54	62	42	Cloudy 	29.8	56	46	ENE	9
Wed Feb  3 04:30:02 2010	New York, NY 	9:23 PM ET	30	36	30	Flurries 	30.17	30	80	ENE	6
Wed Feb  3 04:30:04 2010	Baltimore, MD 	9:23 PM ET	30	37	28	Snow 	30.11	30	95	NNE	3
Wed Feb  3 04:30:06 2010	Las Vegas, NV 	9:23 PM ET	56	62	42	 Intermittent Clouds 	29.78	58	40	NNE	5
Wed Feb  3 04:30:08 2010	Washington, DC 	9:23 PM ET	33	39	30	Flurries 	30.11	33	88	NNE	7
Wed Feb  3 04:30:09 2010	Austin, TX 	9:23 PM ET	52	57	48	Cloudy 	30.17	57	80	NE	6
Wed Feb  3 04:30:11 2010	San Francisco, CA 	9:23 PM ET	54	57	48	Cloudy 	29.85	59	82	CLM	0
Wed Feb  3 04:30:13 2010	Oklahoma City, OK 	9:23 PM ET	33	47	28	Fog 	30.24	33	88	CLM	0
Wed Feb  3 04:30:16 2010	Nashville, TN 	9:23 PM ET	41	48	28	Cloudy 	30.15	43	64	WNW	5
Wed Feb  3 04:30:17 2010	Fort Worth, TX 	9:23 PM ET	42	55	36	 Clear 	30.19	45	72	NE	6
Wed Feb  3 04:30:19 2010	Phoenix, AZ 	9:23 PM ET	67	69	52	 Intermittent Clouds 	29.7	66	41	CLM	0
Wed Feb  3 04:30:21 2010	Portland, OR 	9:23 PM ET	48	53	41	Cloudy 	29.76	51	70	SE	12
Wed Feb  3 04:30:23 2010	Chicago, IL 	9:23 PM ET	30	33	23	Cloudy 	30.06	30	83	W	7
Wed Feb  3 04:30:25 2010	San Antonio, TX 	9:23 PM ET	51	57	49	Cloudy 	30.11	57	89	ENE	8
Wed Feb  3 04:30:27 2010	Indianapolis, IN 	9:23 PM ET	33	42	26	Flurries 	30.09	33	81	W	10
Wed Feb  3 04:30:29 2010	Boston, MA 	9:23 PM ET	27	31	21	 Intermittent Clouds 	30.2	27	55	S	7
Wed Feb  3 04:30:31 2010	Jacksonville, FL 	9:23 PM ET	55	65	42	Cloudy 	30.04	61	81	NW	10
Wed Feb  3 04:30:33 2010	Columbus, OH 	9:23 PM ET	36	40	25	Cloudy 	30.03	36	61	NNW	6
Wed Feb  3 04:30:35 2010	Dallas, TX 	9:23 PM ET	41	55	36	 Intermittent Clouds 	30.19	44	75	N	7
Wed Feb  3 04:30:38 2010	Houston, TX 	10:24 PM ET	56	62	48	Cloudy 	30.19	61	77	ENE	6
Wed Feb  3 04:30:39 2010	Seattle, WA 	10:24 PM ET	50	52	39	 Intermittent Clouds 	29.78	53	65	CLM	0
Wed Feb  3 04:30:41 2010	Milwaukee, WI 	9:23 PM ET	31	33	22	Flurries 	30.05	31	85	WNW	6
Wed Feb  3 04:30:44 2010	Detroit, MI 	10:24 PM ET	27	31	23	Flurries 	30.06	27	96	CLM	0
Wed Feb  3 04:30:45 2010	Philadelphia, PA 	9:23 PM ET	33	37	29	Cloudy 	30.15	33	63	NE	5
Wed Feb  3 05:16:41 2010	San Jose, CA 	10:24 PM ET	55	60	45	Cloudy 	29.84	61	79	CLM	0
Wed Feb  3 05:16:44 2010	Charlotte, NC 	10:24 PM ET	37	39	27	Fog 	30.02	37	95	CLM	0
Wed Feb  3 05:16:46 2010	San Diego, CA 	10:24 PM ET	58	61	54	Cloudy 	29.82	61	74	NNW	6
Wed Feb  3 05:16:47 2010	Denver, CO 	10:24 PM ET	37	49	19	 Intermittent Clouds 	29.94	37	44	WSW	3
Wed Feb  3 05:16:49 2010	Memphis, TN 	10:24 PM ET	36	48	31	 Clear 	30.25	36	78	CLM	0
Wed Feb  3 05:16:51 2010	Los Angeles, CA 	10:24 PM ET	58	64	52	 Clear 	29.79	61	71	CLM	0
Wed Feb  3 05:16:53 2010	El Paso, TX 	10:24 PM ET	53	62	42	Cloudy 	29.8	55	50	E	12
Wed Feb  3 05:16:55 2010	New York, NY 	10:24 PM ET	30	36	30	Flurries 	30.13	30	81	NE	5
Wed Feb  3 05:16:57 2010	Baltimore, MD 	10:24 PM ET	31	37	28	Flurries 	30.1	31	97	NNE	3
Wed Feb  3 05:16:59 2010	Las Vegas, NV 	10:24 PM ET	53	62	42	 Intermittent Clouds 	29.79	55	48	N	6
Wed Feb  3 05:17:01 2010	Washington, DC 	10:24 PM ET	32	39	30	Flurries 	30.1	32	92	N	6
Wed Feb  3 05:17:03 2010	Austin, TX 	10:24 PM ET	51	57	48	Cloudy 	30.16	56	82	NNE	7
Wed Feb  3 05:17:05 2010	San Francisco, CA 	10:24 PM ET	55	57	48	Cloudy 	29.85	61	77	NW	3
Wed Feb  3 05:17:07 2010	Oklahoma City, OK 	10:24 PM ET	32	47	28	Fog 	30.21	32	86	ESE	5
Wed Feb  3 05:17:09 2010	Nashville, TN 	10:24 PM ET	40	48	28	Cloudy 	30.18	42	67	WNW	8
Wed Feb  3 05:17:11 2010	Fort Worth, TX 	10:24 PM ET	43	55	36	 Clear 	30.22	46	70	ENE	3
Wed Feb  3 05:17:13 2010	Phoenix, AZ 	10:24 PM ET	63	69	52	 Intermittent Clouds 	29.71	64	55	SW	3
Wed Feb  3 05:17:15 2010	Portland, OR 	10:24 PM ET	47	53	41	Showers 	29.78	50	73	ESE	15
Wed Feb  3 05:17:17 2010	Chicago, IL 	10:24 PM ET	28	33	23	Cloudy 	30.09	28	81	W	10
Wed Feb  3 05:17:19 2010	San Antonio, TX 	10:24 PM ET	51	57	49	Cloudy 	30.11	56	85	NE	10
Wed Feb  3 05:17:21 2010	Indianapolis, IN 	10:24 PM ET	33	42	26	Cloudy 	30.09	33	81	W	10
Wed Feb  3 05:17:23 2010	Boston, MA 	10:24 PM ET	26	31	21	 Intermittent Clouds 	30.18	26	60	SSW	8
Wed Feb  3 05:17:25 2010	Jacksonville, FL 	10:24 PM ET	54	65	42	Cloudy 	30.07	59	87	NW	14
Wed Feb  3 05:17:28 2010	Columbus, OH 	10:24 PM ET	34	40	25	Cloudy 	30.03	34	72	WNW	3
Wed Feb  3 05:17:30 2010	Dallas, TX 	10:24 PM ET	41	55	36	 Intermittent Clouds 	30.22	44	75	CLM	0
Wed Feb  3 05:17:32 2010	Houston, TX 	10:24 PM ET	56	62	48	Cloudy 	30.19	61	77	ENE	6
Wed Feb  3 05:17:34 2010	Seattle, WA 	10:24 PM ET	50	52	39	 Intermittent Clouds 	29.78	53	65	CLM	0
Wed Feb  3 05:17:36 2010	Milwaukee, WI 	10:24 PM ET	31	33	22	Flurries 	30.06	31	85	W	5
Wed Feb  3 05:17:38 2010	Detroit, MI 	10:24 PM ET	27	31	23	Flurries 	30.06	27	96	CLM	0
Wed Feb  3 05:17:40 2010	Philadelphia, PA 	10:24 PM ET	33	37	29	Cloudy 	30.13	33	63	NNE	5
Wed Feb  3 06:04:26 2010	San Jose, CA 	11:25 PM ET	53	60	45	Cloudy 	29.85	58	85	W	6
Wed Feb  3 06:04:28 2010	Charlotte, NC 	11:25 PM ET	37	39	27	Fog 	30.05	37	95	NW	3
Wed Feb  3 06:04:30 2010	San Diego, CA 	11:25 PM ET	58	61	54	Cloudy 	29.83	61	77	N	3
Wed Feb  3 06:04:32 2010	Denver, CO 	11:25 PM ET	34	49	19	 Intermittent Clouds 	29.92	34	51	SW	5
Wed Feb  3 06:04:34 2010	Memphis, TN 	11:25 PM ET	36	48	31	 Clear 	30.25	36	75	CLM	0
Wed Feb  3 06:04:36 2010	Los Angeles, CA 	11:25 PM ET	57	64	52	 Clear 	29.79	61	77	CLM	0
Wed Feb  3 06:04:38 2010	El Paso, TX 	11:25 PM ET	50	62	42	Cloudy 	29.78	53	60	E	12
Wed Feb  3 06:04:40 2010	New York, NY 	11:25 PM ET	29	36	30	Flurries 	30.12	29	88	NNE	3
Wed Feb  3 06:04:42 2010	Baltimore, MD 	11:25 PM ET	30	37	28	Flurries 	30.07	30	100	N	5
Wed Feb  3 06:04:44 2010	Las Vegas, NV 	11:25 PM ET	52	62	42	 Intermittent Clouds 	29.79	54	48	W	3
Wed Feb  3 06:04:46 2010	Washington, DC 	11:25 PM ET	33	39	30	Flurries 	30.09	33	88	NNE	5
Wed Feb  3 06:04:48 2010	Austin, TX 	11:25 PM ET	50	57	48	 Mostly Cloudy 	30.17	55	86	NNE	5
Wed Feb  3 06:04:49 2010	San Francisco, CA 	11:25 PM ET	55	57	48	Cloudy 	29.84	61	83	SSE	5
Wed Feb  3 06:04:52 2010	Oklahoma City, OK 	11:25 PM ET	30	47	28	Fog 	30.24	30	92	S	7
Wed Feb  3 06:04:54 2010	Nashville, TN 	11:25 PM ET	39	48	28	Cloudy 	30.21	39	66	NW	7
Wed Feb  3 06:04:56 2010	Fort Worth, TX 	11:25 PM ET	38	55	36	 Clear 	30.22	38	82	CLM	0
Wed Feb  3 06:04:58 2010	Phoenix, AZ 	11:25 PM ET	62	69	52	Cloudy 	29.69	64	53	SW	5
Wed Feb  3 06:05:00 2010	Portland, OR 	11:25 PM ET	46	53	41	Cloudy 	29.77	49	76	ESE	14
Wed Feb  3 06:05:02 2010	Chicago, IL 	11:25 PM ET	27	33	23	Cloudy 	30.1	27	81	WSW	9
Wed Feb  3 06:05:04 2010	San Antonio, TX 	11:25 PM ET	51	57	49	Showers 	30.1	56	85	NE	9
Wed Feb  3 06:05:06 2010	Indianapolis, IN 	11:25 PM ET	33	42	26	Cloudy 	30.11	33	78	W	12
Wed Feb  3 06:05:08 2010	Boston, MA 	11:25 PM ET	26	31	21	Cloudy 	30.15	26	60	S	5
Wed Feb  3 06:05:10 2010	Jacksonville, FL 	11:25 PM ET	52	65	42	Cloudy 	30.07	57	87	NW	13
Wed Feb  3 06:05:12 2010	Columbus, OH 	11:25 PM ET	35	40	25	Cloudy 	30.04	35	72	W	7
Wed Feb  3 06:05:14 2010	Dallas, TX 	11:25 PM ET	38	55	36	 Intermittent Clouds 	30.21	38	82	ENE	3
Wed Feb  3 06:05:16 2010	Houston, TX 	11:25 PM ET	54	62	48	Cloudy 	30.17	59	80	NE	9
Wed Feb  3 06:05:18 2010	Seattle, WA 	11:25 PM ET	49	52	39	 Mostly Clear 	29.77	52	68	CLM	0
Wed Feb  3 06:05:18 2010											
Wed Feb  3 06:05:20 2010	Detroit, MI 	11:25 PM ET	27	31	23	Flurries 	30.05	27	92	SSW	3
Wed Feb  3 06:05:22 2010	Philadelphia, PA 	11:25 PM ET	32	37	29	Flurries 	30.12	32	76	NNE	3
Wed Feb  3 06:51:14 2010	San Jose, CA 	11:25 PM ET	53	60	45	Cloudy 	29.85	58	85	W	6
Wed Feb  3 06:51:16 2010	Charlotte, NC 	11:25 PM ET	37	39	27	Fog 	30.05	37	95	NW	3
Wed Feb  3 06:51:18 2010	San Diego, CA 	11:25 PM ET	58	61	54	Cloudy 	29.83	61	77	N	3
Wed Feb  3 06:51:20 2010	Denver, CO 	11:25 PM ET	34	49	19	 Intermittent Clouds 	29.92	34	51	SW	5
Wed Feb  3 06:51:22 2010	Memphis, TN 	11:25 PM ET	36	48	31	 Clear 	30.25	36	75	CLM	0
Wed Feb  3 06:51:24 2010	Los Angeles, CA 	11:25 PM ET	57	64	52	 Clear 	29.79	61	77	CLM	0
Wed Feb  3 06:51:26 2010	El Paso, TX 	11:25 PM ET	50	62	42	Cloudy 	29.78	53	60	E	12
Wed Feb  3 06:51:28 2010	New York, NY 	11:25 PM ET	29	36	30	Flurries 	30.12	29	88	NNE	3
Wed Feb  3 06:51:30 2010	Baltimore, MD 	11:25 PM ET	30	37	28	Flurries 	30.07	30	100	N	5
Wed Feb  3 06:51:32 2010	Las Vegas, NV 	11:25 PM ET	52	62	42	 Intermittent Clouds 	29.79	54	48	W	3
Wed Feb  3 06:51:34 2010	Washington, DC 	11:25 PM ET	33	39	30	Flurries 	30.09	33	88	NNE	5
Wed Feb  3 06:51:36 2010	Austin, TX 	11:25 PM ET	50	57	48	 Mostly Cloudy 	30.17	55	86	NNE	5
Wed Feb  3 06:51:38 2010	San Francisco, CA 	11:25 PM ET	55	57	48	Cloudy 	29.84	61	83	SSE	5
Wed Feb  3 06:51:40 2010	Oklahoma City, OK 	11:25 PM ET	30	47	28	Fog 	30.24	30	92	S	7
Wed Feb  3 06:51:42 2010	Nashville, TN 	11:25 PM ET	39	48	28	Cloudy 	30.21	39	66	NW	7
Wed Feb  3 06:51:44 2010	Fort Worth, TX 	11:25 PM ET	38	55	36	 Clear 	30.22	38	82	CLM	0
Wed Feb  3 06:51:46 2010	Phoenix, AZ 	11:25 PM ET	16	20	11	Cloudy 	29.69	17	53	SW	5
Wed Feb  3 06:51:48 2010	Portland, OR 	11:25 PM ET	46	53	41	Cloudy 	29.77	49	76	ESE	14
Wed Feb  3 06:51:50 2010	Chicago, IL 	11:25 PM ET	27	33	23	Cloudy 	30.1	27	81	WSW	9
Wed Feb  3 06:51:52 2010	San Antonio, TX 	11:25 PM ET	51	57	49	Showers 	30.1	56	85	NE	9
Wed Feb  3 06:51:54 2010	Indianapolis, IN 	11:25 PM ET	33	42	26	Cloudy 	30.11	33	78	W	12
Wed Feb  3 06:51:56 2010	Boston, MA 	11:25 PM ET	26	31	21	Cloudy 	30.15	26	60	S	5
Wed Feb  3 06:51:58 2010	Jacksonville, FL 	11:25 PM ET	52	65	42	Cloudy 	30.07	57	87	NW	13
Wed Feb  3 06:52:00 2010	Columbus, OH 	11:25 PM ET	35	40	25	Cloudy 	30.04	35	72	W	7
Wed Feb  3 06:52:02 2010	Dallas, TX 	11:25 PM ET	38	55	36	 Intermittent Clouds 	30.21	38	82	ENE	3
Wed Feb  3 06:52:04 2010	Houston, TX 	11:25 PM ET	54	62	48	Cloudy 	30.17	59	80	NE	9
Wed Feb  3 06:52:07 2010	Seattle, WA 	11:25 PM ET	49	52	39	 Mostly Clear 	29.77	52	68	CLM	0
Wed Feb  3 06:52:09 2010	Milwaukee, WI 	11:25 PM ET	31	33	22	Flurries 	30.07	31	87	W	4
Wed Feb  3 06:52:11 2010	Detroit, MI 	11:25 PM ET	27	31	23	Flurries 	30.05	27	92	SSW	3
Wed Feb  3 06:52:13 2010	Philadelphia, PA 	11:25 PM ET	32	37	29	Flurries 	30.12	32	76	NNE	3
Wed Feb  3 07:35:41 2010	San Jose, CA 	12:45 AM ET	52	60	45	 Partly Cloudy 	29.85	58	89	CLM	0
Wed Feb  3 07:35:43 2010	Charlotte, NC 	12:45 AM ET	37	39	27	Fog 	30.05	37	93	CLM	0
Wed Feb  3 07:35:44 2010	San Diego, CA 	12:45 AM ET	58	61	54	Cloudy 	29.83	61	77	N	5
Wed Feb  3 07:35:46 2010	Denver, CO 	12:45 AM ET	33	49	19	 Intermittent Clouds 	29.9	33	51	SW	6
Wed Feb  3 07:35:48 2010	Memphis, TN 	12:45 AM ET	32	48	31	 Clear 	30.25	32	81	CLM	0
Wed Feb  3 07:35:50 2010	Los Angeles, CA 	12:45 AM ET	56	64	52	 Mostly Clear 	29.79	62	83	CLM	0
Wed Feb  3 07:35:52 2010	El Paso, TX 	12:45 AM ET	50	62	42	Cloudy 	29.8	53	56	E	16
Wed Feb  3 07:35:54 2010	New York, NY 	12:45 AM ET	28	36	30	Flurries 	30.12	28	92	N	3
Wed Feb  3 07:35:56 2010	Baltimore, MD 	12:45 AM ET	30	37	28	Snow 	30.07	30	100	NE	5
Wed Feb  3 07:35:58 2010	Las Vegas, NV 	12:45 AM ET	51	62	42	 Intermittent Clouds 	29.78	53	51	W	3
Wed Feb  3 07:36:00 2010	Washington, DC 	12:45 AM ET	32	39	30	Snow 	30.07	32	86	NNE	6
Wed Feb  3 07:36:02 2010	Austin, TX 	12:45 AM ET	51	57	48	Cloudy 	30.17	56	82	NE	6
Wed Feb  3 07:36:04 2010	San Francisco, CA 	12:45 AM ET	54	57	48	 Mostly Cloudy 	29.84	59	86	CLM	0
Wed Feb  3 07:36:06 2010	Oklahoma City, OK 	12:45 AM ET	31	47	28	Fog 	30.25	31	92	SSE	6
Wed Feb  3 07:36:08 2010	Nashville, TN 	12:45 AM ET	38	48	28	Cloudy 	30.21	38	69	NNW	7
Wed Feb  3 07:36:10 2010	Fort Worth, TX 	12:45 AM ET	40	55	36	 Clear 	30.23	43	76	NE	5
Wed Feb  3 07:36:12 2010	Phoenix, AZ 	12:45 AM ET	60	69	52	 Intermittent Clouds 	29.68	65	61	SW	5
Wed Feb  3 07:36:14 2010	Portland, OR 	12:45 AM ET	45	53	41	Showers 	29.77	48	82	ESE	10
Wed Feb  3 07:36:16 2010	Chicago, IL 	12:45 AM ET	25	33	23	Cloudy 	30.09	25	86	W	12
Wed Feb  3 07:36:18 2010	San Antonio, TX 	12:45 AM ET	50	57	49	Rain 	30.12	56	93	ENE	10
Wed Feb  3 07:36:20 2010	Indianapolis, IN 	12:45 AM ET	32	42	26	Cloudy 	30.12	32	81	W	9
Wed Feb  3 07:36:22 2010	Boston, MA 	12:45 AM ET	27	31	21	Cloudy 	30.14	27	63	S	3
Wed Feb  3 07:36:24 2010	Jacksonville, FL 	12:45 AM ET	50	65	42	Cloudy 	30.09	55	81	NNW	9
Wed Feb  3 07:36:26 2010	Columbus, OH 	12:45 AM ET	34	40	25	Cloudy 	30.05	34	79	W	9
Wed Feb  3 07:36:28 2010	Dallas, TX 	12:45 AM ET	39	55	36	 Intermittent Clouds 	30.22	39	82	NE	5
Wed Feb  3 07:36:30 2010	Houston, TX 	12:45 AM ET	53	62	48	Cloudy 	30.17	58	82	ENE	7
Wed Feb  3 07:36:32 2010	Seattle, WA 	12:45 AM ET	46	52	39	 Mostly Clear 	29.77	49	76	CLM	0
Wed Feb  3 07:36:34 2010	Milwaukee, WI 	12:45 AM ET	30	33	22	Fog 	30.06	30	86	W	5
Wed Feb  3 07:36:36 2010	Detroit, MI 	12:45 AM ET	27	31	23	Flurries 	30.03	27	92	CLM	0
Wed Feb  3 07:36:38 2010	Philadelphia, PA 	12:45 AM ET	30	37	29	Flurries 	30.09	30	92	NNE	6
Wed Feb  3 08:18:46 2010	San Jose, CA 	1:45 AM ET	50	60	45	 Partly Cloudy 	29.85	56	92	S	3
Wed Feb  3 08:18:47 2010	Charlotte, NC 	1:45 AM ET	37	39	27	Fog 	30.06	37	95	CLM	0
Wed Feb  3 08:18:49 2010	San Diego, CA 	1:45 AM ET	58	61	54	Cloudy 	29.82	61	77	NNE	3
Wed Feb  3 08:18:51 2010	Denver, CO 	1:45 AM ET	30	49	19	 Mostly Clear 	29.9	30	58	SW	5
Wed Feb  3 08:18:53 2010	Memphis, TN 	1:45 AM ET	31	48	31	 Clear 	30.26	31	82	CLM	0
Wed Feb  3 08:18:55 2010	Los Angeles, CA 	1:45 AM ET	57	64	52	 Mostly Cloudy 	29.79	63	80	CLM	3
Wed Feb  3 08:18:57 2010	El Paso, TX 	1:45 AM ET	47	62	42	Showers 	29.8	50	73	CLM	0
Wed Feb  3 08:18:59 2010	New York, NY 	1:45 AM ET	28	36	30	Flurries 	30.09	28	92	N	5
Wed Feb  3 08:19:02 2010	Baltimore, MD 	1:45 AM ET	30	37	28	Flurries 	30.04	30	100	CLM	3
Wed Feb  3 08:19:04 2010	Las Vegas, NV 	1:45 AM ET	50	62	42	 Intermittent Clouds 	29.78	53	56	W	3
Wed Feb  3 08:19:06 2010	Washington, DC 	1:45 AM ET	32	39	30	Flurries 	30.06	32	86	NNE	7
Wed Feb  3 08:19:08 2010	Austin, TX 	1:45 AM ET	50	57	48	Showers 	30.15	55	82	NNE	9
Wed Feb  3 08:19:10 2010	San Francisco, CA 	1:45 AM ET	53	57	48	 Partly Cloudy 	29.85	59	89	CLM	0
Wed Feb  3 08:19:12 2010	Oklahoma City, OK 	1:45 AM ET	30	47	28	Fog 	30.24	30	92	S	3
Wed Feb  3 08:19:14 2010	Nashville, TN 	1:45 AM ET	37	48	28	Cloudy 	30.22	37	69	NW	8
Wed Feb  3 08:19:16 2010	Fort Worth, TX 	1:45 AM ET	40	55	36	Cloudy 	30.22	43	79	NE	6
Wed Feb  3 08:19:18 2010	Phoenix, AZ 	1:45 AM ET	60	69	52	Cloudy 	29.67	65	59	WSW	3
Wed Feb  3 08:19:20 2010	Portland, OR 	1:45 AM ET	44	53	41	Showers 	29.76	47	88	ESE	13
Wed Feb  3 08:19:22 2010	Chicago, IL 	1:45 AM ET	25	33	23	Cloudy 	30.11	25	86	W	12
Wed Feb  3 08:19:24 2010	San Antonio, TX 	1:45 AM ET	50	57	49	Rain 	30.1	56	93	ENE	12
Wed Feb  3 08:19:26 2010	Indianapolis, IN 	1:45 AM ET	32	42	26	Cloudy 	30.12	32	81	W	8
Wed Feb  3 08:19:28 2010	Boston, MA 	1:45 AM ET	27	31	21	Cloudy 	30.13	27	66	S	3
Wed Feb  3 08:19:30 2010	Jacksonville, FL 	1:45 AM ET	50	65	42	Cloudy 	30.1	55	81	NW	10
Wed Feb  3 08:19:32 2010	Columbus, OH 	1:45 AM ET	34	40	25	Cloudy 	30.07	34	75	WNW	12
Wed Feb  3 08:19:34 2010	Dallas, TX 	1:45 AM ET	40	55	36	Cloudy 	30.22	43	79	CLM	0
Wed Feb  3 08:19:36 2010	Houston, TX 	1:45 AM ET	53	62	48	Cloudy 	30.16	58	79	ENE	6
Wed Feb  3 08:19:38 2010	Seattle, WA 	1:45 AM ET	47	52	39	 Mostly Clear 	29.77	50	70	CLM	8
Wed Feb  3 08:19:40 2010	Milwaukee, WI 	1:45 AM ET	30	33	22	Fog 	30.09	30	85	W	5
Wed Feb  3 08:19:42 2010	Detroit, MI 	1:45 AM ET	-2	0	-5	Flurries 	30.06	-2	92	CLM	2
Wed Feb  3 08:19:44 2010	Philadelphia, PA 	1:45 AM ET	30	37	29	Flurries 	30.08	30	92	N	7
Wed Feb  3 09:05:28 2010	San Jose, CA 	2:24 AM ET	50	60	45	 Partly Cloudy 	29.85	56	92	ESE	3
Wed Feb  3 09:05:30 2010	Charlotte, NC 	2:24 AM ET	37	39	27	Fog 	30.04	37	95	N	5
Wed Feb  3 09:05:32 2010	San Diego, CA 	2:24 AM ET	58	61	54	Cloudy 	29.81	61	77	N	3
Wed Feb  3 09:05:34 2010	Denver, CO 	2:24 AM ET	29	49	19	 Mostly Clear 	29.89	29	63	WSW	7
Wed Feb  3 09:05:36 2010	Memphis, TN 	2:24 AM ET	33	48	31	 Clear 	30.26	33	78	NNE	3
Wed Feb  3 09:05:38 2010	Los Angeles, CA 	2:24 AM ET	55	64	52	 Mostly Cloudy 	29.79	61	86	CLM	0
Wed Feb  3 09:05:40 2010	El Paso, TX 	2:24 AM ET	47	62	42	Cloudy 	29.74	50	70	NE	10
Wed Feb  3 09:05:42 2010	New York, NY 	2:24 AM ET	28	36	30	Flurries 	30.09	28	92	NNE	5
Wed Feb  3 09:05:44 2010	Baltimore, MD 	2:24 AM ET	31	37	28	Flurries 	30.05	31	92	N	3
Wed Feb  3 09:05:46 2010	Las Vegas, NV 	2:24 AM ET	49	62	42	Cloudy 	29.78	51	58	CLM	0
Wed Feb  3 09:05:48 2010	Washington, DC 	2:24 AM ET	32	39	30	Flurries 	30.06	32	88	N	6
Wed Feb  3 09:05:50 2010	Austin, TX 	2:24 AM ET	49	57	48	Cloudy 	30.13	52	89	N	7
Wed Feb  3 09:05:53 2010	San Francisco, CA 	2:24 AM ET	51	57	48	 Mostly Cloudy 	29.85	56	85	CLM	0
Wed Feb  3 09:05:55 2010	Oklahoma City, OK 	2:24 AM ET	30	47	28	Fog 	30.23	30	92	S	7
Wed Feb  3 09:05:57 2010	Nashville, TN 	2:24 AM ET	37	48	28	Cloudy 	30.23	37	72	N	8
Wed Feb  3 09:05:59 2010	Fort Worth, TX 	2:24 AM ET	38	55	36	 Clear 	30.2	38	82	NE	7
