1	www.uswx.com													
(Timestamp)	(Location)	(City & Timestamp)	Temperature (°F °C)	Dew Point (°F °C)	Humidity (%)	Pressure (in mb)	Wind Speed (MPH kts) 	Wind Dir	Ceiling (ft m)	Visibility (mi km)	Wind Chill (°F °C)	Conditions	Remarks	TypeIssue TimeExpire TimeExpires  
Wed Feb  3 02:59:36 2010	Washington (20001)	Washington DC, VA (KDCA) as of 8:52pm EST (7 mago)	33 1 	30 -1 	88	30.10 1019.2 	7 6 	NNE30	 500 152	1.5 2.4	27 -3 	Light Snow, Mist	0.05" of precipitation last hour.1" inches of snow on ground at 	Winter Storm Warning Tue, Feb 2, 3:35pm EST Tue, Feb 2, 11:45pm EST 2 hrs, 45 mins  Winter Storm Warning Tue, Feb 2, 6:19pm EST Wed, Feb 3, 2:30am EST 5 hrs, 30 mins  Winter Storm Warning Tue, Feb 2, 7:09pm EST Wed, Feb 3, 3:15am EST 6 hrs, 15 minsNational Weather Service 
Wed Feb  3 02:59:38 2010	Aust(73301)	AustCity, TX (KATT) as of 7:51pm CST (8 mago)	51 11 	46 8 	83	30.16 1021.5 	Calm Calm	--	 4200 1280	7 11.3	--	Cloudy	No  this hour.	
Wed Feb  3 02:59:39 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 5:56pm PST (3 mago)	54 12 	48 9 	83	29.84 1010.5 	Calm Calm	--	 9000 2743	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 02:59:41 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 7:52pm CST (7 mago)	33 1 	30 -1 	88	30.23 1023.8 	Calm Calm	--	 300 91	2.5 4.0	--	 Mist	No  this hour.	
Wed Feb  3 02:59:43 2010	Nashville (37201)	Nashville, TN (KBNA) as of 7:53pm CST (6 mago)	41 5 	30 -1 	65	30.14 1020.8 	5 4 	WNW300	 3600 1097	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 02:59:45 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 7:53pm CST (6 mago)	42 6 	34 1 	73	30.18 1022.1 	6 5 	NE50	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 02:59:46 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 6:51pm MST (8 mago)	67 19 	43 6 	41	29.70 1005.6 	Calm Calm	--	 25000 7620	10 16.1	--	Mostly Cloudy	No  this hour.	
Wed Feb  3 02:59:48 2010	Portland (97201)	Portland, OR (KPDX) as of 5:53pm PST (6 mago)	48 9 	39 4 	71	29.76 1007.7 	12 10 	SE130	 13000 3962	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 02:59:50 2010	Chicago (60601)	Chicago, IL (KMDW) as of 7:51pm CST (8 mago)	30 -1 	24 -4 	78	30.08 1018.7 	13 11 	W270	 1500 457	5 8.0	20 -7 	Light Snow	Trace precipitation last hour.1" inches of snow on ground at 5:51pm CST .	
Wed Feb  3 02:59:52 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 7:53pm CST (6 mago)	51 11 	48 9 	89	30.10 1019.2 	8 7 	ENE60	 900 274	5 8.0	--	 Mist	Trace precipitation last hour.	
Wed Feb  3 02:59:54 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 8:54pm EST (5 mago)	33 1 	28 -2 	81	30.08 1018.5 	10 9 	W270	 2500 762	8 12.9	25 -4 	Light Snow	Trace precipitation last hour.	
Wed Feb  3 02:59:56 2010	Boston (02101)	Boston, MA (KBOS) as of 8:54pm EST (5 mago)	27 -3 	11-Dec	55	30.19 1022.2 	7 6 	S180	 22000 6706	10 16.1	19 -7 	Mostly Cloudy	No  this hour.	
Wed Feb  3 02:59:57 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 8:53pm EST (6 mago)	56 13 	48 9 	77	30.01 1016.3 	14 12 	NNW330	 1700 518	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 02:59:59 2010	Coluus (43085)	Coluus, OH (KOSU) as of 8:53pm EST (7 mago)	36 2 	24 -4 	62	30.02 1016.5 	6 5 	NNW340	 5000 1524	10 16.1	31 -1 	Cloudy	No  this hour.	
Wed Feb  3 03:00:01 2010	Dallas (75201)	Dallas, TX (KDAL) as of 7:53pm CST (7 mago)	44 7 	36 2 	73	30.19 1022.5 	5 4 	NE50	 26000 7925	10 16.1	--	Mostly Cloudy	No  this hour.	
Wed Feb  3 03:00:03 2010	Houston (77001)	Houston, TX (KHOU) as of 7:53pm CST (7 mago)	56 13 	48 9 	77	30.17 1021.7 	6 5 	ENE70	 6500 1981	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 03:00:05 2010	Seattle (98101)	Seattle, WA (KBFI) as of 5:53pm PST (7 mago)	51 11 	39 4 	63	29.78 1008.4 	5 4 	W270	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 03:00:07 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 7:52pm CST (8 mago)	31 -1 	27 -3 	85	30.04 1017.2 	6 5 	WNW290	 2700 823	3 4.8	25 -4 	Light Snow	Trace precipitation last hour.1" inches of snow on ground at 5:52pm CST .	
Wed Feb  3 03:00:12 2010	Detroit (48201)	Detroit, MI (KDET) as of 8:53pm EST (7 mago)	27 -3 	25 -4 	92	30.05 1017.6 	6 5 	SSE150	 700 213	4 6.4	20 -7 	 Mist	Trace precipitation last hour.	
Wed Feb  3 03:00:14 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 8:54pm EST (6 mago)	34 1 	21 -6 	61	30.12 1020 	3 3 	ENE60	 5500 1676	10 16.1	31 -1 	Cloudy	No  this hour.	Winter Weather Advisory Tue, Feb 2, 2:28pm EST Tue, Feb 2, 11:00pm EST 1 hr, 59 minsNational Weather Service 
Wed Feb  3 03:42:42 2010	San Jose (95101)	San Jose, CA (KSJC) as of 5:53pm PST (49 mago)	55 13 	48 9 	80	29.83 1010.1 	Calm Calm	--	 12000 3658	10 16.1	--	Cloudy	Trace precipitation last hour.	
Wed Feb  3 03:42:44 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 8:52pm EST (50 mago)	37 3 	36 2 	96	30.00 1015.9 	3 3 	N350	 200 61	2 3.2	34 1 	 Mist	No  this hour.	Special Weather Statement Tue, Feb 2, 8:04pm EST Wed, Feb 3, 10:00am EST 12 hrs, 17 minsNational Weather Service 
Wed Feb  3 03:42:46 2010	San Diego (92101)	San Diego, CA (KSAN) as of 5:51pm PST (51 mago)	59 15 	51 11 	75	29.81 1009.5 	6 5 	NW320	 25000 7620	10 16.1	--	Mostly Cloudy	No  this hour.	Special Weather Statement Tue, Feb 2, 2:23pm PST Wed, Feb 3, 6:30pm PST 23 hrs, 47 minsNational Weather Service 
Wed Feb  3 03:42:48 2010	Denver (80214)	Broomfield, CO (KBJC) as of 6:50pm MST (52 mago)	37 3 	12-Oct	32	29.88 1012 	Calm Calm	--	 15000 4572	30 48.3	--	Mostly Cloudy	No  this hour.	
Wed Feb  3 03:42:50 2010	Memphis (37501)	Memphis, TN (KMEM) as of 7:53pm CST (49 mago)	37 3 	30 -1 	75	30.23 1023.8 	3 3 	WNW300	 Unlimited Unlimited	10 16.1	34 1 	Clear	No  this hour.	
Wed Feb  3 03:42:52 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 5:53pm PST (49 mago)	58 14 	50 10 	75	29.79 1008.9 	7 6 	W270	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 03:42:54 2010	El Paso (79901)	El Paso, TX (KELP) as of 6:51pm MST (51 mago)	54 12 	34 1 	46	29.80 1009.1 	9 8 	ENE70	 22000 6706	10 16.1	--	Cloudy	No  this hour.	Special Weather Statement Tue, Feb 2, 2:41pm MST Wed, Feb 3, 5:00am MST 9 hrs, 17 minsNational Weather Service 
Wed Feb  3 03:42:56 2010	New York (10001)	New York City, NY (KNYC) as of 9:15pm EST (27 mago)	30 -1 	24 -4 	80	30.15 1021 	6 5 	ENE70	 4500 1372	2.5 4.0	24 -4 	Light Snow	Trace precipitation last hour. Lightning detector not working.	Special Weather Statement Tue, Feb 2, 7:54pm EST Tue, Feb 2, 9:45pm EST 2 mins  Special Weather Statement Tue, Feb 2, 9:38pm EST Wed, Feb 3, 12:00am EST 2 hrs, 17 minsNational Weather Service 
Wed Feb  3 03:42:58 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 8:54pm EST (48 mago)	30 -1 	28 -2 	96	30.10 1019.2 	3 3 	NNE20	 900 274	0.75 1.2	26 -3 	Light Snow, Mist	Snow intesity increasing rapidly. 1" fallen last hour, 2" on the ground. 0.05" of precipitation last hour.1" inches of snow on ground at 	Winter Storm Warning Tue, Feb 2, 3:35pm EST Tue, Feb 2, 11:45pm EST 2 hrs, 2 mins  Winter Storm Warning Tue, Feb 2, 6:19pm EST Wed, Feb 3, 2:30am EST 4 hrs, 47 mins  Winter Storm Warning Tue, Feb 2, 7:09pm EST Wed, Feb 3, 3:15am EST 5 hrs, 32 mins  Winter Storm Warning Tue, Feb 2, 9:35pm EST Wed, Feb 3, 5:45am EST 8 hrs, 2 minsNational Weather Service 
Wed Feb  3 03:43:00 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 5:53pm PST (50 mago)	54 12 	34 1 	46	29.80 1009.1 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	Lightning detector not working.	
Wed Feb  3 03:43:02 2010	Washington (20001)	Washington DC, VA (KDCA) as of 8:52pm EST (51 mago)	33 1 	30 -1 	88	30.10 1019.2 	7 6 	NNE30	 500 152	1.5 2.4	27 -3 	Light Snow, Mist	0.05" of precipitation last hour.1" inches of snow on ground at 	Winter Storm Warning Tue, Feb 2, 3:35pm EST Tue, Feb 2, 11:45pm EST 2 hrs, 1 m Winter Storm Warning Tue, Feb 2, 6:19pm EST Wed, Feb 3, 2:30am EST 4 hrs, 46 mins  Winter Storm Warning Tue, Feb 2, 7:09pm EST Wed, Feb 3, 3:15am EST 5 hrs, 31 mins  Winter Storm Warning Tue, Feb 2, 9:35pm EST Wed, Feb 3, 5:45am EST 8 hrs, 1 minNational Weather Service 
Wed Feb  3 03:43:04 2010	Aust(73301)	AustCity, TX (KATT) as of 7:51pm CST (52 mago)	51 11 	46 8 	83	30.16 1021.5 	Calm Calm	--	 4200 1280	7 11.3	--	Cloudy	No  this hour.	
Wed Feb  3 03:43:06 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 5:56pm PST (47 mago)	54 12 	48 9 	83	29.84 1010.5 	Calm Calm	--	 9000 2743	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 03:43:08 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 7:52pm CST (51 mago)	33 1 	30 -1 	88	30.23 1023.8 	Calm Calm	--	 300 91	2.5 4.0	--	 Mist	No  this hour.	
Wed Feb  3 03:43:10 2010	Nashville (37201)	Nashville, TN (KBNA) as of 7:53pm CST (50 mago)	41 5 	30 -1 	65	30.14 1020.8 	5 4 	WNW300	 3600 1097	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 03:43:12 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 7:53pm CST (50 mago)	42 6 	34 1 	73	30.18 1022.1 	6 5 	NE50	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 03:43:14 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 6:51pm MST (52 mago)	67 19 	43 6 	41	29.70 1005.6 	Calm Calm	--	 25000 7620	10 16.1	--	Mostly Cloudy	No  this hour.	
Wed Feb  3 03:43:15 2010	Portland (97201)	Portland, OR (KPDX) as of 5:53pm PST (50 mago)	48 9 	39 4 	71	29.76 1007.7 	12 10 	SE130	 13000 3962	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 03:43:17 2010	Chicago (60601)	Chicago, IL (KMDW) as of 7:51pm CST (52 mago)	30 -1 	24 -4 	78	30.08 1018.7 	13 11 	W270	 1500 457	5 8.0	20 -7 	Light Snow	Trace precipitation last hour.1" inches of snow on ground at 5:51pm CST .	
Wed Feb  3 03:43:19 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 8:16pm CST (27 mago)	52 11 	46 8 	82	30.12 1020 	12 10 	NE40	 2200 671	6 9.7	--	 Mist	No  this hour.	
Wed Feb  3 03:43:21 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 8:54pm EST (49 mago)	33 1 	28 -2 	81	30.08 1018.5 	10 9 	W270	 2500 762	8 12.9	25 -4 	Light Snow	Trace precipitation last hour.	
Wed Feb  3 03:43:23 2010	Boston (02101)	Boston, MA (KBOS) as of 8:54pm EST (49 mago)	27 -3 	11-Dec	55	30.19 1022.2 	7 6 	S180	 22000 6706	10 16.1	19 -7 	Mostly Cloudy	No  this hour.	
Wed Feb  3 03:43:25 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 8:53pm EST (50 mago)	56 13 	48 9 	77	30.01 1016.3 	14 12 	NNW330	 1700 518	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 03:43:27 2010	Coluus (43085)	Coluus, OH (KOSU) as of 8:53pm EST (50 mago)	36 2 	24 -4 	62	30.02 1016.5 	6 5 	NNW340	 5000 1524	10 16.1	31 -1 	Cloudy	No  this hour.	
Wed Feb  3 03:43:29 2010	Dallas (75201)	Dallas, TX (KDAL) as of 7:53pm CST (50 mago)	44 7 	36 2 	73	30.19 1022.5 	5 4 	NE50	 26000 7925	10 16.1	--	Mostly Cloudy	No  this hour.	
Wed Feb  3 03:43:31 2010	Houston (77001)	Houston, TX (KHOU) as of 7:53pm CST (50 mago)	56 13 	48 9 	77	30.17 1021.7 	6 5 	ENE70	 6500 1981	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 03:43:34 2010	Seattle (98101)	Seattle, WA (KBFI) as of 5:53pm PST (50 mago)	51 11 	39 4 	63	29.78 1008.4 	5 4 	W270	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 03:43:36 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 7:52pm CST (51 mago)	31 -1 	27 -3 	85	30.04 1017.2 	6 5 	WNW290	 2700 823	3 4.8	25 -4 	Light Snow	Trace precipitation last hour.1" inches of snow on ground at 5:52pm CST .	
Wed Feb  3 03:43:38 2010	Detroit (48201)	Detroit, MI (KDET) as of 8:53pm EST (50 mago)	27 -3 	25 -4 	92	30.05 1017.6 	6 5 	SSE150	 700 213	4 6.4	20 -7 	 Mist	Trace precipitation last hour.	
Wed Feb  3 03:43:40 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 8:54pm EST (49 mago)	34 1 	21 -6 	61	30.12 1020 	3 3 	ENE60	 5500 1676	10 16.1	31 -1 	Cloudy	No  this hour.	Winter Weather Advisory Tue, Feb 2, 2:28pm EST Tue, Feb 2, 11:00pm EST 1 hr, 16 mins  Winter Weather Advisory Tue, Feb 2, 9:37pm EST Wed, Feb 3, 6:00am EST 8 hrs, 16 minsNational Weather Service 
Wed Feb  3 04:31:07 2010	San Jose (95101)	San Jose, CA (KSJC) as of 6:53pm PST (38 mago)	55 13 	48 9 	80	29.84 1010.4 	Calm Calm	--	 12000 3658	10 16.1	--	Cloudy	Trace precipitation last hour.	
Wed Feb  3 04:31:10 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 9:52pm EST (39 mago)	37 3 	36 2 	96	30.01 1016.4 	Calm Calm	--	 800 244	2 3.2	--	 Mist	No  this hour.	Special Weather Statement Tue, Feb 2, 8:04pm EST Wed, Feb 3, 10:00am EST 11 hrs, 28 minsNational Weather Service 
Wed Feb  3 04:31:12 2010	San Diego (92101)	San Diego, CA (KSAN) as of 6:51pm PST (40 mago)	58 14 	50 10 	75	29.82 1009.7 	6 5 	NNW330	 7500 2286	10 16.1	--	Cloudy	No  this hour.	Special Weather Statement Tue, Feb 2, 2:23pm PST Wed, Feb 3, 6:30pm PST 22 hrs, 58 minsNational Weather Service 
Wed Feb  3 04:31:14 2010	Denver (80214)	Broomfield, CO (KBJC) as of 7:48pm MST (43 mago)	37 3 	12-Oct	32	29.91 1013 	Calm Calm	--	 15000 4572	30 48.3	--	Cloudy	No  this hour.	
Wed Feb  3 04:31:15 2010	Memphis (37501)	Memphis, TN (KMEM) as of 8:53pm CST (38 mago)	36 2 	30 -1 	79	30.24 1023.9 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 04:31:17 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 6:53pm PST (38 mago)	57 14 	51 11 	80	29.80 1009 	3 3 	W280	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 04:31:19 2010	El Paso (79901)	El Paso, TX (KELP) as of 7:51pm MST (40 mago)	53 12 	35 2 	50	29.80 1009.1 	12 10 	E80	 15000 4572	10 16.1	--	Cloudy	No  this hour.	Special Weather Statement Tue, Feb 2, 2:41pm MST Wed, Feb 3, 5:00am MST 8 hrs, 28 minsNational Weather Service 
Wed Feb  3 04:31:21 2010	New York (10001)	New York City, NY (KNYC) as of 9:51pm EST (40 mago)	30 -1 	25 -4 	81	30.12 1020.1 	5 4 	NE50	 5000 1524	2 3.2	25 -4 	Light Snow	Trace precipitation last hour. Lightning detector not working.	Special Weather Statement Tue, Feb 2, 9:38pm EST Wed, Feb 3, 12:00am EST 1 hr, 28 minsNational Weather Service 
Wed Feb  3 04:31:23 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 10:17pm EST (14 mago)	30 -1 	30 -1 	100	30.09 1019 	3 3 	NNE20	 100 30	0.5 0.8	27 -3 	 Snow,Freezing Fog	0.05" of precipitation last hour.3 hour precipitation ending 9:54pm EST : 0.12"	Winter Storm Warning Tue, Feb 2, 3:35pm EST Tue, Feb 2, 11:45pm EST 1 hr, 13 mins  Winter Storm Warning Tue, Feb 2, 6:19pm EST Wed, Feb 3, 2:30am EST 3 hrs, 58 mins  Winter Storm Warning Tue, Feb 2, 7:09pm EST Wed, Feb 3, 3:15am EST 4 hrs, 43 mins  Winter Storm Warning Tue, Feb 2, 9:35pm EST Wed, Feb 3, 5:45am EST 7 hrs, 13 minsNational Weather Service 
Wed Feb  3 04:31:25 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 6:53pm PST (38 mago)	53 12 	32 0 	44	29.80 1009.2 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	Lightning detector not working.	
Wed Feb  3 04:31:27 2010	Washington (20001)	Washington DC, VA (KDCA) as of 9:52pm EST (39 mago)	32 0 	30 -1 	92	30.09 1019.1 	6 5 	N10	 700 213	1 1.6	26 -3 	Light Snow, Mist	Snow intesity increasing rapidly. 1" fallen last hour, 1" on the ground. 0.04" of precipitation last hour.3 hour precipitation ending 9:52pm EST : 0.12"	Winter Storm Warning Tue, Feb 2, 3:35pm EST Tue, Feb 2, 11:45pm EST 1 hr, 13 mins  Winter Storm Warning Tue, Feb 2, 6:19pm EST Wed, Feb 3, 2:30am EST 3 hrs, 58 mins  Winter Storm Warning Tue, Feb 2, 7:09pm EST Wed, Feb 3, 3:15am EST 4 hrs, 43 mins  Winter Storm Warning Tue, Feb 2, 9:35pm EST Wed, Feb 3, 5:45am EST 7 hrs, 13 minsNational Weather Service 
Wed Feb  3 04:31:29 2010	Aust(73301)	AustCity, TX (KATT) as of 8:51pm CST (40 mago)	52 11 	46 8 	80	30.16 1021.5 	3 3 	NNE30	 3800 1158	8 12.9	--	Cloudy	No  this hour.	
Wed Feb  3 04:31:30 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 6:56pm PST (35 mago)	55 13 	48 9 	77	29.85 1010.8 	3 3 	NW310	 9000 2743	10 16.1	--	Mostly Cloudy	No  this hour.	
Wed Feb  3 04:31:32 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 9:05pm CST (26 mago)	32 0 	28 -2 	86	30.21 1023 	5 4 	ESE120	 300 91	0.5 0.8	27 -3 	 Mist	No  this hour.	
Wed Feb  3 04:31:34 2010	Nashville (37201)	Nashville, TN (KBNA) as of 8:53pm CST (38 mago)	40 4 	30 -1 	67	30.17 1021.8 	8 7 	WNW290	 3300 1006	10 16.1	34 1 	Cloudy	No  this hour.	
Wed Feb  3 04:31:36 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 8:53pm CST (38 mago)	43 6 	34 1 	70	30.21 1023.1 	3 3 	ENE70	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 04:31:38 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 7:51pm MST (40 mago)	63 17 	46 8 	55	29.71 1006 	3 3 	SW230	 25000 7620	10 16.1	--	Mostly Cloudy	No  this hour.	
Wed Feb  3 04:31:40 2010	Portland (97201)	Portland, OR (KPDX) as of 6:53pm PST (38 mago)	47 8 	39 4 	74	29.78 1008.3 	15 G 2113 G 18	ESE110	 9000 2743	10 16.1	--	Light Rain	Trace precipitation last hour.	
Wed Feb  3 04:31:42 2010	Chicago (60601)	Chicago, IL (KMDW) as of 8:51pm CST (40 mago)	28 -2 	21 -6 	78	30.11 1019.5 	10 9 	W270	 3200 975	5 8.0	19 -7 	Light Snow	Trace precipitation last hour.3 hour precipitation ending 8:51pm CST : Trace	
Wed Feb  3 04:31:44 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 8:53pm CST (38 mago)	51 11 	46 8 	86	30.10 1019.2 	10 9 	NE50	 2200 671	9 14.5	--	Cloudy	No  this hour.	
Wed Feb  3 04:31:45 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 9:54pm EST (37 mago)	33 1 	28 -2 	81	30.08 1018.7 	10 9 	W280	 2500 762	10 16.1	25 -4 	Cloudy	Trace precipitation last hour.	
Wed Feb  3 04:31:47 2010	Boston (02101)	Boston, MA (KBOS) as of 9:54pm EST (37 mago)	26 -3 	14 -10 	60	30.17 1021.6 	8 7 	SSW200	 22000 6706	10 16.1	18 -8 	Mostly Cloudy	No  this hour.	
Wed Feb  3 04:31:49 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 9:53pm EST (38 mago)	55 13 	48 9 	77	30.02 1016.7 	10 9 	NW320	 1700 518	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 04:31:51 2010	Coluus (43085)	Coluus, OH (KOSU) as of 9:53pm EST (38 mago)	34 1 	26 -3 	72	30.02 1016.6 	3 3 	WNW300	 4800 1463	10 16.1	31 -1 	Cloudy	No  this hour.	
Wed Feb  3 04:31:53 2010	Dallas (75201)	Dallas, TX (KDAL) as of 8:53pm CST (38 mago)	44 7 	36 2 	73	30.21 1023 	7 6 	E100	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Wed Feb  3 04:31:54 2010	Houston (77001)	Houston, TX (KHOU) as of 8:53pm CST (38 mago)	56 13 	48 9 	77	30.18 1022 	6 5 	ENE60	 7500 2286	10 16.1	--	Cloudy	No  this hour.	
Wed Feb  3 04:31:57 2010	Seattle (98101)	Seattle, WA (KBFI) as of 6:53pm PST (38 mago)	50 10 	39 4 	66	29.77 1008.2 	Calm Calm	--	 20000 6096	10 16.1	--	Mostly Cloudy	No  this hour.	
Wed Feb  3 04:31:59 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 8:52pm CST (39 mago)	31 -1 	27 -3 	85	30.05 1017.5 	5 4 	W270	 7000 2134	3 4.8	26 -3 	Light Snow	Trace precipitation last hour.3 hour precipitation ending 8:52pm CST : Trace	
Wed Feb  3 04:32:01 2010	Detroit (48201)	Detroit, MI (KDET) as of 9:53pm EST (39 mago)	27 -3 	26 -3 	96	30.05 1017.6 	Calm Calm	--	 700 213	2.5 4.0	--	Light Snow, Mist	Trace precipitation last hour.	
Wed Feb  3 04:32:02 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 10:28pm EST (4 mago)	34 1 	24 -4 	69	30.09 1019 	5 4 	NNE30	 3000 914	2.5 4.0	30 -1 	Light Snow	Trace precipitation last hour.	Winter Weather Advisory Tue, Feb 2, 2:28pm EST Tue, Feb 2, 11:00pm EST 27 mins  Winter Weather Advisory Tue, Feb 2, 9:37pm EST Wed, Feb 3, 6:00am EST 7 hrs, 27 minsNational Weather Service 
Wed Feb  3 05:18:03 2010	San Jose (95101)	San Jose, CA (KSJC) as of 7:53pm PST (25 mago)	53 12 	48 9 	86	29.84 1010.5 	6 5 	W280	 8000 2438	10 16.1	--	Mostly Cloudy	Trace precipitation last hour.	
Wed Feb  3 05:18:05 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 10:52pm EST (26 mago)	37 3 	36 2 	96	30.04 1017.2 	3 3 	NW310	 600 183	2 3.2	34 1 	 Mist	No  this hour.	Special Weather Statement Tue, Feb 2, 8:04pm EST Wed, Feb 3, 10:00am EST 10 hrs, 41 minsNational Weather Service 
Wed Feb  3 05:18:07 2010	San Diego (92101)	San Diego, CA (KSAN) as of 7:51pm PST (27 mago)	58 14 	51 11 	78	29.82 1009.9 	3 3 	N350	 7500 2286	10 16.1	--	Cloudy	No  this hour.	Special Weather Statement Tue, Feb 2, 2:23pm PST Wed, Feb 3, 6:30pm PST 22 hrs, 11 minsNational Weather Service 
Wed Feb  3 05:18:09 2010	Denver (80214)	Broomfield, CO (KBJC) as of 8:45pm MST (33 mago)	36 2 	11-Dec	38	29.91 1013 	Calm Calm	--	 15000 4572	15 24.1	--	Cloudy	No  this hour.	
Wed Feb  3 05:18:11 2010	Memphis (37501)	Memphis, TN (KMEM) as of 9:53pm CST (25 mago)	36 2 	28 -2 	75	30.24 1024.1 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Wed Feb  3 05:18:13 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 7:53pm PST (25 mago)	57 14 	52 11 	83	29.79 1008.9 	3 3 	W280	 Unlimited Unlimited	10 16.1	--	Few Clouds	No  this hour.	
Wed Feb  3 05:18:15 2010	El Paso (79901)	El Paso, TX (KELP) as of 8:51pm MST (27 mago)	50 10 	37 3 	61	29.78 1008.3 	12 10 	E80	 15000 4572	10 16.1	--	Cloudy	Trace precipitation last hour.	Special Weather Statement Tue, Feb 2, 2:41pm MST Wed, Feb 3, 5:00am MST 7 hrs, 41 minsNational Weather Service 
Wed Feb  3 05:18:17 2010	New York (10001)	New York City, NY (KNYC) as of 10:51pm EST (27 mago)	29 -2 	26 -3 	89	30.11 1019.7 	3 3 	NNE30	 3600 1097	2 3.2	25 -4 	Light Snow, Mist	0.01" of precipitation last hour. Lightning detector not working.	Special Weather Statement Tue, Feb 2, 9:38pm EST Wed, Feb 3, 12:00am EST 41 minsNational Weather Service 
Wed Feb  3 05:18:19 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 11:04pm EST (14 mago)	30 -1 	30 -1 	100	30.06 1018 	5 4 	VariableVariable	 300 91	1 1.6	25 -4 	Light Snow, Mist	Trace precipitation last hour.3 hour precipitation ending 9:54pm EST : 0.12"	Winter Storm Warning Tue, Feb 2, 3:35pm EST Tue, Feb 2, 11:45pm EST 26 mins  Winter Storm Warning Tue, Feb 2, 6:19pm EST Wed, Feb 3, 2:30am EST 3 hrs, 11 mins  Winter Storm Warning Tue, Feb 2, 7:09pm EST Wed, Feb 3, 3:15am EST 3 hrs, 56 mins  Winter Storm Warning Tue, Feb 2, 9:35pm EST Wed, Feb 3, 5:45am EST 6 hrs, 26 minsNational Weather Service 
